,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
69,"(705.155, 560.597, 35.331, 11.622)","(734.878, 571.035, 23.513, 9.976)","(755.019, 574.783, 20.163, -1.358)","(770.088, 573.475, 16.503, -1.347)","(783.228, 575.686, 13.963, 45.507)","(784.707, 617.217, -2.869, 33.216)","(783.937, 654.514, -33.036, 14.142)","(749.943, 666.745, -43.054, 10.057)","(709.37, 663.978, -39.718, -12.343)","(675.315, 653.375, -36.575, -14.269)","(639.201, 646.515, -38.259, -7.195)","(602.229, 638.937, -39.452, -7.235)","(585.257, 636.01, -40.647, -5.344)","(585.257, 636.01, -40.647, -5.344)","(585.257, 636.01, -40.647, -5.344)","(585.257, 636.01, -40.647, -5.344)","(585.257, 636.01, -40.647, -5.344)","(585.257, 636.01, -40.647, -5.344)","(585.257, 636.01, -40.647, -5.344)","(585.257, 636.01, -40.647, -5.344)","(585.257, 636.01, -40.647, -5.344)","(585.257, 636.01, -40.647, -5.344)","(585.257, 636.01, -40.647, -5.344)","(585.257, 636.01, -40.647, -5.344)","(585.257, 636.01, -40.647, -5.344)","(585.257, 636.01, -40.647, -5.344)","(585.257, 636.01, -40.647, -5.344)","(585.257, 636.01, -40.647, -5.344)"
70,"(716.274, 413.853, 20.363, -13.806)","(733.402, 400.172, 12.867, -12.321)","(745.039, 388.67, 13.081, -17.26)","(757.701, 374.894, 14.095, -15.735)","(771.116, 359.524, 14.108, -16.222)","(781.575, 347.217, 8.215, -10.832)","(790.218, 337.297, 10.372, -8.254)","(797.65, 329.847, 7.976, -5.891)","(803.138, 323.206, 2.182, -3.791)","(806.692, 318.0, -0.507, -3.592)","(809.305, 313.046, -0.397, -1.712)","(810.535, 308.732, 1.362, -8.033)","(813.682, 302.646, 0.26, -8.369)","(816.458, 297.781, 0.851, -2.768)","(819.654, 294.24, 2.97, -1.439)","(823.431, 288.33, 0.668, -7.354)","(826.336, 281.262, 0.174, -4.683)","(829.382, 275.355, 3.976, -8.142)","(831.42, 267.694, 4.714, -6.693)","(832.768, 260.514, 1.374, -6.351)","(833.466, 253.122, -1.726, -4.386)","(833.298, 246.551, -0.967, -4.119)","(832.577, 240.013, -0.317, -6.92)","(832.506, 235.994, 0.666, -5.338)","(831.931, 234.473, -2.993, -8.441)","(825.857, 229.688, -9.261, -2.266)","(820.554, 223.208, -0.165, 5.794)","(820.33, 220.414, 1.411, 3.835)"
71,"(364.057, 337.883, 26.904, -7.212)","(394.099, 326.863, 37.631, -19.003)","(425.076, 311.069, 40.324, -20.035)","(454.306, 296.839, 21.044, -4.767)","(484.618, 289.9, 35.932, -5.554)","(518.143, 282.396, 29.945, -8.718)","(545.186, 276.25, 17.632, -9.033)","(569.842, 270.932, 24.262, -9.447)","(598.999, 266.019, 33.951, -4.145)","(628.862, 260.821, 30.434, -6.658)","(656.315, 257.713, 23.881, -0.734)","(680.61, 256.666, 23.763, -3.514)","(702.831, 255.049, 22.26, 0.723)","(723.03, 251.05, 27.273, 0.342)","(742.743, 246.994, 19.52, -6.014)","(757.336, 240.625, 10.635, -1.265)","(770.057, 235.847, 14.469, 4.914)","(778.912, 235.314, 8.025, -1.723)","(785.313, 225.631, 5.094, -4.244)","(786.072, 220.67, 7.366, -15.937)","(791.851, 201.854, 6.564, -32.505)","(790.675, 168.163, 9.941, -23.823)","(798.014, 136.974, 3.678, -35.829)","(800.639, 110.799, 4.338, -25.789)","(799.421, 94.061, -8.766, 1.588)","(797.26, 97.579, -6.734, -7.996)","(786.706, 94.231, -25.458, 1.443)","(757.061, 90.782, -33.967, -6.668)"
72,"(342.391, 387.296, 15.697, -9.304)","(365.225, 376.215, 26.178, -13.667)","(393.198, 359.974, 28.069, -18.669)","(418.362, 350.968, 23.221, -6.664)","(440.186, 346.529, 19.938, -5.362)","(463.364, 341.089, 21.771, -5.357)","(485.538, 332.71, 21.031, -6.158)","(503.66, 321.711, 17.392, -9.056)","(521.936, 308.875, 24.434, -13.506)","(543.216, 298.725, 24.848, -5.706)","(565.358, 290.332, 24.38, -7.948)","(586.344, 280.602, 20.866, -10.477)","(609.343, 270.878, 28.679, -8.301)","(632.837, 261.248, 22.158, -11.429)","(654.362, 250.4, 18.954, -10.259)","(674.694, 239.303, 22.901, -11.435)","(695.279, 228.797, 12.988, -7.094)","(712.623, 224.438, 12.599, -6.326)","(728.503, 219.597, 12.93, -8.696)","(737.617, 208.138, 3.422, -14.975)","(745.449, 198.567, 7.909, -5.117)","(754.519, 200.426, 18.506, 1.488)","(769.07, 197.755, 6.548, -6.863)","(774.19, 185.549, 11.302, -7.131)","(779.386, 168.889, 0.704, -29.187)","(781.723, 132.553, -9.328, -13.794)","(769.332, 118.639, -17.603, -35.897)","(766.539, 111.112, 7.088, 0.323)"
73,"(620.012, 348.45, 20.758, -26.516)","(644.291, 329.498, 29.814, -12.861)","(669.605, 314.622, 25.522, -12.004)","(695.529, 300.634, 16.046, -20.881)","(717.316, 289.999, 27.455, -22.341)","(738.354, 278.232, 25.631, -20.913)","(759.91, 263.697, 9.101, -7.726)","(777.36, 251.111, 8.5, -1.036)","(787.063, 244.553, 0.813, -14.045)","(784.106, 236.419, 29.622, -13.734)","(789.472, 215.303, -9.136, -24.741)","(790.194, 193.224, -4.248, -36.194)","(789.144, 167.96, -8.764, -34.984)","(777.443, 137.693, -20.287, -23.365)","(764.887, 121.506, -8.438, -12.377)","(755.517, 114.396, -7.709, 0.547)","(762.053, 113.941, 15.797, -6.001)","(761.231, 101.537, 11.369, -31.199)","(748.659, 82.874, -4.819, -21.514)","(751.208, 76.834, -10.351, -10.23)","(755.253, 75.322, -6.163, -12.81)","(754.343, 82.151, 3.67, 0.936)","(755.499, 75.096, 18.97, -13.123)","(764.888, 68.202, -16.041, 1.165)","(753.936, 59.719, 7.302, -13.796)","(765.368, 62.088, 8.174, 2.861)","(767.787, 59.82, 3.736, 4.485)","(767.29, 62.41, -5.979, -1.442)"
74,"(260.604, 172.526, 25.014, -8.001)","(283.515, 166.007, 23.251, -2.381)","(283.515, 166.007, 23.251, -2.381)","(289.653, 166.094, 21.892, 2.824)","(308.653, 167.546, 21.832, 1.482)","(327.98, 170.305, 22.59, 3.7)","(348.459, 173.661, 23.327, 5.137)","(368.531, 176.591, 17.282, 3.364)","(386.96, 178.287, 15.486, 4.218)","(404.002, 180.399, 19.878, 3.86)","(420.39, 181.986, 15.301, 0.427)","(437.298, 183.693, 18.821, 3.737)","(453.724, 185.436, 13.937, 0.467)","(469.332, 187.883, 16.139, 4.474)","(485.197, 190.728, 17.739, 1.278)","(501.722, 193.075, 17.416, -0.077)","(517.159, 195.739, 15.715, 5.45)","(533.251, 197.023, 16.826, 4.638)","(548.719, 199.21, 18.238, -0.977)","(563.434, 202.971, 14.788, 2.156)","(578.411, 207.063, 15.926, 6.017)","(592.966, 210.947, 11.579, 0.933)","(607.583, 213.734, 16.136, 2.901)","(622.78, 213.537, 17.653, -4.11)","(637.287, 213.548, 9.542, 3.203)","(649.045, 214.358, 11.015, 2.22)","(658.602, 216.544, 10.496, 4.481)","(666.363, 216.425, 7.181, -3.166)"
75,"(632.432, 496.065, 22.176, -5.462)","(660.437, 499.546, 32.765, 0.28)","(689.172, 500.394, 35.182, 4.242)","(720.159, 500.293, 31.296, -2.867)","(747.96, 498.863, 25.878, -1.265)","(771.983, 498.935, 22.249, -4.011)","(794.397, 507.751, 21.716, 10.478)","(812.374, 516.594, 10.94, 5.002)","(822.971, 524.293, 8.169, 13.313)","(826.72, 529.802, 2.542, -0.63)","(825.454, 528.704, -2.111, 0.311)","(825.463, 529.947, -0.126, -0.034)","(821.272, 533.169, -2.108, 5.221)","(817.867, 536.584, -6.893, 5.387)","(816.477, 540.849, -1.917, 2.673)","(816.806, 545.303, 6.859, 1.488)","(817.436, 544.129, -4.671, -3.118)","(810.865, 545.172, -4.478, 2.367)","(817.605, 555.212, 6.768, 12.024)","(825.029, 561.96, 5.198, 8.69)","(829.592, 569.736, 2.362, 3.544)","(828.533, 572.092, -1.522, 4.61)","(824.177, 576.46, -8.015, 9.819)","(807.901, 601.514, -7.621, 44.004)","(805.749, 639.62, -1.443, 36.288)","(794.143, 660.94, -16.113, 7.064)","(773.324, 671.907, -26.388, 11.904)","(743.887, 676.743, -27.816, -2.335)"
76,"(449.736, 327.659, 23.713, -4.981)","(480.021, 325.345, 30.529, -4.898)","(511.163, 327.169, 34.502, -1.474)","(536.693, 328.091, 20.774, -0.66)","(561.8, 326.317, 17.897, 1.041)","(590.881, 322.067, 31.168, -6.659)","(617.705, 316.621, 19.894, -7.18)","(640.441, 310.294, 12.026, -5.939)","(660.26, 302.665, 21.982, -9.371)","(678.869, 298.089, 18.067, -3.494)","(695.767, 294.654, 16.57, 0.099)","(717.128, 291.378, 22.012, 3.778)","(740.228, 289.545, 27.538, -10.653)","(758.692, 287.855, 13.561, 0.452)","(770.232, 286.187, 13.01, 0.904)","(777.824, 285.17, 7.348, 0.679)","(782.4, 283.16, 1.955, -2.985)","(787.436, 276.977, 8.904, -12.985)","(791.85, 268.176, 0.964, -1.259)","(796.054, 263.88, 6.246, -6.896)","(798.581, 257.906, 0.486, -1.099)","(796.977, 250.207, 0.654, -4.609)","(799.518, 243.43, 8.139, -6.279)","(802.72, 234.685, 2.999, -16.958)","(801.094, 215.779, 3.597, -18.085)","(803.599, 193.864, 1.033, -22.958)","(801.077, 179.051, -5.177, -11.394)","(799.176, 170.841, -2.495, -19.191)"
77,"(488.309, 309.99, 25.367, -9.097)","(515.193, 297.367, 33.112, -13.817)","(548.33, 283.527, 19.649, -12.478)","(571.333, 277.651, 24.638, -7.242)","(595.25, 273.466, 23.583, 0.555)","(621.203, 270.315, 27.817, -10.885)","(647.083, 267.478, 22.57, -8.852)","(673.097, 267.051, 28.346, -2.103)","(694.507, 267.033, 9.341, 4.668)","(710.238, 264.064, 24.127, -5.45)","(727.983, 258.982, 19.805, -8.381)","(743.919, 252.965, 19.428, -11.137)","(757.345, 247.986, 13.706, -2.202)","(768.096, 248.848, 10.113, -2.57)","(780.811, 244.977, 9.144, -4.534)","(788.381, 241.585, 9.157, -12.978)","(796.956, 235.13, 6.631, -0.466)","(809.346, 229.69, 6.149, -12.203)","(815.811, 216.899, 2.041, 8.496)","(816.08, 213.171, 8.119, 6.848)","(815.115, 206.909, 0.686, -0.738)","(810.603, 207.219, -7.581, -15.299)","(812.838, 197.204, -0.109, -8.118)","(810.552, 185.463, 5.358, -7.914)","(810.675, 174.424, -6.372, -16.631)","(806.102, 144.381, 0.626, -21.879)","(807.197, 124.52, -0.068, -24.626)","(811.369, 98.121, 5.502, -24.659)"
78,"(711.134, 243.316, 30.461, -25.268)","(739.609, 221.897, 29.293, -17.772)","(773.533, 208.311, 12.584, -24.716)","(791.66, 181.669, 20.338, -32.439)","(807.414, 148.68, 16.456, -30.5)","(804.799, 114.692, -9.178, -46.254)","(795.028, 79.463, -15.155, -26.193)","(769.188, 56.741, -39.015, -11.971)","(724.876, 58.646, -47.53, 4.416)","(679.647, 62.181, -46.114, 1.988)","(636.11, 62.342, -38.192, 0.801)","(596.083, 60.915, -32.549, -2.7)","(565.275, 62.412, -28.676, 2.657)","(530.946, 64.934, -34.583, 1.596)","(491.243, 69.492, -44.09, 5.274)","(447.972, 74.042, -44.271, 4.852)","(405.009, 73.936, -39.67, -0.255)","(363.499, 72.215, -44.475, 0.382)","(321.744, 71.217, -39.623, -2.853)","(279.934, 68.273, -38.802, -0.564)","(239.795, 66.994, -42.038, 4.016)","(200.722, 68.116, -36.751, -5.726)","(161.506, 68.989, -40.903, 9.327)","(116.858, 83.821, -41.738, 21.817)","(88.125, 103.349, -20.363, 21.373)","(71.279, 126.54, -11.401, 25.066)","(63.926, 150.036, -4.537, 30.641)","(59.523, 174.454, -0.649, 24.129)"
79,"(460.603, 439.915, 27.924, -0.34)","(484.856, 445.111, 19.098, 5.547)","(507.226, 445.061, 24.176, -7.242)","(532.42, 445.916, 22.371, -2.51)","(554.563, 444.302, 27.586, 1.637)","(578.092, 447.078, 24.254, 3.286)","(600.481, 446.818, 28.095, -0.178)","(625.149, 449.213, 25.953, 3.615)","(648.727, 453.251, 23.448, 6.809)","(668.433, 455.899, 20.845, 6.21)","(685.843, 459.026, 16.078, 3.165)","(701.919, 460.834, 18.16, -0.797)","(717.384, 461.937, 13.337, 0.224)","(726.075, 463.359, 3.84, 6.509)","(732.477, 468.828, 7.961, 9.789)","(738.643, 476.43, 5.411, 3.085)","(744.146, 482.57, 6.716, 9.575)","(748.623, 488.868, 6.043, 7.218)","(754.124, 494.579, 6.261, 2.741)","(760.466, 498.088, 8.336, 2.499)","(766.829, 497.297, 8.917, 0.537)","(773.909, 496.001, 3.332, -2.958)","(780.152, 496.443, 6.636, -0.378)","(785.424, 499.857, 2.089, 1.839)","(790.356, 505.078, 3.69, 4.195)","(794.192, 509.201, 0.07, 4.812)","(794.391, 514.781, 0.769, 5.039)","(793.649, 524.05, -1.275, 12.115)"
80,"(398.38, 374.203, 21.502, -11.456)","(419.197, 362.297, 27.824, -19.732)","(449.271, 348.137, 24.684, -1.821)","(472.193, 342.486, 23.985, -6.834)","(493.184, 337.141, 21.1, -4.821)","(519.712, 332.939, 28.994, -4.428)","(544.9, 328.797, 23.33, -4.148)","(568.807, 324.55, 26.199, -1.193)","(591.742, 318.65, 23.057, -4.494)","(615.405, 310.762, 25.873, -10.143)","(641.621, 302.087, 22.553, -5.567)","(663.424, 297.367, 24.997, -6.079)","(686.486, 290.243, 20.353, -4.144)","(706.588, 284.581, 19.387, 0.584)","(725.135, 280.498, 15.772, -9.817)","(736.729, 274.077, 8.644, -7.0)","(743.54, 272.629, 7.94, -3.768)","(749.435, 268.863, 5.598, -6.239)","(759.116, 265.827, 8.633, -0.534)","(760.039, 263.269, -4.37, -5.206)","(762.243, 255.14, 3.701, -15.929)","(767.709, 251.156, 4.56, -12.718)","(773.541, 241.783, -0.183, -3.927)","(776.131, 238.778, 1.271, 4.66)","(776.476, 241.316, 2.311, -1.029)","(777.001, 233.629, 0.341, -10.014)","(779.286, 229.503, 4.934, -0.871)","(780.356, 230.697, 0.665, 0.978)"
