,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
71,"(413.507, 251.999, 41.099, -0.129)","(451.607, 244.794, 36.455, -8.704)","(481.695, 237.308, 24.61, -10.832)","(512.048, 234.957, 34.519, 3.822)","(543.536, 232.287, 24.454, -11.371)","(572.931, 231.021, 19.587, 3.754)","(598.815, 218.581, 18.525, -16.402)","(626.113, 204.27, 36.556, -13.347)","(650.207, 188.845, 21.178, -14.851)","(665.911, 180.312, 9.342, -6.351)","(685.725, 187.966, 14.348, 8.114)","(700.973, 189.713, 10.075, 0.323)","(717.24, 195.275, 26.423, 14.521)","(734.754, 201.337, 7.702, 0.701)","(756.196, 203.236, 15.599, 9.187)","(771.703, 201.941, 26.771, 12.669)","(792.38, 190.343, 6.191, -3.82)","(786.965, 164.761, -25.901, -26.89)","(783.236, 138.053, 17.846, -29.944)","(781.684, 104.577, -6.499, -35.776)","(745.165, 88.529, -53.752, 3.812)","(708.405, 103.928, -21.701, 27.267)","(692.614, 113.913, -21.415, 10.661)","(692.614, 113.913, -21.415, 10.661)","(692.614, 113.913, -21.415, 10.661)","(692.614, 113.913, -21.415, 10.661)","(692.614, 113.913, -21.415, 10.661)","(692.614, 113.913, -21.415, 10.661)","(692.614, 113.913, -21.415, 10.661)","(692.614, 113.913, -21.415, 10.661)","(692.277, 113.999, -20.255, 5.183)","(692.277, 113.999, -20.255, 5.183)","(692.277, 113.999, -20.255, 5.183)","(692.277, 113.999, -20.255, 5.183)","(692.277, 113.999, -20.255, 5.183)","(692.277, 113.999, -20.255, 5.183)","(692.277, 113.999, -20.255, 5.183)","(692.277, 113.999, -20.255, 5.183)","(667.867, 113.941, -30.111, -1.612)","(640.759, 113.836, -31.273, 19.436)","(628.801, 113.964, -41.067, 1.927)","(628.399, 113.972, -24.16, 0.499)"
72,"(486.421, 344.432, 15.636, 5.352)","(509.937, 339.691, 27.738, -5.563)","(531.514, 346.986, 18.717, 2.905)","(549.938, 351.004, 23.768, 1.288)","(573.234, 347.314, 33.376, -10.794)","(596.473, 339.737, 23.766, -5.442)","(616.312, 335.308, 32.014, -17.036)","(639.131, 326.947, 18.917, -2.11)","(660.784, 322.735, 15.706, -5.024)","(681.388, 320.348, 12.139, -0.966)","(692.919, 317.209, 10.697, -0.463)","(704.065, 310.853, 7.861, -6.117)","(718.294, 300.542, 17.133, -13.002)","(733.468, 290.786, 15.031, -9.393)","(748.798, 280.228, 14.196, -10.372)","(761.971, 271.489, 13.252, -11.447)","(770.543, 265.008, 16.409, -5.627)","(777.741, 259.25, 9.365, 0.033)","(784.791, 253.367, 10.304, -3.194)","(792.116, 248.168, 2.363, -5.036)","(791.995, 243.707, -1.905, -1.614)","(795.659, 236.89, -0.533, -7.934)","(794.031, 225.779, 1.64, -21.305)","(795.08, 212.377, 4.246, 9.789)","(793.512, 202.725, -9.652, -12.448)","(789.907, 191.036, -7.803, -25.907)","(792.701, 186.483, 13.811, -13.708)","(798.271, 175.363, 10.485, -20.71)","(804.34, 163.929, -1.769, 5.848)","(811.486, 141.115, 6.913, -31.203)","(804.32, 111.041, -11.652, -36.433)","(794.654, 88.617, -12.074, -17.147)","(775.514, 67.318, -22.088, -18.724)","(743.787, 59.999, -27.379, -3.517)","(716.549, 59.917, -26.711, -2.657)","(684.132, 57.749, -28.998, -2.592)","(649.759, 58.264, -36.507, 2.764)","(601.294, 63.012, -39.779, 15.053)","(557.086, 67.632, -54.654, 18.858)","(516.848, 70.781, -38.039, 13.8)","(476.722, 72.848, -34.241, -1.589)","(432.826, 75.698, -47.977, 7.052)"
73,"(672.831, 509.675, 20.847, 13.548)","(691.797, 518.344, 20.436, 4.21)","(712.236, 523.023, 25.39, 2.344)","(737.382, 525.121, 26.016, 1.603)","(762.726, 526.164, 24.813, 3.008)","(788.25, 539.111, 20.221, 21.218)","(807.923, 560.104, 14.052, 23.728)","(812.366, 578.683, -3.26, 21.788)","(810.452, 604.903, 0.643, 37.41)","(817.342, 640.554, 2.228, 29.321)","(815.366, 668.086, -3.274, 26.117)","(811.247, 678.931, -7.151, 5.955)","(808.803, 683.958, -1.807, -1.051)","(806.744, 681.639, -5.351, 4.611)","(802.798, 685.347, 3.3, -3.712)","(802.195, 684.619, 1.87, 0.031)","(808.477, 679.286, 4.161, -8.447)","(804.234, 683.581, -6.877, 9.736)","(803.873, 684.358, 6.14, -0.683)","(804.174, 681.145, -3.112, 7.002)","(793.059, 685.159, -12.421, 0.736)","(778.822, 683.59, -13.069, -1.319)","(757.738, 681.353, -27.084, -3.318)","(730.93, 679.248, -24.933, -2.754)","(703.27, 675.555, -27.529, -2.481)","(677.428, 670.6, -22.123, -7.163)","(653.259, 666.264, -26.44, -2.49)","(628.22, 662.387, -24.08, -4.683)","(600.303, 658.811, -25.293, -6.448)","(569.645, 655.989, -27.173, -3.097)","(539.616, 654.76, -32.349, -0.257)","(511.634, 653.785, -30.31, -1.716)","(484.662, 653.093, -26.12, 0.371)","(457.198, 652.901, -29.312, 1.127)","(430.181, 653.119, -24.055, 0.9)","(403.354, 653.018, -28.294, -0.102)","(376.316, 653.794, -25.083, -1.034)","(344.539, 654.88, -43.016, 8.19)","(304.816, 658.245, -53.208, -4.303)","(269.399, 659.372, -28.885, 5.117)","(229.963, 664.763, -38.351, 12.211)","(190.908, 663.511, -38.125, 2.195)"
74,"(668.668, 359.839, 32.72, -8.85)","(697.1, 346.35, 26.705, -13.165)","(720.141, 331.825, 19.805, -16.508)","(738.894, 314.874, 13.214, -16.169)","(753.279, 298.199, 10.385, -18.915)","(768.229, 282.625, 13.158, -11.663)","(774.685, 271.528, -2.04, -7.235)","(783.187, 259.182, 11.096, -14.672)","(792.733, 241.429, 23.568, -13.102)","(795.426, 221.781, 6.664, -35.991)","(808.027, 201.381, 28.928, -44.898)","(819.714, 184.737, 13.052, -8.834)","(821.595, 155.453, -0.945, -44.056)","(814.079, 118.546, -13.186, -39.349)","(809.583, 81.957, -9.504, -21.514)","(803.738, 66.119, -11.792, -10.151)","(793.692, 61.909, -7.908, 4.287)","(789.867, 59.328, -2.124, 4.714)","(787.752, 57.39, 6.085, 3.39)","(789.658, 61.77, 2.739, 5.749)","(771.498, 52.682, -18.098, -2.489)","(740.444, 52.791, -34.069, 1.381)","(706.642, 57.211, -30.545, 3.601)","(676.123, 57.944, -31.2, 1.06)","(644.146, 57.686, -25.779, -0.149)","(609.812, 54.715, -34.938, -1.265)","(580.855, 54.607, -22.9, -4.608)","(557.553, 56.619, -21.838, 7.728)","(523.565, 60.18, -36.853, -0.302)","(493.503, 60.313, -30.461, -3.99)","(464.266, 61.133, -30.686, -0.133)","(430.328, 62.498, -35.174, 2.884)","(391.369, 62.844, -33.531, 1.944)","(354.611, 63.267, -35.146, 1.891)","(317.215, 64.079, -30.292, 2.21)","(280.733, 63.47, -31.437, 1.568)","(245.567, 62.222, -33.648, -2.016)","(215.583, 64.453, -19.677, 10.207)","(179.137, 63.722, -23.109, -7.088)","(141.107, 72.116, -44.39, 35.116)","(109.302, 101.701, -41.058, 35.514)","(83.66, 139.726, -10.949, 35.513)"
75,"(230.118, 566.728, 21.555, 2.406)","(249.067, 565.461, 20.37, -4.973)","(269.349, 562.599, 17.668, -3.879)","(289.433, 559.677, 21.678, -4.845)","(309.694, 557.164, 18.044, -0.023)","(329.058, 555.241, 18.93, -0.069)","(348.477, 553.27, 25.183, -4.408)","(370.52, 550.754, 25.197, -0.019)","(392.222, 548.718, 22.375, -2.422)","(413.918, 547.231, 18.131, -4.473)","(435.601, 545.818, 21.732, -3.941)","(456.505, 544.997, 21.662, 1.867)","(478.503, 544.48, 25.109, -1.939)","(500.831, 544.114, 23.374, -2.436)","(523.384, 543.23, 25.439, 1.105)","(546.222, 542.49, 22.788, -0.803)","(569.424, 542.334, 21.494, -1.04)","(592.429, 540.996, 23.396, -2.204)","(615.749, 541.127, 20.326, 5.144)","(637.266, 543.929, 21.187, 0.236)","(657.832, 544.342, 21.097, -1.629)","(678.116, 545.297, 18.551, 4.369)","(695.826, 547.321, 18.75, -0.649)","(713.254, 547.881, 16.875, 0.12)","(728.611, 547.871, 17.355, -3.639)","(743.674, 548.066, 19.935, -3.953)","(763.763, 544.518, 22.92, -6.81)","(779.345, 553.532, 12.663, 20.469)","(788.276, 573.049, 3.513, 22.612)","(788.3, 596.941, -0.714, 25.291)","(792.224, 620.736, 10.255, 24.464)","(799.776, 644.229, 8.044, 23.574)","(795.525, 660.666, -8.532, 13.249)","(780.112, 675.259, -22.364, 10.243)","(751.859, 680.242, -26.169, -1.755)","(727.65, 679.979, -25.444, -3.798)","(701.596, 679.054, -24.543, -4.017)","(673.805, 678.039, -24.982, 2.037)","(636.782, 675.607, -29.145, 13.004)","(592.868, 672.995, -37.307, 4.041)","(550.397, 669.686, -54.975, 5.689)","(511.44, 667.817, -41.484, -9.662)"
76,"(525.928, 319.937, 22.501, -2.507)","(548.749, 307.372, 25.815, -8.161)","(564.238, 300.359, 15.056, -0.41)","(586.817, 291.734, 33.706, -14.881)","(620.727, 278.591, 43.335, -13.35)","(652.104, 266.916, 29.151, -10.913)","(678.826, 258.174, 23.684, -11.361)","(704.099, 241.131, 24.075, -20.687)","(726.828, 227.704, 19.042, -6.105)","(748.227, 220.292, 21.774, -4.237)","(778.905, 212.938, 27.817, -21.61)","(792.817, 185.398, 11.412, -15.193)","(797.42, 169.823, 7.003, -4.071)","(813.643, 152.482, 14.579, -16.926)","(819.873, 127.613, 7.581, -15.414)","(816.891, 96.213, 9.803, -34.873)","(824.765, 76.081, 11.159, -13.11)","(832.469, 69.66, 2.977, -1.499)","(834.183, 67.93, -4.029, -5.277)","(833.635, 65.504, -0.823, -3.311)","(835.285, 62.945, 0.515, -1.015)","(834.251, 63.429, -3.682, 4.725)","(831.538, 65.402, -7.096, 7.25)","(827.762, 66.134, -4.195, 5.578)","(823.282, 67.218, -7.519, 0.485)","(817.271, 69.068, -5.69, 4.162)","(808.843, 70.617, -9.249, -1.726)","(802.719, 69.889, -12.904, -3.29)","(786.798, 65.34, -14.795, -4.927)","(766.295, 63.684, -25.036, 2.859)","(742.045, 66.972, -25.431, 4.559)","(717.309, 69.485, -28.508, 2.427)","(688.115, 69.875, -33.466, -1.044)","(656.385, 71.641, -32.48, 5.035)","(624.672, 75.35, -32.221, 3.064)","(593.051, 79.516, -31.56, 2.781)","(560.468, 81.601, -36.993, 2.404)","(522.623, 81.952, -39.852, 0.753)","(478.281, 83.064, -44.945, 8.636)","(433.825, 83.007, -40.013, -16.409)","(389.241, 84.119, -46.134, 12.972)","(346.591, 81.728, -37.652, -14.579)"
77,"(519.909, 436.041, 11.758, 6.117)","(540.995, 446.463, 24.339, 8.763)","(570.106, 454.934, 33.592, 7.341)","(595.542, 460.095, 21.739, 6.048)","(615.33, 461.109, 22.72, -4.269)","(634.545, 457.375, 22.353, -2.963)","(655.869, 459.252, 20.124, 2.473)","(674.737, 460.58, 18.212, -1.431)","(692.681, 460.671, 21.79, -1.052)","(709.7, 462.681, 15.728, 0.639)","(723.889, 464.475, 15.636, 2.788)","(740.096, 466.603, 15.44, 1.944)","(749.315, 467.013, 9.022, 5.768)","(760.859, 471.344, 10.479, 7.743)","(769.782, 475.136, 4.091, 6.966)","(775.249, 479.223, 4.577, 0.746)","(778.407, 485.598, 0.586, 6.217)","(780.367, 494.832, 4.028, 9.09)","(783.588, 504.427, 7.367, 9.862)","(789.348, 514.792, 9.004, 12.432)","(794.787, 522.532, 4.107, 7.847)","(798.177, 530.859, 1.695, 6.579)","(804.698, 544.845, 2.863, 20.067)","(809.33, 562.824, 0.058, 15.016)","(807.401, 578.672, -9.215, 20.411)","(801.009, 603.18, -4.592, 29.354)","(801.647, 629.727, 5.125, 25.682)","(800.595, 654.983, -8.474, 21.266)","(781.272, 665.295, -22.956, 9.801)","(753.071, 672.585, -28.61, 4.374)","(722.968, 671.733, -31.213, 0.268)","(693.251, 669.796, -26.667, -1.426)","(667.316, 665.892, -24.484, -2.526)","(641.002, 662.338, -25.47, -6.612)","(611.9, 659.873, -26.187, 0.714)","(582.138, 657.582, -25.6, -2.612)","(553.716, 655.919, -31.053, -3.111)","(524.683, 654.871, -31.589, -2.715)","(495.652, 654.111, -37.798, 9.778)","(453.345, 653.201, -28.064, 14.491)","(414.08, 654.505, -56.457, 4.096)","(372.976, 657.811, -50.993, -12.383)"
78,"(598.012, 481.733, 33.537, 14.068)","(634.344, 487.282, 34.752, 6.143)","(669.561, 491.796, 35.54, 0.76)","(703.047, 494.755, 33.84, 2.773)","(733.412, 496.775, 27.083, 3.258)","(760.616, 497.302, 24.718, 2.529)","(785.48, 504.354, 22.786, 14.345)","(804.211, 509.781, 9.949, -0.015)","(811.879, 519.218, 6.397, 11.795)","(816.715, 528.202, 1.201, 5.312)","(817.342, 533.238, 4.835, 2.569)","(822.869, 535.339, -4.759, 5.57)","(819.854, 537.83, 3.729, 5.503)","(820.877, 532.835, -2.584, -1.468)","(820.329, 530.418, 0.196, -4.091)","(819.617, 531.565, 2.088, 5.663)","(816.252, 535.19, -8.83, 3.656)","(809.765, 539.466, -9.147, 3.738)","(811.71, 553.716, 1.91, 13.493)","(811.975, 568.453, -1.945, 12.019)","(804.68, 588.873, -11.719, 28.816)","(801.42, 618.826, 3.3, 33.125)","(802.598, 646.026, -4.896, 22.593)","(794.154, 659.566, -11.479, 10.534)","(780.051, 670.232, -19.142, 10.597)","(755.495, 678.858, -33.803, 2.278)","(724.943, 677.284, -30.745, -0.555)","(695.464, 673.258, -30.26, -2.141)","(665.865, 672.727, -32.62, 4.07)","(637.048, 674.163, -25.803, 4.524)","(611.26, 675.752, -22.974, -1.065)","(586.615, 675.936, -22.684, 2.576)","(560.981, 675.898, -26.973, 1.245)","(535.602, 675.808, -23.226, 2.046)","(510.332, 676.863, -27.476, 2.223)","(484.044, 676.898, -26.049, 1.158)","(456.67, 678.029, -27.814, 1.14)","(430.623, 679.077, -24.3, -0.57)","(404.938, 679.667, -24.456, -1.551)","(372.329, 679.705, -43.668, -0.331)","(328.934, 678.91, -43.502, -0.16)","(285.918, 678.26, -48.228, -13.589)"
79,"(370.706, 343.143, 29.18, 3.888)","(389.482, 345.005, 12.438, -2.284)","(406.417, 346.695, 9.272, 6.711)","(427.258, 344.91, 19.99, -6.955)","(448.53, 343.074, 25.043, 2.987)","(471.504, 339.809, 23.719, -0.633)","(492.356, 337.315, 17.975, -0.635)","(512.138, 335.417, 17.088, -2.548)","(531.277, 332.357, 20.442, -0.874)","(550.145, 327.602, 22.354, -7.556)","(570.06, 322.144, 18.639, -7.809)","(588.737, 316.882, 16.511, -8.122)","(606.286, 311.472, 18.322, -3.92)","(622.972, 306.669, 18.934, -6.098)","(638.572, 302.836, 12.094, -3.894)","(650.864, 292.726, 8.487, -9.039)","(665.435, 289.087, 13.918, -4.031)","(677.811, 284.46, 12.826, -9.081)","(688.451, 277.225, 13.039, -6.624)","(701.607, 272.067, 14.95, -2.506)","(711.97, 264.599, 11.874, -11.44)","(718.757, 252.615, 2.73, -8.98)","(721.251, 242.388, 0.04, -5.258)","(724.634, 235.588, 3.527, -5.898)","(727.938, 231.818, 5.45, 0.463)","(733.45, 231.446, 5.424, 0.956)","(737.528, 231.352, 4.313, 3.262)","(748.614, 230.942, 15.05, -6.321)","(760.099, 237.5, 15.853, 7.844)","(768.468, 234.5, 7.181, -1.608)","(776.122, 228.606, 6.417, -3.99)","(781.462, 218.677, 5.642, -16.754)","(779.332, 193.318, -4.391, -21.042)","(782.781, 167.412, 2.957, -36.366)","(787.792, 145.533, 6.693, -26.139)","(794.199, 112.714, 1.387, -33.387)","(791.505, 86.733, -4.314, -25.098)","(784.035, 65.138, -14.147, -9.126)","(763.368, 61.404, -27.933, -3.481)","(736.65, 60.349, -47.491, -3.373)","(697.992, 62.078, -29.302, 6.177)","(660.994, 63.961, -29.108, -14.049)"
80,"(587.253, 378.41, 17.107, -16.205)","(610.84, 364.188, 27.655, -7.418)","(636.682, 351.679, 20.813, -16.167)","(662.91, 340.625, 24.492, -15.493)","(685.848, 327.92, 18.803, -5.776)","(706.104, 320.919, 21.337, -2.093)","(723.35, 316.098, 15.578, -2.106)","(741.11, 314.089, 19.033, 0.079)","(756.913, 313.756, 14.907, -3.905)","(769.855, 309.659, 9.528, -5.931)","(781.087, 306.394, 11.748, -6.098)","(791.761, 300.199, 11.187, -3.112)","(799.098, 295.514, 5.634, -9.567)","(806.633, 289.093, 8.606, -6.343)","(811.106, 282.498, -2.044, -6.432)","(815.653, 274.212, 6.004, -9.548)","(818.497, 266.075, 4.385, -5.185)","(821.046, 258.04, 1.143, -5.43)","(823.74, 251.485, 4.151, -10.031)","(827.817, 244.45, 1.584, -5.199)","(829.9, 236.603, 2.986, -5.175)","(830.439, 229.65, 0.488, -8.037)","(829.875, 222.88, 1.273, 0.548)","(827.776, 219.941, 3.592, -4.712)","(828.065, 216.388, 1.456, -5.663)","(828.567, 213.509, 4.721, -6.927)","(827.457, 209.991, -11.244, 10.572)","(826.199, 205.913, -2.642, -1.081)","(826.16, 208.611, -0.283, 8.02)","(827.477, 216.101, -3.023, 8.887)","(824.776, 214.342, 0.264, -5.08)","(819.065, 208.23, -7.749, -8.639)","(815.828, 205.665, -7.274, -4.741)","(811.251, 198.348, -6.295, -2.972)","(813.503, 179.651, -1.053, -25.209)","(809.76, 158.39, -3.271, -23.997)","(807.622, 132.912, 5.755, -10.455)","(805.308, 109.474, -1.534, -36.553)","(807.522, 81.949, -0.817, -17.586)","(802.872, 69.762, -7.203, -14.585)","(784.24, 63.606, -15.57, 4.462)","(754.225, 61.362, -39.622, 6.027)"
