,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
13,"(470.929, 328.911, -25.214, 0.635)","(506.921, 315.168, 54.09, -17.908)","(541.888, 307.885, 78.362, -24.701)","(575.399, 302.583, 89.384, -57.488)","(602.651, 289.514, -14.472, -3.789)","(646.367, 274.613, 76.224, -9.401)","(676.82, 258.975, 66.492, -16.861)","(709.728, 242.793, 43.749, -3.393)","(745.381, 233.574, 19.517, 29.89)","(766.745, 218.723, 60.351, -58.768)","(780.923, 182.965, 55.459, -3.656)","(789.428, 153.6, -12.752, -99.831)","(793.177, 116.831, -18.545, -0.075)","(786.361, 89.908, -14.973, -53.599)","(745.267, 69.274, -55.911, -44.069)","(694.555, 64.9, -38.381, -4.152)","(649.378, 70.088, -41.471, -22.759)","(602.618, 66.676, -1.912, -30.72)","(557.603, 71.816, -74.136, 35.761)","(518.561, 75.834, 8.554, 38.463)","(476.952, 78.113, -63.439, -7.518)","(434.117, 79.028, -38.937, -22.683)","(393.12, 79.618, -15.188, -21.99)","(351.09, 78.277, -80.173, 46.819)","(311.241, 82.556, -85.275, 4.092)","(271.356, 79.634, 4.723, 16.581)","(229.82, 77.551, -92.332, -31.298)","(187.884, 72.38, -15.568, 3.378)","(143.261, 70.129, 23.838, 35.03)","(106.657, 98.077, -53.656, 83.376)","(79.796, 119.289, -70.492, -2.594)","(70.054, 159.119, -0.767, -5.45)","(64.776, 198.569, -17.987, 58.693)","(64.261, 240.305, -5.575, 72.062)","(64.596, 281.651, -17.557, -14.262)","(61.593, 318.097, 25.32, 57.844)","(57.871, 345.157, -35.161, 7.042)","(28.868, 363.016, -100.259, -19.272)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
14,"(774.977, 567.511, 89.294, -29.286)","(783.96, 620.049, -36.48, 62.807)","(776.657, 656.14, -23.063, 68.242)","(736.367, 662.687, -87.704, 11.364)","(679.9, 666.114, -102.188, 43.096)","(625.799, 661.141, -56.454, -55.751)","(579.561, 662.367, -55.521, -34.06)","(532.454, 658.37, -9.453, 2.593)","(486.734, 657.315, -86.551, -36.625)","(442.615, 658.543, 1.676, -23.426)","(393.637, 655.671, -20.99, 23.261)","(346.99, 659.666, -65.652, -30.106)","(308.926, 659.601, -55.911, -35.182)","(268.281, 668.674, -50.3, -35.02)","(224.88, 667.106, -17.11, -53.195)","(175.914, 666.692, -10.798, 8.54)","(138.242, 648.144, 12.59, -98.141)","(120.578, 599.624, 26.996, -62.472)","(105.96, 558.046, -62.247, -44.312)","(91.599, 512.401, -59.207, -59.658)","(83.691, 468.212, 10.18, -82.896)","(70.723, 428.363, 24.968, -75.971)","(60.814, 388.047, -21.214, -35.487)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
15,"(426.175, 297.984, 60.326, -7.391)","(461.682, 290.873, 50.821, -46.302)","(497.787, 286.536, 1.518, -37.588)","(529.87, 279.166, -3.835, -49.258)","(561.625, 271.615, -31.396, 10.52)","(597.57, 263.408, 71.811, -47.118)","(626.314, 261.435, 25.306, -11.242)","(665.107, 261.246, 10.61, -9.172)","(704.3, 256.668, 76.043, -44.337)","(733.494, 241.398, 75.851, -23.63)","(759.992, 225.028, -20.936, 32.312)","(779.333, 214.192, 11.093, -36.416)","(793.637, 181.726, 37.85, 1.027)","(791.83, 130.345, -23.173, 21.059)","(775.024, 92.123, -56.969, -47.652)","(729.323, 74.257, 0.694, 35.21)","(680.362, 61.599, -98.851, -51.104)","(642.751, 64.127, -7.615, 42.655)","(602.353, 65.876, -83.509, 35.846)","(555.986, 64.647, -53.512, 41.415)","(516.451, 66.627, -39.264, -3.061)","(476.212, 58.228, -56.046, -13.853)","(433.087, 60.9, 11.895, 14.933)","(385.582, 59.051, -58.757, 9.257)","(350.471, 61.864, -68.118, 31.592)","(309.941, 60.264, 8.69, -9.849)","(267.653, 64.481, 1.026, 4.985)","(221.646, 72.029, -28.32, -30.973)","(183.742, 73.559, -43.087, 52.918)","(139.698, 78.263, -71.383, 13.026)","(117.201, 128.178, -42.286, -7.755)","(117.321, 176.049, 35.104, 47.792)","(118.754, 215.352, -6.336, 11.719)","(114.929, 251.763, -8.317, -14.725)","(108.236, 292.307, 15.685, 80.0)","(101.982, 328.241, -20.711, -21.344)","(94.623, 361.097, -64.082, -25.539)","(72.57, 369.06, -46.57, -48.232)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
16,"(258.621, 496.049, -6.22, 9.191)","(297.484, 494.8, 32.87, 27.809)","(338.054, 493.335, 44.29, -47.745)","(374.775, 498.692, 77.717, -10.006)","(417.357, 497.058, 57.981, -52.404)","(452.738, 497.82, 87.558, -44.54)","(485.755, 496.879, -1.223, 55.385)","(514.036, 502.063, 22.369, -48.303)","(543.645, 508.626, -6.182, 24.502)","(584.111, 511.608, 79.151, 44.276)","(612.967, 511.656, -23.556, 34.796)","(646.16, 515.2, 22.379, 49.754)","(676.948, 514.583, 56.246, 32.681)","(709.215, 524.411, 68.382, 19.545)","(733.539, 534.751, 27.324, -16.385)","(767.42, 544.383, 78.104, -3.38)","(773.748, 580.525, 24.994, 17.309)","(775.509, 618.123, -8.147, 76.704)","(790.338, 648.967, 63.149, -18.005)","(753.148, 653.976, -56.573, 2.736)","(722.197, 644.187, 18.149, 0.968)","(697.599, 643.127, -27.49, 8.689)","(673.088, 642.172, -21.206, 38.345)","(654.66, 646.523, 1.588, -31.928)","(624.63, 652.556, -86.466, -47.942)","(585.38, 662.596, -38.673, 21.981)","(539.694, 670.16, -100.316, -34.264)","(497.182, 671.803, -61.793, 14.634)","(446.141, 668.219, -80.866, -39.905)","(399.311, 667.449, -37.91, 36.887)","(358.204, 668.384, -7.393, 37.971)","(320.143, 667.636, -66.426, -18.637)","(286.065, 671.557, -30.335, 50.88)","(255.271, 668.612, -3.696, 13.387)","(218.901, 669.979, -82.953, 8.438)","(184.841, 667.529, -9.321, 31.958)","(145.448, 662.829, 32.494, -31.411)","(130.231, 620.285, -57.871, -81.016)","(120.153, 579.353, -13.664, -21.199)","(108.709, 542.613, -18.981, 16.394)","(98.337, 507.252, 0.824, -37.13)","(87.729, 480.164, -35.971, -14.354)","(79.86, 449.499, 46.163, -41.897)","(82.148, 425.112, -23.949, -72.907)","(77.19, 399.01, 6.968, 6.455)","(44.671, 387.518, -90.454, -3.625)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
17,"(596.127, 482.041, 41.286, -50.609)","(634.081, 492.574, 63.284, -12.027)","(666.516, 496.61, -11.256, -20.115)","(688.271, 503.535, 24.02, -53.322)","(722.877, 500.391, 26.449, -27.627)","(740.989, 503.541, 43.925, -8.544)","(769.996, 518.292, 35.612, 49.775)","(784.534, 545.385, -17.736, 21.215)","(803.877, 581.42, 4.834, 54.022)","(808.461, 621.035, 42.127, 25.621)","(802.849, 656.151, 0.426, -13.002)","(782.692, 664.781, -34.551, -4.702)","(738.734, 661.998, -42.444, -22.406)","(683.668, 643.494, -2.803, -48.925)","(639.15, 641.702, -65.634, -9.128)","(602.275, 636.521, 5.837, 14.264)","(558.596, 637.232, -6.22, 54.388)","(516.088, 636.179, -93.513, -34.584)","(477.442, 638.467, -29.55, -31.414)","(441.038, 636.819, -66.715, -39.819)","(397.497, 638.104, -9.616, -2.465)","(347.213, 642.629, -46.72, -25.158)","(304.45, 652.771, -26.674, -29.66)","(268.024, 662.001, -50.631, -19.399)","(226.455, 663.272, -80.783, -19.086)","(191.146, 661.779, 15.915, -1.906)","(149.544, 663.265, -16.386, -32.178)","(122.754, 632.03, -6.204, -13.1)","(100.228, 595.134, 27.925, -59.581)","(87.694, 553.159, -63.866, -30.106)","(89.008, 515.665, -4.62, 14.336)","(82.899, 477.259, -9.974, 18.458)","(73.789, 445.496, 5.195, -70.132)","(72.684, 422.754, 22.998, -15.069)","(71.701, 402.578, 44.638, -9.565)","(60.656, 386.129, -45.133, 13.165)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
18,"(397.447, 461.441, -7.755, -32.11)","(425.898, 465.83, 0.029, 47.017)","(459.361, 465.211, 85.873, 52.5)","(497.349, 465.294, 59.474, -35.21)","(536.514, 468.148, 42.106, -1.985)","(578.226, 462.187, 67.971, -32.218)","(605.301, 467.651, 47.258, -16.051)","(631.875, 479.379, 85.938, 49.256)","(671.104, 491.165, -0.539, 38.3)","(710.823, 509.355, 15.17, -37.708)","(737.999, 515.948, -15.008, -35.17)","(764.876, 527.766, -7.677, 32.869)","(782.905, 552.062, 56.803, -33.231)","(798.425, 588.998, -19.716, 22.093)","(808.926, 627.19, 24.473, 73.254)","(807.343, 663.201, 7.531, 62.375)","(785.888, 674.113, -9.515, 17.158)","(745.975, 685.181, -72.327, -29.207)","(698.498, 685.327, -53.922, 23.788)","(657.595, 688.277, -2.854, 32.209)","(614.084, 681.492, -49.235, -7.862)","(566.589, 684.457, 1.045, 40.53)","(518.302, 682.571, -71.309, -9.806)","(479.971, 682.321, -9.818, 34.554)","(438.475, 685.266, 11.655, -15.652)","(395.691, 680.461, -71.996, 2.403)","(351.111, 679.26, -78.59, 49.759)","(316.656, 677.709, -4.124, -28.735)","(288.544, 678.262, 7.987, -17.862)","(247.272, 673.026, -6.702, -51.077)","(213.116, 672.948, -39.029, -33.0)","(178.476, 675.538, 13.922, 43.039)","(138.596, 661.67, 20.822, -73.396)","(110.685, 625.566, -11.21, -24.079)","(84.617, 581.568, -47.481, 3.473)","(63.912, 541.401, -60.281, -84.924)","(55.275, 507.459, -63.81, -47.132)","(46.723, 474.689, -59.417, -11.97)","(46.195, 447.012, -31.216, 23.638)","(47.57, 432.797, 11.898, 22.621)","(60.616, 397.844, -51.387, -30.483)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
19,"(312.396, 571.524, 44.726, 35.896)","(345.936, 559.247, 41.158, 7.199)","(376.67, 554.214, 74.286, 3.908)","(408.254, 554.054, -9.085, 56.532)","(436.824, 552.191, 58.097, 50.215)","(480.475, 552.43, 45.201, 35.068)","(511.646, 559.84, 14.081, 10.768)","(549.866, 555.804, 35.672, 7.685)","(582.844, 549.071, 44.327, -6.865)","(617.534, 549.331, 8.271, 50.283)","(660.942, 542.96, 86.669, 23.536)","(699.031, 551.751, 12.056, -22.402)","(728.524, 562.02, 12.502, 9.262)","(748.014, 563.152, -8.99, -4.751)","(770.561, 560.403, -50.619, 105.666)","(757.076, 603.531, 26.32, 85.398)","(759.606, 625.132, 29.269, 14.443)","(776.31, 657.923, 53.233, 24.024)","(731.72, 661.398, -9.041, 5.8)","(691.578, 655.788, -19.681, -30.832)","(648.065, 662.647, -76.379, 23.122)","(604.257, 652.13, -67.683, 43.557)","(565.329, 649.429, -64.185, -41.268)","(535.508, 646.544, -8.284, -57.679)","(502.751, 638.336, -12.81, -30.982)","(473.34, 637.951, -7.171, 26.18)","(440.311, 636.081, -1.942, -49.037)","(410.665, 639.402, 7.594, -4.307)","(377.834, 641.224, -17.352, 49.581)","(344.405, 641.859, -69.805, 39.782)","(308.089, 638.771, -11.273, 29.126)","(269.966, 639.132, -45.694, -37.448)","(240.57, 651.09, 2.283, 8.812)","(202.543, 660.514, -21.358, -15.986)","(172.414, 661.029, 12.627, -29.568)","(138.393, 649.818, 17.825, -29.166)","(122.102, 611.464, -55.913, -59.581)","(113.187, 572.372, -57.334, -30.07)","(100.99, 536.795, -35.709, -55.476)","(93.563, 494.094, 0.454, -3.138)","(90.631, 458.255, 15.879, -36.12)","(88.591, 426.434, 52.268, 13.932)","(90.324, 401.941, 44.815, -28.919)","(80.63, 384.762, -24.747, -27.379)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
20,"(515.728, 420.951, 63.586, -1.385)","(547.551, 404.709, -21.176, 17.66)","(583.765, 399.104, -24.017, 40.548)","(612.1, 387.976, 11.758, -59.71)","(641.567, 380.341, -8.543, -66.233)","(664.529, 363.267, -9.434, -1.034)","(697.842, 354.36, 49.042, -37.29)","(721.459, 337.319, -19.005, 0.477)","(741.567, 316.233, -25.3, -36.412)","(765.843, 303.978, 33.619, -4.101)","(778.587, 290.284, -36.798, -60.865)","(793.244, 270.711, 48.363, 41.56)","(804.228, 267.618, 42.964, -58.298)","(820.035, 257.834, 37.126, -59.258)","(826.06, 236.045, -4.257, -41.148)","(825.403, 227.433, 29.211, -32.188)","(822.438, 214.429, -43.036, 50.229)","(821.187, 207.58, 16.428, 46.648)","(810.807, 202.133, 39.689, 3.82)","(819.172, 188.021, 8.913, -38.505)","(812.219, 174.761, 16.639, -31.312)","(806.119, 133.12, 36.345, -93.312)","(788.575, 97.21, 5.999, -30.104)","(742.025, 90.338, -47.571, -24.566)","(711.722, 80.2, -72.326, -22.78)","(680.797, 80.303, -49.281, 13.303)","(648.616, 73.918, -65.714, -45.587)","(608.545, 71.89, -47.997, 28.544)","(559.997, 69.298, -77.797, 45.981)","(514.402, 80.616, -26.856, -13.28)","(482.356, 83.618, 8.925, 55.675)","(439.883, 88.109, -28.452, 50.6)","(407.046, 89.005, -20.911, 21.004)","(366.809, 88.613, -77.817, 38.41)","(324.019, 91.358, -62.19, 48.771)","(286.271, 90.631, -73.396, 17.985)","(254.26, 94.149, -55.088, -26.102)","(222.848, 92.15, 15.288, -26.072)","(189.732, 95.165, -34.853, 51.125)","(157.59, 85.727, -36.071, 19.865)","(125.8, 100.253, -1.873, 50.811)","(110.654, 140.887, 32.493, 58.228)","(97.48, 179.443, -2.881, 30.075)","(87.226, 218.254, -66.189, 40.57)","(71.857, 249.015, -10.681, 15.54)","(68.349, 282.336, -23.695, -10.14)","(64.887, 317.371, -52.063, 5.74)","(59.357, 354.289, 23.347, -7.39)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
21,"(411.953, 352.47, 4.988, 11.737)","(451.856, 335.922, 93.498, -65.97)","(490.59, 325.898, 43.396, -4.996)","(525.107, 323.934, -20.1, 15.707)","(556.157, 318.149, -19.343, 5.934)","(581.84, 307.018, 15.708, -21.295)","(609.648, 297.101, 7.807, -22.906)","(635.194, 280.555, 63.398, 17.291)","(664.292, 271.305, 44.994, -35.56)","(697.412, 263.56, 79.978, -43.443)","(723.603, 247.141, 30.72, -49.857)","(746.375, 237.354, 19.509, -18.205)","(768.513, 223.28, 76.057, 31.015)","(791.672, 198.011, -0.773, -47.538)","(797.256, 178.167, -68.855, 4.025)","(804.788, 140.897, 5.84, -90.791)","(810.112, 96.492, 40.684, -39.431)","(780.396, 75.466, -69.697, -48.789)","(746.775, 64.226, -78.324, 47.936)","(700.307, 78.947, -77.397, -5.151)","(652.967, 81.02, -1.128, 49.778)","(600.178, 84.287, -77.941, -60.653)","(558.793, 81.467, -81.468, -32.138)","(523.896, 85.11, -0.902, 47.009)","(488.791, 89.03, -66.22, 27.137)","(450.041, 95.198, 0.155, -25.926)","(406.17, 93.462, -67.277, -5.858)","(356.284, 94.869, -3.809, -38.173)","(311.357, 97.207, -11.509, -22.324)","(268.319, 93.727, -55.357, -45.608)","(229.452, 85.711, -74.312, -44.329)","(191.315, 85.195, -88.951, 26.691)","(149.354, 72.863, -1.846, -21.854)","(119.063, 101.779, -85.052, 75.28)","(94.025, 139.134, -44.371, 18.625)","(81.019, 177.306, 32.154, 95.848)","(69.532, 222.884, -49.129, 47.245)","(64.674, 264.27, -48.76, 10.106)","(58.648, 305.096, -4.071, 22.219)","(63.347, 338.338, 52.021, 68.695)","(33.067, 367.688, -93.55, 24.802)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
22,"(307.729, 166.225, 64.785, -35.448)","(336.375, 166.791, 61.783, -72.003)","(362.99, 166.92, 72.506, 42.08)","(382.105, 166.38, 84.233, -0.654)","(404.742, 166.359, 20.742, 14.203)","(421.292, 166.477, 13.349, 25.795)","(440.347, 166.462, 0.173, 18.702)","(463.871, 166.638, 41.014, -9.817)","(481.496, 166.81, -11.272, -37.136)","(503.579, 171.707, -6.146, 3.934)","(522.019, 170.693, 30.858, 56.099)","(544.705, 175.913, 63.462, -42.631)","(559.655, 186.722, 4.011, 50.842)","(571.307, 191.161, 57.797, 30.8)","(586.897, 197.456, 67.407, -25.551)","(611.693, 210.454, 34.754, -43.301)","(650.53, 217.517, 55.067, -57.384)","(674.35, 215.959, -45.849, 53.757)","(695.172, 219.686, 1.742, 35.289)","(712.611, 215.561, 55.452, -21.75)","(729.405, 212.967, 14.278, 45.931)","(742.279, 206.057, -11.254, 9.373)","(754.847, 211.037, 21.846, -43.323)","(755.57, 216.393, -33.412, 0.267)","(778.394, 213.129, 50.597, -23.853)","(786.213, 190.908, -24.79, -55.39)","(805.575, 150.792, 36.513, -59.608)","(807.223, 117.908, 32.179, -81.438)","(790.697, 92.579, -66.532, 32.63)","(751.755, 66.177, -80.338, 5.401)","(711.258, 62.149, -36.51, 1.15)","(671.842, 63.282, -87.903, -19.79)","(632.393, 62.637, -65.036, 30.708)","(598.36, 68.969, -23.3, -16.363)","(567.462, 73.387, -28.763, -16.905)","(525.787, 70.122, 17.397, -51.566)","(487.881, 73.822, -80.673, -52.441)","(452.818, 80.785, -33.088, 35.892)","(410.31, 80.094, -63.149, 1.896)","(370.591, 78.727, -10.678, 34.962)","(333.911, 80.568, -40.461, 29.495)","(292.928, 69.016, -91.72, 0.811)","(255.92, 71.089, -9.179, -49.64)","(218.259, 75.161, -18.502, 38.502)","(181.891, 69.264, -27.212, -28.03)","(142.971, 73.935, 16.432, -5.42)","(105.345, 113.16, -51.126, 79.898)","(89.829, 152.853, -6.828, 49.809)","(77.23, 197.42, -52.425, 34.827)","(70.436, 235.475, 31.446, 46.958)","(63.653, 271.436, -17.491, 6.433)","(62.096, 301.471, -3.634, -27.15)","(62.675, 329.559, -12.233, 74.831)","(60.82, 352.617, -27.047, -6.212)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
23,"(374.648, 534.552, 94.922, 13.881)","(417.779, 536.274, 59.056, 8.555)","(453.362, 535.202, 4.409, 36.364)","(491.119, 536.862, 91.548, 28.25)","(528.86, 524.492, 18.099, -44.699)","(569.138, 519.737, -4.158, -18.279)","(611.651, 521.245, 30.163, -35.356)","(657.614, 529.39, 29.171, 4.428)","(695.063, 532.268, -17.04, -39.404)","(736.503, 536.927, -12.873, -35.82)","(763.015, 539.662, 53.878, 45.868)","(777.074, 560.429, -3.387, 48.987)","(793.224, 601.734, -21.025, 54.026)","(789.714, 634.339, 8.589, -8.308)","(774.44, 654.652, -51.557, 34.77)","(724.973, 657.159, -64.901, -50.057)","(681.95, 658.562, 5.405, 25.623)","(629.538, 662.186, -75.489, -39.045)","(586.438, 652.423, -79.503, -38.691)","(541.812, 638.39, -88.208, -3.212)","(504.124, 636.036, -72.868, -11.312)","(474.343, 636.941, -57.468, 13.192)","(437.762, 636.638, -94.787, 13.105)","(402.233, 636.59, -66.695, 20.353)","(367.446, 636.064, -51.106, -48.237)","(322.978, 637.154, -58.778, 49.932)","(284.805, 637.004, 3.849, -16.398)","(252.981, 640.889, -22.122, -31.3)","(231.487, 640.605, -29.891, -15.648)","(210.303, 655.096, -59.057, -36.226)","(182.604, 651.084, 14.292, 4.88)","(146.516, 656.188, -29.956, 3.266)","(131.606, 613.899, 41.336, -64.044)","(126.891, 564.666, -40.722, -27.879)","(116.169, 523.785, -3.244, -23.382)","(107.284, 484.719, 6.273, -7.629)","(101.916, 446.819, 30.389, -6.304)","(99.685, 423.808, -18.974, -9.656)","(91.261, 398.511, -52.423, -38.212)","(77.345, 389.026, -60.624, -12.776)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
24,"(529.566, 264.171, 25.186, -25.593)","(564.995, 255.473, 2.447, 21.343)","(614.141, 243.286, 73.496, -27.595)","(651.328, 236.659, 22.888, 52.287)","(687.65, 226.369, 70.601, 25.05)","(715.074, 211.662, 30.426, -20.257)","(740.458, 200.461, -13.586, 24.092)","(760.403, 188.024, 40.208, -15.421)","(773.152, 160.724, 25.985, -45.833)","(759.123, 120.12, -4.24, -58.712)","(762.703, 91.967, -22.558, -42.665)","(770.591, 79.033, -88.887, 15.125)","(705.575, 87.944, -27.766, -4.892)","(661.016, 97.711, -57.895, 9.094)","(618.738, 108.981, 2.022, 54.922)","(584.076, 113.034, -31.408, -28.55)","(558.59, 111.615, -20.207, 25.835)","(511.205, 102.273, -73.831, -33.417)","(466.003, 99.267, -76.393, -23.466)","(425.436, 100.745, -89.922, 34.654)","(385.489, 100.676, -34.61, 11.586)","(338.707, 101.178, -77.485, 33.75)","(294.422, 102.857, -51.764, 24.025)","(257.437, 96.755, -2.493, 37.762)","(218.536, 93.516, -57.279, -31.279)","(181.311, 98.236, -50.124, 3.98)","(150.439, 85.885, 5.048, 12.481)","(127.629, 124.571, -14.788, 96.149)","(118.433, 167.466, -56.62, 81.482)","(117.026, 208.03, -41.586, 6.337)","(119.095, 254.692, 45.992, 10.776)","(112.101, 299.454, 17.705, 68.793)","(103.486, 338.304, 11.033, 63.24)","(91.607, 366.599, -32.77, -23.894)","(69.737, 378.97, 7.443, -20.746)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
