,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
30,"(695.224, 207.628, 48.846, -8.803)","(740.28, 199.714, 46.894, -10.304)","(774.499, 181.23, 1.89, -61.078)","(785.211, 120.813, 5.848, -53.662)","(763.786, 89.141, -37.524, -16.516)","(713.762, 80.444, -38.658, 9.326)","(663.035, 81.684, -52.689, 17.41)","(612.036, 82.312, -54.599, 12.293)","(563.72, 83.757, -43.616, -9.27)","(514.042, 76.303, -33.581, 7.92)","(465.228, 76.714, -48.362, -1.477)","(417.084, 77.776, -34.654, -9.725)","(368.62, 79.59, -57.744, -14.777)","(321.331, 80.039, -35.198, 12.162)","(275.562, 79.521, -45.915, 9.816)","(230.494, 79.353, -61.918, -7.556)","(188.175, 79.019, -56.964, 12.838)","(144.046, 81.746, -30.551, 47.034)","(116.863, 122.688, -4.165, 34.702)","(101.268, 166.723, -3.423, 43.271)","(92.834, 212.39, 7.442, 38.335)","(87.282, 255.685, -2.47, 58.523)","(80.707, 300.823, -19.739, 45.777)","(74.556, 342.591, 5.168, 53.629)","(50.151, 363.736, -32.634, 7.826)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
31,"(287.713, 527.168, 44.734, 2.426)","(320.079, 528.058, 27.643, 8.019)","(350.384, 532.26, 25.215, 14.089)","(382.699, 534.247, 25.173, 12.481)","(415.728, 536.404, 46.021, -0.786)","(446.724, 538.642, 36.461, 0.098)","(479.193, 538.54, 42.231, -1.151)","(511.719, 540.077, 31.401, 9.229)","(543.672, 538.763, 18.946, 14.228)","(576.525, 538.118, 38.779, 12.628)","(606.696, 536.506, 23.059, -15.138)","(634.752, 537.703, 41.931, -7.552)","(662.277, 538.546, 33.658, -4.665)","(683.427, 541.789, 10.781, 9.661)","(705.103, 543.98, 36.894, -0.733)","(723.18, 549.901, 34.494, 6.075)","(741.311, 554.876, 14.292, 14.347)","(759.465, 556.137, 8.434, -9.939)","(768.546, 564.541, -7.174, 31.948)","(761.513, 596.983, -4.397, 27.723)","(765.81, 618.883, -3.347, 31.475)","(779.044, 631.216, 19.001, 20.053)","(788.256, 651.218, -11.109, -5.327)","(764.192, 652.555, -16.312, 4.506)","(735.746, 657.898, -23.077, 5.954)","(702.892, 670.471, -30.26, 10.725)","(671.473, 676.025, -35.829, 10.679)","(639.063, 670.191, -27.056, 7.948)","(604.639, 663.665, -22.737, 4.192)","(569.63, 660.345, -24.227, -9.165)","(531.613, 661.625, -67.477, -41.366)","(494.359, 660.137, 11.27, -27.223)","(457.919, 659.303, -48.592, 39.841)","(421.627, 662.029, -37.843, 17.184)","(382.446, 659.795, -11.459, 8.833)","(345.04, 661.067, 16.495, -57.662)","(304.889, 657.455, 7.668, 15.921)","(269.128, 664.178, -84.276, 2.867)","(227.328, 667.851, -78.219, 22.512)","(188.422, 663.28, 15.274, 18.002)","(154.616, 666.139, -30.547, -2.38)","(136.544, 631.871, -6.623, 5.254)","(125.331, 594.339, 5.156, -26.807)","(109.493, 557.558, -26.99, 9.466)","(103.017, 523.965, 14.021, 6.113)","(95.44, 491.833, -44.137, -57.272)","(83.53, 464.887, -56.141, -26.76)",
32,"(463.578, 492.573, 38.533, -4.136)","(495.511, 492.273, 39.713, 8.655)","(533.027, 487.221, 31.096, -6.413)","(566.514, 481.535, 22.098, -15.006)","(601.36, 481.239, 42.557, 11.289)","(635.447, 482.429, 38.809, 12.433)","(669.51, 486.706, 32.221, -2.983)","(702.444, 493.979, 48.589, -8.091)","(732.459, 501.715, 15.482, 6.208)","(759.181, 511.959, 35.273, 25.966)","(785.38, 520.697, 40.437, 9.443)","(792.326, 546.338, -12.259, 16.946)","(801.871, 583.33, 15.399, 19.482)","(802.973, 621.668, -1.405, 33.65)","(803.482, 651.02, -9.419, 26.218)","(772.49, 666.993, -58.582, 18.759)","(730.196, 676.073, -35.777, -6.994)","(685.157, 675.237, -39.095, 2.537)","(644.888, 681.297, -53.98, 7.346)","(604.466, 679.378, -52.137, -10.662)","(570.437, 674.708, -22.366, 9.311)","(534.541, 674.392, -17.985, 10.721)","(499.642, 673.047, -26.733, 14.02)","(464.536, 671.073, -50.612, -5.836)","(430.355, 668.82, -49.236, 1.082)","(392.607, 670.284, -22.112, 2.773)","(350.606, 673.379, -30.093, -10.118)","(306.012, 671.734, -33.1, -4.375)","(265.241, 670.279, -35.349, -10.663)","(224.842, 669.162, -22.604, 4.525)","(186.134, 670.783, -44.032, 5.995)","(143.823, 662.905, -11.354, -34.586)","(123.661, 618.168, 8.19, -3.287)","(124.743, 568.329, -39.601, -101.104)","(120.883, 514.399, 6.186, -34.436)","(105.65, 467.768, -26.777, -0.506)","(99.616, 434.086, -48.015, -43.837)","(90.08, 406.555, -8.736, 5.696)","(86.311, 387.458, -1.286, -61.335)","(61.331, 386.497, -3.741, 37.225)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
33,"(343.333, 237.993, 30.096, -15.718)","(377.164, 237.605, 39.214, 4.793)","(412.005, 230.146, 52.297, -18.806)","(451.021, 219.133, 38.664, -27.57)","(484.289, 210.758, 53.015, -8.376)","(512.763, 209.269, 27.152, 2.282)","(549.82, 208.552, 32.263, 1.629)","(587.402, 197.9, 40.676, -10.169)","(612.694, 184.402, 26.475, -20.979)","(634.403, 175.67, 16.541, 5.875)","(651.645, 166.102, 8.846, -0.288)","(660.248, 166.254, 27.496, 1.262)","(673.183, 166.117, 16.476, -11.762)","(686.479, 166.896, 27.862, -12.371)","(693.971, 166.282, 20.457, -3.992)","(703.767, 166.009, 12.242, -13.508)","(717.251, 166.165, 16.747, 1.29)","(726.373, 166.452, 12.37, 4.87)","(740.003, 172.339, 29.454, 22.297)","(749.71, 179.788, 21.585, -0.661)","(758.275, 191.253, 4.156, -3.854)","(772.234, 189.929, 3.026, -9.124)","(781.739, 172.15, 14.245, -20.934)","(786.838, 139.804, 9.319, -23.811)","(785.509, 103.053, 3.363, -48.354)","(745.275, 92.005, -22.717, -11.684)","(710.672, 93.029, -31.686, 6.003)","(675.996, 86.698, -25.723, 0.238)","(642.557, 86.846, -18.143, -9.591)","(611.926, 80.776, -45.883, -21.38)","(576.574, 80.543, -24.389, -11.118)","(541.258, 81.485, -49.775, -16.386)","(499.547, 89.945, -76.627, 26.331)","(462.456, 88.509, -14.227, -45.722)","(419.673, 85.505, -43.192, -21.722)","(381.247, 86.269, -16.339, -31.476)","(347.229, 88.245, -76.709, 36.196)","(308.293, 90.64, -52.625, -14.023)","(279.218, 89.173, -65.895, -25.465)","(253.909, 89.712, -33.522, -28.579)","(227.641, 92.152, 15.507, 21.473)","(192.128, 93.579, -38.933, -31.03)","(168.209, 92.052, -75.121, -6.769)","(136.063, 105.42, 16.905, 26.657)","(128.394, 155.053, 17.266, 87.552)","(127.486, 196.297, 7.663, 26.93)","(122.279, 238.661, -23.605, 41.848)",
34,"(421.715, 451.963, 25.928, 0.745)","(448.195, 439.553, 18.753, 7.77)","(481.836, 430.594, 23.895, -21.22)","(519.779, 419.877, 27.155, -10.615)","(555.648, 408.349, 35.633, -24.842)","(588.584, 397.973, 31.19, -1.408)","(619.938, 388.79, 39.891, -11.111)","(646.963, 372.767, 26.121, -16.207)","(669.293, 347.92, 30.575, -13.826)","(693.081, 326.84, 25.281, -19.648)","(716.343, 308.974, 30.083, -16.059)","(737.967, 292.158, 39.246, -21.211)","(752.467, 279.705, 13.073, -0.918)","(766.052, 267.743, 12.811, -14.436)","(783.473, 260.523, 24.068, -11.714)","(790.479, 244.598, -7.808, -33.189)","(790.807, 227.11, -8.052, -46.763)","(795.488, 200.966, -1.015, -49.105)","(796.577, 184.679, 6.225, -5.648)","(801.804, 149.751, -7.888, -50.629)","(804.99, 105.861, -23.813, -38.922)","(771.116, 74.117, -16.644, -35.034)","(739.421, 60.885, -33.21, -19.239)","(698.041, 60.011, -56.751, 11.008)","(660.383, 61.193, -49.033, 0.094)","(623.687, 65.282, -41.273, 20.202)","(589.008, 67.418, -28.156, 14.809)","(555.543, 72.861, -26.828, 13.879)","(514.702, 77.575, -42.987, -8.942)","(474.343, 81.394, -25.29, 15.503)","(432.57, 84.98, -53.097, 15.761)","(390.971, 88.158, -29.068, 5.126)","(349.59, 93.297, -58.026, 17.143)","(306.738, 90.345, -19.269, -50.202)","(270.271, 91.293, 17.979, -1.99)","(243.234, 88.253, -54.505, -26.879)","(207.581, 86.177, -67.978, 45.266)","(162.139, 80.995, -68.409, -53.083)","(115.293, 102.213, -78.794, 70.489)","(91.515, 149.35, -47.873, 6.671)","(79.132, 180.868, 28.879, 65.771)","(70.117, 219.441, 13.964, 77.933)","(64.725, 264.135, -50.869, 78.558)","(62.465, 305.301, -44.395, -9.883)","(60.207, 331.501, -36.169, 66.346)","(52.133, 359.025, -87.849, -40.295)","(None, None, None, None)",
35,"(508.421, 473.373, 30.827, -6.193)","(546.867, 471.138, 17.657, 14.193)","(582.319, 475.375, 23.837, 6.515)","(619.167, 478.775, 32.002, 14.824)","(653.045, 481.733, 22.389, -3.127)","(688.973, 484.172, 38.569, 2.885)","(722.419, 489.996, 45.673, 12.927)","(750.145, 497.405, 16.245, 2.795)","(774.834, 506.218, 29.869, 2.756)","(789.208, 520.123, 19.293, 30.337)","(799.384, 559.739, 15.218, 50.774)","(803.133, 595.4, -1.251, 35.296)","(803.772, 633.07, -6.911, 41.0)","(779.622, 658.644, -53.798, 17.108)","(729.068, 660.31, -59.945, 4.55)","(682.093, 651.772, -27.113, -9.411)","(640.52, 643.148, -36.624, -7.562)","(600.231, 637.82, -31.411, -6.669)","(570.961, 636.323, -25.218, 14.369)","(544.433, 636.107, -46.673, -12.805)","(513.546, 636.222, -36.961, -14.152)","(479.704, 636.088, -56.444, -3.814)","(451.43, 636.012, -37.385, -5.836)","(419.164, 636.278, -51.874, 9.625)","(398.94, 636.112, -58.056, 1.532)","(371.624, 636.036, -42.755, -11.484)","(360.801, 636.049, -55.523, -1.11)","(334.905, 636.309, -38.418, 7.828)","(305.571, 636.093, -19.899, 1.014)","(270.173, 636.989, -34.042, -11.424)","(236.478, 641.769, -13.634, 1.874)","(213.303, 653.792, -20.78, 32.94)","(177.586, 655.345, -48.336, 8.63)","(141.308, 656.275, -13.161, -34.084)","(121.583, 609.628, -6.667, -47.86)","(120.795, 569.019, -57.086, -84.203)","(117.048, 524.659, -28.696, -15.321)","(109.965, 482.425, 39.648, -27.969)","(105.102, 444.871, -43.824, -33.45)","(92.88, 412.525, -28.059, -83.74)","(85.792, 389.607, -29.714, -25.644)","(65.034, 374.559, -23.204, 30.983)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
36,"(425.601, 512.673, 13.187, -2.538)","(456.063, 511.941, 51.729, -0.494)","(493.402, 512.751, 51.341, -6.22)","(530.705, 515.97, 55.158, -3.503)","(570.018, 521.559, 39.256, -6.285)","(604.086, 527.33, 31.906, 5.026)","(635.153, 532.066, 19.104, -9.773)","(667.534, 533.163, 37.694, 1.37)","(699.414, 538.176, 35.087, 9.597)","(728.654, 541.297, 42.098, -10.947)","(755.425, 546.808, 6.474, 8.961)","(772.88, 571.024, 4.598, 20.242)","(769.496, 610.075, -12.501, 25.322)","(770.962, 638.225, -7.625, 23.74)","(769.952, 659.19, -28.31, -9.286)","(728.502, 660.358, -38.658, -18.145)","(687.951, 646.803, -28.151, -9.227)","(656.692, 636.016, -48.187, 0.214)","(654.559, 636.004, -48.164, 0.004)","(654.559, 636.004, -48.164, 0.004)","(648.149, 636.053, -37.869, 3.17)","(623.572, 636.176, -38.299, -0.851)","(597.601, 636.023, -54.243, -8.618)","(577.886, 636.11, -25.283, 5.788)","(553.934, 636.214, -33.545, 10.074)","(521.397, 636.345, -35.761, 2.113)","(486.636, 636.306, -41.513, 12.595)","(451.7, 639.03, -24.099, -12.869)","(415.7, 643.536, -45.461, 6.025)","(379.303, 645.805, -29.998, 16.246)","(341.191, 651.069, -26.676, 9.257)","(301.957, 655.601, -51.037, -10.002)","(263.077, 657.993, -37.188, -12.903)","(231.812, 663.178, -21.48, -3.445)","(193.83, 670.209, -36.15, -40.085)","(153.525, 665.55, -78.698, 7.224)","(124.483, 635.777, 35.37, 4.922)","(115.571, 592.94, 6.064, -87.142)","(107.982, 552.939, -54.959, -73.886)","(91.876, 511.461, -41.823, -68.502)","(85.939, 476.335, -2.328, -62.279)","(82.89, 444.265, -42.464, -34.647)","(85.769, 421.251, 44.235, 14.063)","(76.707, 394.697, 14.015, -51.679)","(36.228, 383.685, -124.352, -37.019)","(None, None, None, None)","(None, None, None, None)",
37,"(255.876, 262.561, 36.295, 0.344)","(290.489, 252.944, 24.407, 0.142)","(326.923, 249.025, 26.351, -1.561)","(361.536, 248.085, 34.145, -5.833)","(393.938, 246.522, 35.284, 15.951)","(423.625, 246.936, 22.049, 3.983)","(453.826, 243.639, 43.747, -2.767)","(482.681, 241.093, 26.611, 11.401)","(512.944, 238.942, 23.848, 2.856)","(546.498, 234.375, 47.729, 4.899)","(584.207, 225.559, 43.687, -21.458)","(614.218, 218.448, 15.001, -8.025)","(642.045, 215.371, 39.471, -4.453)","(668.595, 214.364, 37.229, -14.912)","(692.723, 212.093, 33.695, -27.034)","(716.489, 208.569, 44.532, 12.025)","(736.011, 206.929, 18.341, -13.741)","(747.563, 208.069, 14.55, -4.594)","(763.513, 206.101, 2.333, -12.092)","(773.282, 190.181, 4.915, -23.609)","(787.154, 164.291, 8.056, -23.863)","(786.826, 135.087, -10.131, -37.624)","(783.987, 96.69, -35.135, 6.113)","(748.827, 89.327, -27.771, 12.602)","(713.531, 94.531, -10.516, -7.142)","(682.107, 90.134, -37.994, -19.023)","(642.168, 92.346, -37.135, 1.634)","(613.062, 87.175, -27.012, -13.199)","(577.894, 88.461, -16.401, 10.441)","(546.075, 90.649, -42.557, 15.553)","(510.001, 92.956, -49.956, -5.621)","(473.962, 92.5, -19.354, -2.888)","(437.808, 94.323, -53.11, 10.362)","(400.176, 95.42, -41.81, -12.139)","(361.116, 95.53, -38.316, 13.977)","(320.999, 94.911, -97.484, -12.661)","(279.7, 94.955, 28.192, 3.205)","(253.594, 93.415, -8.256, -12.309)","(229.99, 92.558, -35.319, -36.727)","(210.0, 95.455, -43.48, 61.659)","(172.388, 96.101, 0.672, -14.015)","(134.767, 110.883, 33.249, 28.821)","(125.438, 159.91, -49.763, 27.928)","(122.224, 200.236, -33.73, 73.389)","(121.93, 235.63, -4.064, 28.177)","(117.272, 271.514, -14.241, 39.395)","(113.647, 305.172, 11.588, 47.832)",
38,"(403.855, 224.717, 38.062, -31.253)","(437.309, 216.898, 21.831, -0.594)","(470.142, 210.708, 48.433, -0.33)","(509.947, 206.425, 32.556, 10.371)","(549.243, 205.757, 59.458, -7.3)","(592.047, 195.264, 26.508, -1.16)","(624.195, 184.025, 41.727, -18.882)","(650.921, 178.388, 25.3, 5.968)","(664.907, 184.894, 12.851, 13.316)","(696.766, 194.617, 3.122, 21.769)","(715.691, 198.976, 0.408, -18.602)","(735.314, 197.319, 27.929, -13.182)","(760.544, 198.75, 44.655, -14.89)","(768.134, 193.779, -6.187, -0.269)","(771.503, 144.823, 16.479, -39.369)","(776.255, 117.234, 3.585, -0.298)","(772.069, 91.562, 10.587, -17.281)","(742.275, 91.174, -43.695, 10.865)","(700.076, 103.357, -54.062, 24.016)","(664.541, 113.98, -34.791, -0.021)","(649.489, 113.839, -62.161, -3.94)","(631.638, 113.937, -48.281, -3.373)","(605.747, 113.959, -58.05, -1.502)","(582.624, 113.789, -58.765, -2.545)","(555.221, 110.092, -31.866, -16.748)","(509.719, 100.058, -56.064, 6.003)","(468.044, 99.32, -43.905, 6.025)","(427.074, 98.952, -45.203, -7.823)","(386.959, 96.599, -33.233, -10.049)","(344.701, 97.785, -28.299, -3.044)","(303.964, 97.044, -53.49, 11.24)","(267.216, 97.33, -46.223, -8.706)","(233.542, 96.145, -22.04, -5.492)","(209.489, 93.684, -52.413, 20.665)","(185.915, 98.969, -34.431, 9.685)","(141.312, 87.528, -50.566, 67.313)","(113.531, 132.212, -49.689, 55.711)","(108.817, 187.304, -37.577, 54.697)","(111.518, 231.079, 34.04, 90.329)","(112.369, 271.751, 19.288, 67.175)","(105.266, 302.696, -6.319, 65.319)","(89.491, 335.21, -26.316, 22.426)","(86.761, 357.568, -34.332, 14.093)","(64.513, 362.789, -5.759, 41.166)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
39,"(721.854, 414.7, 10.922, -29.256)","(737.318, 393.734, 15.931, -33.364)","(755.166, 373.341, 25.801, -15.175)","(771.929, 349.643, 32.873, -23.004)","(789.239, 325.277, 22.779, -35.643)","(805.348, 303.036, 13.629, -32.011)","(815.651, 281.619, 20.326, -30.01)","(823.208, 264.71, -1.329, -23.374)","(826.064, 252.616, 17.364, -2.009)","(824.702, 239.53, -17.898, -12.063)","(816.947, 228.902, -28.386, -22.454)","(805.846, 210.568, 24.367, -23.897)","(810.455, 174.619, -15.344, -22.112)","(811.04, 134.82, 1.268, -61.574)","(810.055, 99.844, -2.968, -49.572)","(802.809, 81.307, -9.361, -27.348)","(763.69, 67.231, -40.868, -10.593)","(718.741, 76.432, -33.178, 12.685)","(677.939, 75.226, -44.914, -13.648)","(634.632, 75.382, -54.921, 4.156)","(601.681, 79.203, -33.51, -2.76)","(563.044, 76.933, -29.63, -7.604)","(523.894, 74.135, -40.487, -1.629)","(487.956, 76.183, -46.513, -1.109)","(447.985, 78.983, -22.349, 8.8)","(407.775, 85.911, -36.031, 7.538)","(370.245, 93.383, -29.73, 0.866)","(334.542, 96.562, -35.439, 18.533)","(297.153, 96.935, -29.902, 11.712)","(257.205, 95.437, -22.067, -13.388)","(222.675, 95.151, -20.817, 2.456)","(193.252, 98.879, -38.983, 2.57)","(170.945, 98.145, -35.782, -14.25)","(127.939, 99.902, -28.442, 45.35)","(113.537, 151.041, -2.415, 42.931)","(110.508, 196.41, -14.823, 38.729)","(108.439, 238.205, -16.858, -3.767)","(99.983, 280.78, -42.351, -5.711)","(93.602, 317.2, 18.047, 36.446)","(86.47, 343.458, -35.403, 26.153)","(71.384, 371.761, -46.808, -9.184)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
40,"(307.258, 376.274, 27.382, -24.747)","(336.282, 359.74, 30.686, -17.46)","(366.37, 344.799, 18.948, -28.216)","(392.279, 329.698, 22.514, -6.189)","(421.037, 314.237, 26.475, -16.327)","(452.757, 298.329, 21.769, 3.282)","(487.451, 286.684, 49.192, -6.37)","(522.152, 281.46, 18.473, -8.886)","(554.509, 274.83, 15.594, -9.979)","(587.291, 266.463, 44.711, 7.308)","(619.144, 259.868, 15.946, -18.324)","(651.703, 254.022, 48.017, -6.948)","(679.429, 247.5, 40.422, 0.723)","(703.279, 236.847, 10.321, -2.086)","(732.179, 228.12, 15.999, -3.596)","(758.33, 222.361, 16.616, -3.457)","(776.857, 212.536, -5.495, -41.762)","(781.305, 188.657, 10.05, -33.327)","(792.359, 150.371, 19.824, -37.733)","(790.343, 116.06, -0.106, -23.879)","(771.561, 94.064, -48.947, 5.151)","(727.176, 99.695, -19.363, 27.654)","(694.918, 113.914, -26.213, 16.928)","(694.918, 113.914, -26.213, 16.928)","(694.918, 113.914, -26.213, 16.928)","(694.918, 113.914, -26.213, 16.928)","(690.365, 113.996, -58.187, 6.554)","(690.365, 113.996, -58.187, 6.554)","(690.365, 113.996, -58.187, 6.554)","(690.365, 113.996, -58.187, 6.554)","(690.365, 113.996, -58.187, 6.554)","(690.365, 113.996, -58.187, 6.554)","(690.365, 113.996, -58.187, 6.554)","(690.365, 113.996, -58.187, 6.554)","(690.365, 113.996, -58.187, 6.554)","(690.365, 113.996, -58.187, 6.554)","(675.831, 113.701, -101.815, 58.922)","(637.051, 112.198, -37.556, -38.878)","(615.051, 113.882, -85.953, 39.916)","(587.324, 113.582, -80.68, -22.398)","(558.644, 110.575, 21.018, 34.463)","(514.7, 98.384, -14.61, -5.776)","(476.753, 95.324, -25.517, 17.766)","(429.465, 96.628, -9.448, 44.256)","(389.739, 99.777, -0.393, 5.611)","(349.39, 94.773, -79.485, -8.406)","(306.952, 97.73, -95.498, -9.763)",
41,"(537.439, 568.155, 40.891, 5.111)","(593.743, 573.739, 54.961, -2.687)","(639.96, 583.898, 55.4, -0.132)","(656.621, 583.937, 33.722, 2.857)","(657.946, 583.996, 46.895, 0.616)","(657.946, 583.996, 46.895, 0.616)","(663.248, 583.981, 37.78, -0.247)","(663.248, 583.981, 37.78, -0.247)","(684.795, 583.586, 20.632, -6.442)","(707.065, 583.999, 28.29, 13.264)","(725.453, 580.788, 36.602, -0.249)","(747.1, 570.297, 13.868, -19.529)","(766.14, 555.743, 14.85, -17.272)","(769.276, 587.802, -11.976, 24.064)","(765.77, 622.26, -9.696, 13.608)","(768.197, 639.561, -4.839, 9.963)","(767.083, 663.075, -80.485, -1.078)","(715.12, 659.29, -42.446, -29.33)","(681.285, 645.581, -21.271, -5.564)","(657.397, 651.347, -26.684, 39.938)","(602.598, 651.171, -53.713, -18.644)","(564.34, 640.173, -29.96, -14.082)","(535.276, 636.077, -41.254, 1.767)","(517.841, 636.037, -56.613, -3.955)","(495.01, 636.23, -55.118, 3.121)","(466.603, 636.185, -50.746, 2.157)","(436.799, 636.0, -30.31, -13.529)","(406.163, 636.159, -44.989, 8.695)","(373.552, 636.243, -39.082, 4.527)","(336.733, 636.331, -53.269, -15.367)","(297.477, 638.149, -21.609, 7.093)","(262.603, 640.245, -34.709, 7.724)","(226.171, 646.217, -32.765, 12.458)","(199.454, 653.254, -32.866, -18.635)","(164.422, 654.658, -41.208, 11.216)","(133.152, 640.028, -24.088, -38.289)","(123.769, 594.491, -19.06, -35.196)","(113.295, 546.999, -16.765, -17.929)","(103.506, 501.971, -46.946, -51.66)","(100.089, 465.217, 40.87, -90.781)","(94.717, 428.311, 37.764, -83.827)","(90.595, 405.548, 25.581, -49.551)","(89.112, 391.238, 35.03, -6.991)","(53.613, 381.584, -33.612, 7.207)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
42,"(772.819, 523.122, 27.12, 16.364)","(796.295, 559.425, 8.66, 51.248)","(803.378, 602.89, -7.214, 35.19)","(804.462, 649.426, -7.822, 26.763)","(788.145, 663.145, -18.312, -1.031)","(756.551, 667.306, -41.515, 8.477)","(717.23, 669.43, -47.101, -14.796)","(677.159, 668.065, -54.519, -8.049)","(634.407, 667.738, -56.267, 7.507)","(592.043, 665.941, -28.96, -1.515)","(549.126, 663.518, -38.714, 5.921)","(504.57, 662.417, -49.683, -0.602)","(459.601, 660.721, -47.819, -0.95)","(418.368, 661.393, -35.956, 2.162)","(374.571, 659.113, -32.988, -1.006)","(331.418, 659.757, -33.768, -1.357)","(290.203, 660.897, -27.187, 12.508)","(247.417, 663.92, -39.525, 5.674)","(207.085, 667.353, -46.44, -7.739)","(168.854, 664.197, -39.514, -0.864)","(138.525, 643.885, -13.174, -32.725)","(124.901, 601.478, -26.605, -47.042)","(111.774, 559.15, -15.638, -35.731)","(97.774, 516.72, -15.4, -30.93)","(85.979, 475.942, -12.967, -51.912)","(77.652, 438.512, -17.924, -22.303)","(72.9, 409.93, 8.467, -17.476)","(57.07, 389.287, -56.935, -11.594)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
43,"(706.801, 271.006, 28.788, -25.199)","(734.027, 245.364, 23.315, -32.225)","(758.376, 220.209, 33.738, -20.871)","(782.12, 184.433, 32.662, -46.507)","(787.667, 125.781, 13.15, -57.299)","(768.557, 84.878, -36.711, -8.188)","(717.049, 78.513, -59.688, 4.342)","(667.634, 80.824, -65.059, 14.831)","(616.649, 84.054, -55.196, -1.076)","(568.638, 82.977, -49.71, -11.608)","(521.642, 79.242, -54.703, -11.435)","(474.502, 75.414, -46.159, -11.846)","(428.943, 77.094, -39.958, -9.073)","(381.982, 80.505, -61.516, 13.66)","(337.36, 81.247, -49.446, 1.111)","(291.517, 82.491, -32.179, 7.922)","(245.432, 82.486, -34.417, -13.124)","(201.683, 81.288, -30.423, 0.617)","(158.032, 77.86, -50.738, 9.043)","(121.498, 108.457, -25.609, 56.186)","(104.44, 150.842, 1.672, 30.028)","(93.27, 194.872, -19.693, 34.85)","(87.365, 241.107, -4.31, 56.476)","(85.572, 287.948, -17.474, 39.703)","(81.095, 326.915, -0.761, 53.414)","(68.585, 364.935, -39.772, 5.032)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
44,"(637.223, 387.951, 19.815, -46.343)","(662.524, 354.112, 22.587, -38.904)","(677.585, 330.25, 13.674, -30.784)","(697.385, 306.701, 12.59, -9.75)","(717.277, 289.556, 20.098, -20.668)","(733.503, 272.928, 9.886, -12.4)","(751.024, 255.1, 1.813, -24.316)","(761.604, 238.716, -4.847, -0.276)","(763.86, 231.89, 11.919, -14.08)","(774.789, 224.635, 12.573, -15.355)","(785.228, 188.923, -6.268, -33.431)","(783.601, 147.076, 0.162, -35.021)","(780.039, 116.48, -4.279, -32.75)","(770.244, 84.93, 2.884, -30.504)","(770.797, 63.648, 31.883, -13.123)","(784.54, 61.651, -12.458, -6.581)","(745.281, 52.601, -69.913, 7.842)","(696.573, 53.702, -26.45, 9.159)","(655.982, 55.048, -31.734, 7.704)","(613.344, 57.42, -50.498, -12.766)","(575.877, 59.004, -51.783, -9.126)","(537.233, 61.294, -37.298, 16.399)","(496.039, 60.56, -55.607, 3.901)","(456.572, 61.871, -29.389, -5.914)","(414.125, 62.053, -55.968, -2.041)","(374.441, 62.026, -53.433, 1.627)","(337.791, 62.659, -46.82, 3.999)","(301.879, 64.939, -19.669, 10.068)","(265.073, 69.451, -50.738, -4.254)","(229.749, 76.947, -51.575, 0.785)","(190.178, 88.192, -49.315, 29.173)","(143.474, 84.33, -33.899, 30.659)","(120.157, 117.571, -19.673, 33.716)","(115.266, 161.583, 9.889, 35.43)","(113.418, 204.169, -16.638, 51.725)","(112.816, 247.317, -3.754, 31.213)","(108.583, 284.064, -14.064, 48.745)","(101.804, 318.678, -18.639, 57.867)","(92.263, 350.565, -18.458, 25.237)","(75.874, 365.597, -3.349, 34.207)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
