,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
38,"(602.2, 355.423, 53.01, -21.734)","(636.308, 334.487, 30.42, -18.984)","(662.986, 313.587, 34.582, -18.85)","(693.461, 288.959, 17.466, -30.688)","(727.431, 269.049, 40.54, -32.994)","(754.311, 253.476, 19.022, -9.265)","(776.275, 239.738, 19.503, 6.284)","(788.822, 229.533, 18.68, -12.954)","(802.905, 212.609, 34.584, -46.373)","(808.055, 186.234, -5.622, -13.942)","(814.46, 174.002, -0.036, -37.393)","(805.944, 126.597, -24.086, -71.056)","(796.666, 80.495, -16.707, -16.457)","(765.332, 57.176, -35.557, -17.149)","(734.525, 53.619, -42.858, 8.132)","(689.847, 58.338, -31.984, 11.17)","(643.906, 65.552, -47.613, -4.517)","(608.443, 69.035, -26.214, 0.6)","(566.945, 72.149, -51.716, 12.643)","(519.873, 71.025, -27.002, -18.547)","(477.738, 67.407, -28.434, 5.116)","(438.627, 63.231, -36.331, -13.009)","(398.226, 61.711, -51.766, -14.462)","(357.814, 62.089, -41.431, -13.569)","(317.686, 64.078, -31.078, -17.149)","(278.776, 62.774, -52.277, -15.591)","(244.026, 65.322, -55.521, 9.458)","(212.703, 66.606, -3.759, 13.642)","(178.292, 62.104, -53.948, -2.085)","(131.726, 81.135, -43.801, 43.718)","(102.228, 118.563, -39.782, 44.718)","(81.386, 154.573, -0.665, 32.242)","(72.189, 189.265, -3.614, 29.455)","(67.236, 226.202, -16.98, 29.64)","(63.615, 262.642, -12.859, 51.897)",
39,"(663.319, 550.192, 58.009, -2.793)","(707.87, 558.452, 24.333, 0.657)","(741.901, 558.768, 48.679, -16.774)","(776.358, 563.343, 0.669, 34.771)","(788.646, 606.285, 6.816, 27.552)","(795.91, 649.671, 14.206, 46.617)","(761.918, 666.219, -44.549, 27.538)","(715.396, 669.074, -62.553, -14.329)","(671.033, 667.909, -45.342, 8.911)","(627.5, 670.012, -45.41, 15.675)","(583.79, 670.239, -45.68, -5.769)","(539.742, 665.858, -41.057, 4.076)","(495.365, 661.1, -42.899, -19.13)","(452.589, 659.232, -40.204, -11.501)","(410.095, 659.654, -27.608, 12.36)","(364.23, 659.972, -58.337, -2.803)","(319.642, 659.146, -38.574, -8.509)","(274.637, 662.188, -52.969, -7.072)","(230.955, 666.437, -38.351, 9.433)","(189.415, 667.237, -51.146, 1.92)","(149.461, 664.296, -50.113, -11.075)","(129.608, 624.494, -11.034, -47.671)","(118.305, 580.158, -15.508, -55.459)","(104.844, 538.337, 2.123, -54.807)","(94.221, 497.668, -5.114, -54.012)","(82.896, 455.675, -23.033, -29.618)","(77.031, 416.427, -16.227, -50.148)","(62.945, 389.647, -14.83, 8.108)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
40,"(262.7, 541.073, 32.356, 20.984)","(285.037, 549.374, 39.109, -2.333)","(312.808, 556.21, 21.084, -5.612)","(344.187, 558.481, 22.002, 7.083)","(375.648, 557.583, 37.145, 4.904)","(408.68, 555.003, 15.879, 0.473)","(441.694, 553.475, 31.792, -4.668)","(475.116, 551.012, 48.68, 0.555)","(506.181, 550.998, 43.776, 4.913)","(538.716, 548.958, 45.456, 1.162)","(565.925, 546.913, 9.851, -11.75)","(589.808, 546.959, 23.204, 2.337)","(617.098, 546.056, 34.7, -10.019)","(640.0, 541.334, 36.006, 3.892)","(666.411, 537.209, 15.376, -6.562)","(690.907, 533.23, 16.285, 9.28)","(714.572, 530.381, 22.121, 2.764)","(737.313, 529.861, 21.976, 6.439)","(759.775, 530.715, 24.073, 19.447)","(773.079, 544.46, 14.376, 39.173)","(782.564, 576.507, -7.396, 58.335)","(785.648, 622.063, 17.995, 33.359)","(786.668, 651.674, -25.117, -10.084)","(743.306, 647.834, -44.403, 1.559)","(702.617, 644.56, -42.983, 8.729)","(680.567, 644.958, -16.127, -1.229)","(666.954, 649.234, -7.659, 9.077)","(650.646, 666.114, -38.959, 14.176)","(607.092, 685.506, -50.719, -7.263)","(554.425, 682.188, -38.407, 6.618)","(512.868, 672.237, -41.276, -22.122)","(473.229, 666.29, -51.253, -11.468)","(435.247, 663.16, -39.711, 6.931)","(394.837, 660.753, -47.945, -11.778)","(356.062, 660.862, -53.267, -4.411)",
41,"(330.299, 295.973, 36.085, -19.888)","(367.737, 291.174, 21.035, 7.45)","(401.347, 286.003, 14.116, -21.004)","(424.143, 280.882, 22.97, 4.63)","(450.467, 272.104, 24.743, -13.07)","(482.743, 265.019, 33.756, -14.681)","(515.497, 257.284, 37.059, -8.137)","(543.723, 251.85, 25.461, -8.96)","(569.508, 245.356, 28.181, 7.126)","(594.658, 241.425, 26.061, -0.999)","(624.484, 230.914, 22.073, -18.962)","(656.893, 223.12, 34.317, -24.658)","(681.47, 219.366, -11.343, 12.331)","(705.217, 210.76, 38.927, 5.221)","(728.458, 202.532, 28.169, -22.318)","(751.352, 201.135, 31.534, -15.985)","(774.381, 189.257, -10.194, -27.929)","(774.266, 152.923, -30.724, -36.978)","(762.933, 128.022, -23.816, -9.066)","(757.436, 110.148, 8.779, 8.434)","(768.181, 80.41, 8.671, -31.266)","(736.788, 70.229, -51.249, -1.374)","(698.132, 68.352, -23.247, -5.919)","(659.012, 60.546, -46.908, 9.552)","(613.101, 57.819, -34.449, -3.1)","(568.311, 61.086, -47.337, 9.157)","(525.278, 59.591, -44.015, 8.615)","(487.063, 59.669, -46.474, -15.212)","(451.297, 59.712, -46.11, -13.326)","(412.117, 59.721, -29.71, -13.644)","(373.468, 62.158, -37.696, -3.49)","(336.118, 62.255, -51.039, 12.554)","(302.951, 64.633, -24.177, -5.807)","(273.18, 63.9, -21.954, 10.614)","(247.544, 61.494, -31.541, 4.996)",
42,"(438.834, 458.898, 24.568, -20.276)","(466.391, 439.735, 36.534, 1.964)","(503.1, 424.013, 21.341, -11.275)","(536.796, 406.94, 42.048, -5.956)","(560.583, 395.791, 6.612, -2.484)","(583.076, 381.0, 19.855, -7.954)","(605.828, 368.208, 39.275, -22.657)","(631.158, 356.058, 7.527, -5.433)","(654.587, 341.267, 35.714, -25.918)","(677.553, 330.345, 20.215, -24.939)","(700.679, 319.53, 36.253, -2.664)","(719.773, 308.029, 18.74, -16.852)","(739.814, 296.639, 8.794, -15.241)","(757.51, 290.749, 16.512, -19.338)","(769.474, 281.522, 0.027, 1.443)","(779.411, 270.648, 19.581, -12.898)","(786.042, 262.942, -2.552, -6.358)","(792.859, 247.395, 11.659, -30.356)","(794.821, 229.142, -14.042, -2.946)","(797.769, 219.108, 5.104, -16.854)","(801.579, 202.93, 9.521, -57.605)","(798.753, 174.392, -1.745, -42.941)","(801.307, 149.753, 0.159, -16.492)","(798.615, 128.453, -13.271, -33.103)","(790.27, 94.593, -38.282, -2.201)","(777.511, 81.641, -21.46, -25.345)","(754.854, 69.676, -46.0, -39.557)","(704.79, 74.752, -44.583, 12.165)","(671.935, 85.176, -31.003, 5.113)","(628.222, 85.832, -59.215, 0.763)","(582.852, 102.826, -54.167, 2.62)","(561.645, 113.812, -2.956, 6.112)","(557.613, 113.203, 1.391, 4.34)","(531.293, 105.495, -20.022, -22.173)","(499.318, 102.034, -25.274, 5.26)",
43,"(677.588, 228.866, 50.083, -20.506)","(716.607, 221.15, 45.905, 8.264)","(756.032, 216.275, 31.902, 13.718)","(782.481, 207.239, 17.723, -38.107)","(801.939, 177.219, -1.117, -40.846)","(799.558, 134.145, -7.866, -41.039)","(791.787, 93.433, -37.13, -10.542)","(756.5, 80.267, -27.074, -20.457)","(714.117, 76.015, -53.011, 12.099)","(673.172, 78.1, -31.254, 11.285)","(634.79, 81.072, -38.085, 9.981)","(594.4, 86.007, -48.921, 11.703)","(555.626, 83.424, -41.186, -1.691)","(512.489, 78.686, -36.733, -16.445)","(470.743, 78.617, -52.616, -10.521)","(428.592, 81.361, -35.661, 5.094)","(385.123, 81.719, -32.282, -13.728)","(337.032, 81.778, -61.389, 14.613)","(291.992, 80.362, -40.258, -14.731)","(247.233, 79.8, -58.864, -11.893)","(204.736, 79.29, -34.421, 5.499)","(163.76, 76.317, -39.843, -7.972)","(125.677, 98.48, -37.51, 28.583)","(104.719, 140.463, -28.18, 42.349)","(92.848, 187.655, -19.943, 31.01)","(84.195, 233.772, 6.525, 48.339)","(77.978, 279.526, 2.724, 50.553)","(73.898, 323.381, -14.245, 42.277)","(69.685, 361.386, -30.051, 53.217)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
44,"(638.029, 219.335, 32.386, -19.263)","(675.709, 204.388, 34.147, -20.032)","(716.363, 192.73, 14.561, -3.946)","(746.088, 188.092, 38.711, 14.347)","(776.03, 177.871, 12.627, -66.06)","(771.111, 121.084, -2.075, -44.9)","(758.606, 87.354, -52.643, 5.124)","(708.789, 84.664, -55.955, -14.027)","(662.442, 82.492, -37.57, 1.793)","(617.597, 84.167, -48.464, 0.879)","(576.493, 83.988, -47.954, -8.598)","(535.531, 78.759, -43.135, 4.879)","(493.249, 76.965, -28.509, -4.163)","(450.092, 76.692, -53.643, -7.106)","(406.644, 77.459, -27.258, -9.936)","(365.793, 79.157, -33.039, 12.528)","(321.035, 79.896, -34.359, 10.212)","(275.649, 79.76, -55.502, 12.446)","(232.998, 78.654, -59.122, 8.199)","(192.41, 77.708, -52.207, -13.869)","(148.66, 78.063, -49.7, 2.998)","(118.462, 118.081, -9.673, 55.93)","(104.466, 162.091, -9.424, 28.499)","(94.715, 203.803, 7.787, 36.154)","(88.839, 247.381, -21.621, 50.613)","(82.524, 290.864, -5.01, 48.522)","(76.971, 335.481, 6.313, 43.535)","(54.69, 363.028, -45.22, -5.465)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
45,"(574.148, 401.446, 30.408, -38.085)","(597.977, 373.53, 16.201, -28.669)","(624.328, 349.197, 50.172, -36.124)","(656.307, 329.949, 29.935, -31.958)","(688.59, 308.266, 28.442, -21.544)","(718.495, 285.587, 16.893, -10.07)","(738.547, 268.435, 5.775, -15.781)","(763.187, 254.435, 29.793, -33.926)","(786.716, 241.151, 15.457, 2.08)","(804.6, 222.836, 2.86, -33.771)","(809.232, 199.028, 3.061, -45.962)","(817.626, 181.816, -4.354, -1.849)","(815.864, 152.04, 21.698, -34.944)","(810.757, 116.859, -24.969, -53.632)","(787.712, 83.222, -35.656, -31.985)","(749.321, 54.018, -38.381, 7.281)","(700.27, 54.257, -48.732, 5.97)","(653.481, 56.648, -30.717, 4.966)","(610.743, 58.829, -53.729, 1.927)","(572.469, 61.102, -63.88, 16.597)","(531.507, 62.14, -43.284, 11.93)","(492.06, 62.368, -24.187, 10.631)","(444.724, 61.834, -32.952, -3.542)","(401.834, 62.558, -33.721, 6.91)","(359.832, 64.532, -54.911, -12.596)","(320.616, 62.845, -26.055, -8.948)","(286.386, 65.456, -42.344, 9.371)","(249.231, 67.449, -43.126, -11.526)","(218.239, 70.116, -21.824, -4.468)","(194.154, 61.022, -56.126, -3.526)","(153.017, 68.34, -44.264, 13.64)","(113.735, 100.459, -33.272, 45.21)","(95.031, 141.444, -20.826, 53.128)","(84.749, 180.135, -18.898, 46.907)","(79.718, 218.282, 9.143, 43.416)",
46,"(343.979, 563.536, 24.084, -1.151)","(383.576, 567.593, 23.568, -11.112)","(420.213, 564.897, 41.844, -2.254)","(454.636, 564.18, 48.757, 12.796)","(488.15, 563.843, 21.289, 12.789)","(521.084, 563.604, 22.635, 11.265)","(554.029, 563.72, 35.353, -1.603)","(589.168, 568.68, 31.254, -8.635)","(610.014, 572.187, 25.27, 12.872)","(628.047, 576.335, -2.156, -3.38)","(643.131, 567.983, 38.987, -24.888)","(686.193, 562.44, 43.399, 3.629)","(714.152, 567.09, 31.659, 12.488)","(737.59, 561.208, 48.434, -22.169)","(767.528, 554.251, 35.941, -15.46)","(772.279, 582.471, -6.218, 30.817)","(773.152, 618.185, -2.958, 20.984)","(773.788, 647.682, 3.852, 34.461)","(750.542, 655.223, -67.818, 8.736)","(701.869, 645.343, -32.347, -4.991)","(661.822, 636.294, -22.963, 6.473)","(654.765, 636.034, -38.912, 1.96)","(648.644, 636.038, -40.941, -2.17)","(646.001, 636.004, -63.262, -1.274)","(634.461, 636.183, -31.29, 1.449)","(626.264, 636.741, -3.776, 12.769)","(626.264, 636.741, -3.776, 12.769)","(626.264, 636.741, -3.776, 12.769)","(626.264, 636.741, -3.776, 12.769)","(626.264, 636.741, -3.776, 12.769)","(626.264, 636.741, -3.776, 12.769)","(626.264, 636.741, -3.776, 12.769)","(626.264, 636.741, -3.776, 12.769)","(626.264, 636.741, -3.776, 12.769)","(626.264, 636.741, -3.776, 12.769)",
47,"(548.069, 359.755, 32.595, -23.05)","(573.43, 340.272, 17.848, -28.583)","(606.978, 316.255, 40.464, -13.156)","(639.824, 297.346, 50.104, -28.69)","(676.291, 277.962, 48.443, -27.499)","(707.834, 256.67, 27.418, -34.83)","(735.98, 237.422, 43.717, -24.57)","(759.81, 218.43, -0.907, -2.755)","(775.009, 212.357, -12.32, -8.294)","(791.93, 190.963, 1.272, -37.11)","(795.872, 153.233, -5.551, -67.368)","(795.335, 101.041, -9.733, -41.923)","(756.976, 85.669, -51.063, -19.606)","(710.016, 76.468, -39.215, -2.861)","(660.24, 85.341, -50.32, 16.339)","(613.768, 89.644, -47.474, 6.332)","(563.46, 78.341, -43.394, -12.327)","(524.713, 78.894, -38.469, -8.957)","(485.061, 78.622, -40.979, -1.446)","(439.645, 68.376, -60.786, -1.123)","(398.924, 58.092, -29.755, -17.06)","(362.325, 58.241, -41.166, -12.614)","(325.36, 59.161, -53.845, -7.965)","(280.535, 61.938, -29.289, 2.686)","(232.221, 67.178, -50.991, 4.719)","(189.085, 69.685, -55.487, 6.155)","(139.191, 75.688, -51.711, 35.092)","(101.27, 113.514, -32.616, 39.143)","(85.409, 151.784, -3.339, 23.627)","(77.566, 192.505, 3.013, 55.768)","(73.136, 236.74, 2.105, 54.702)","(63.909, 278.353, -21.417, 38.844)","(65.866, 302.54, 22.637, 31.694)","(79.333, 339.728, 2.518, 39.919)","(67.233, 367.013, -27.992, 31.735)",
48,"(440.03, 348.921, 42.656, -7.991)","(482.644, 333.831, 35.636, 10.102)","(518.684, 328.125, 21.64, 5.237)","(552.174, 321.704, 38.44, -19.731)","(588.835, 308.361, 60.331, -38.534)","(626.786, 284.778, 47.107, -39.669)","(652.678, 262.576, 40.322, -34.114)","(678.888, 243.788, 23.585, -32.079)","(699.216, 233.355, 35.228, -8.893)","(721.911, 223.145, 25.958, -32.71)","(744.726, 223.257, 23.954, -7.371)","(773.238, 215.038, 57.386, -21.29)","(790.189, 191.654, 10.78, -12.022)","(810.054, 179.099, 25.956, -24.7)","(817.242, 143.108, -14.899, -19.172)","(812.155, 107.343, -7.907, -16.258)","(798.507, 83.115, -12.708, -23.842)","(767.696, 56.317, -49.728, -3.544)","(715.623, 55.947, -49.489, -9.346)","(671.066, 60.874, -39.507, 11.679)","(626.217, 58.413, -36.67, -2.344)","(582.513, 60.416, -30.509, -5.113)","(539.423, 61.707, -51.081, -4.995)","(502.062, 61.337, -24.146, 4.296)","(462.342, 60.351, -32.21, 13.317)","(416.788, 59.855, -39.35, 16.139)","(379.716, 61.317, -34.021, -1.032)","(338.882, 62.201, -40.88, 15.455)","(299.563, 62.448, -41.105, -5.474)","(267.265, 63.164, -37.197, 3.095)","(237.186, 65.263, -11.925, 4.955)","(202.791, 62.952, -22.288, -26.531)","(182.495, 61.82, -50.077, -1.504)","(135.08, 78.525, -29.662, 42.833)","(97.818, 111.414, -25.775, 28.378)",
49,"(358.165, 182.901, 49.007, -0.989)","(395.79, 168.043, 47.591, -3.207)","(408.056, 166.007, 47.959, -0.697)","(408.056, 166.007, 47.959, -0.697)","(408.847, 166.049, 4.607, 2.678)","(412.047, 166.163, 10.147, 2.466)","(415.689, 166.111, -3.326, 3.341)","(417.983, 166.043, 14.193, 1.003)","(417.441, 166.017, 5.723, 0.855)","(417.517, 168.228, 8.326, -5.693)","(427.564, 187.795, 21.348, 32.589)","(462.779, 201.561, 49.019, 8.938)","(496.972, 208.72, 40.541, 1.854)","(528.176, 217.736, 23.712, -10.436)","(561.161, 221.902, 21.272, 1.194)","(594.008, 226.678, 29.744, -8.336)","(625.548, 228.942, 38.556, -13.242)","(650.906, 230.377, 28.19, -13.539)","(670.627, 232.962, 15.035, -9.949)","(690.2, 231.013, 10.122, -13.856)","(709.186, 227.727, 19.546, 8.03)","(730.488, 227.278, 12.434, -12.641)","(751.687, 227.086, 31.039, 6.011)","(769.173, 227.72, 27.407, 10.67)","(782.297, 220.524, 20.801, -34.238)","(779.747, 193.421, 0.162, -22.22)","(781.688, 168.029, -5.836, -33.618)","(779.613, 144.973, 7.672, -25.709)","(770.59, 131.166, -11.221, -14.936)","(768.087, 128.455, -15.791, -16.359)","(776.889, 115.941, 15.444, -19.881)","(784.447, 101.483, -8.481, -10.757)","(763.516, 109.847, -18.711, 6.314)","(753.695, 115.116, -19.376, 3.022)","(753.467, 115.062, -2.602, -2.023)",
50,"(225.88, 227.913, 33.471, -23.383)","(249.923, 218.88, 37.982, -8.879)","(276.922, 210.494, 39.428, -17.565)","(304.995, 204.154, 16.919, 5.367)","(332.05, 196.949, 31.096, -1.386)","(354.75, 193.105, 20.997, 9.696)","(373.944, 193.729, 16.514, 2.453)","(392.685, 200.726, 10.491, 4.342)","(417.92, 214.958, 26.661, 13.481)","(450.187, 224.42, 43.224, 7.341)","(483.215, 226.945, 29.811, -12.041)","(515.752, 229.057, 27.015, 5.279)","(550.656, 232.16, 27.022, -3.668)","(585.61, 233.479, 20.508, 11.289)","(616.433, 227.972, 17.214, -9.512)","(646.817, 222.814, 40.415, -13.662)","(672.385, 220.07, 43.366, -5.321)","(692.984, 219.003, 5.858, 12.56)","(712.181, 210.831, 19.141, 5.917)","(730.891, 204.628, 1.869, -6.965)","(745.439, 208.312, 22.705, 23.375)","(765.316, 206.728, 14.553, -6.491)","(772.929, 189.347, 21.857, -24.578)","(765.958, 159.514, -31.409, -19.75)","(757.264, 138.461, 0.8, -14.78)","(758.949, 121.707, -10.569, -2.422)","(760.825, 108.531, 11.526, -16.901)","(762.728, 103.867, -9.08, 5.815)","(767.834, 99.644, 13.615, -16.297)","(766.145, 85.565, -23.486, 9.907)","(758.917, 78.216, 6.923, -5.886)","(730.103, 65.226, -25.983, -3.049)","(694.225, 65.667, -49.664, -11.672)","(661.067, 64.844, -23.141, -10.574)","(617.813, 62.799, -38.489, -4.588)",
51,"(285.685, 569.384, 22.921, 18.216)","(324.832, 568.204, 40.667, -6.084)","(365.897, 565.263, 49.191, 10.788)","(400.517, 561.925, 36.293, -8.801)","(435.459, 561.95, 26.378, 6.131)","(470.161, 560.859, 41.61, 6.135)","(500.69, 558.882, 23.441, 11.062)","(531.597, 557.498, 26.699, 13.484)","(567.812, 555.783, 26.045, 9.392)","(598.276, 551.294, 39.187, -13.485)","(623.49, 541.715, 22.52, 5.114)","(644.781, 536.896, 20.207, -4.277)","(671.396, 539.383, 29.514, 8.858)","(696.027, 545.172, 12.514, 20.081)","(716.77, 545.002, 23.207, -17.354)","(739.146, 546.175, 38.148, 13.353)","(764.103, 550.234, 21.531, 16.63)","(768.575, 572.101, 15.87, 40.872)","(773.925, 615.561, -1.694, 51.101)","(780.286, 649.262, 2.404, 27.926)","(744.168, 657.706, -50.119, -10.588)","(706.341, 649.729, -24.671, 6.561)","(675.184, 643.944, -31.891, -20.081)","(664.217, 640.725, 2.018, -1.22)","(658.485, 636.644, -15.457, -19.987)","(650.635, 636.132, -8.732, 2.273)","(644.212, 636.097, -13.391, 2.435)","(643.42, 636.012, -23.028, -2.794)","(643.569, 636.066, 8.925, 3.242)","(646.045, 636.113, 9.491, 3.977)","(646.95, 636.081, 5.62, 0.828)","(647.128, 636.151, 6.842, 7.219)","(645.882, 636.118, 8.939, 1.29)","(645.063, 636.036, -10.612, -2.324)","(644.782, 636.013, -14.959, -0.234)",
52,"(601.037, 581.634, 30.931, 15.079)","(610.638, 583.988, 32.08, 0.669)","(632.609, 583.505, 51.245, -1.278)","(658.006, 583.784, 38.517, -9.754)","(692.29, 583.103, 40.239, 9.922)","(725.531, 581.873, 40.539, 7.617)","(745.98, 574.905, 21.071, -15.942)","(768.002, 569.154, 22.421, 20.935)","(777.986, 566.28, 11.29, -35.078)","(785.685, 608.4, -6.208, 47.369)","(791.504, 642.698, -6.7, 31.553)","(767.737, 661.878, -28.638, 18.593)","(721.659, 667.682, -47.436, 15.12)","(674.306, 666.265, -49.364, -13.297)","(630.182, 663.22, -41.55, 14.98)","(587.035, 660.659, -28.119, 1.155)","(547.674, 657.163, -46.524, -18.214)","(506.059, 653.223, -54.436, -3.81)","(464.09, 653.05, -32.208, -7.085)","(420.152, 653.586, -45.509, -0.036)","(379.794, 654.849, -56.247, 16.566)","(337.406, 655.883, -54.385, -3.764)","(295.883, 658.413, -28.755, 17.553)","(254.555, 661.043, -48.452, 19.239)","(216.171, 666.043, -48.709, -13.87)","(177.837, 665.071, -34.77, -1.142)","(141.607, 653.479, -8.922, -51.305)","(121.313, 614.176, -8.471, -31.479)","(108.826, 573.887, -23.769, -41.103)","(93.863, 534.964, -25.856, -26.889)","(81.871, 496.378, -4.389, -46.195)","(70.675, 459.478, 4.895, -36.827)","(65.374, 430.443, -5.933, -39.554)","(68.616, 398.967, -11.577, -50.045)","(None, None, None, None)",
53,"(722.071, 221.384, 40.849, -9.079)","(764.333, 214.014, 37.904, -8.666)","(794.754, 198.013, 28.466, -19.753)","(819.89, 173.338, 14.693, -24.775)","(824.291, 162.003, 9.265, -25.088)","(824.291, 162.003, 9.265, -25.088)","(824.291, 162.003, 9.265, -25.088)","(824.291, 162.003, 9.265, -25.088)","(824.291, 162.003, 9.265, -25.088)","(824.291, 162.003, 9.265, -25.088)","(824.291, 162.003, 9.265, -25.088)","(821.919, 150.307, -4.732, -21.155)","(814.865, 114.794, -11.663, -48.863)","(813.365, 78.455, 0.646, -22.936)","(811.727, 63.172, 3.899, -3.737)","(816.148, 62.452, 2.555, -1.353)","(819.228, 61.611, -0.662, -0.352)","(823.881, 62.506, 7.635, -0.241)","(828.913, 63.647, 2.415, 2.78)","(830.526, 63.679, 1.439, 0.819)","(831.977, 65.263, -0.965, 1.009)","(830.094, 67.486, -3.432, 3.88)","(828.716, 64.283, 3.31, -2.688)","(829.97, 62.289, -6.573, 12.271)","(816.821, 64.524, -2.559, -9.948)","(799.296, 64.397, -29.547, -26.763)","(771.627, 49.71, -13.115, -2.906)","(734.688, 53.642, -46.893, 17.137)","(694.885, 62.822, -15.482, -1.202)","(658.409, 66.194, -53.212, -12.494)","(619.648, 71.253, -42.001, 23.385)","(579.656, 76.324, -36.457, 1.466)","(543.396, 78.53, -39.089, -11.861)","(503.566, 77.936, -37.662, -4.083)","(463.919, 82.682, -40.678, 2.483)",
54,"(450.694, 517.744, 26.486, -3.546)","(481.374, 508.804, 33.289, -1.897)","(512.586, 505.381, 33.605, -1.186)","(538.75, 512.213, 26.054, 10.659)","(563.067, 518.325, 30.123, 1.903)","(591.341, 519.167, 25.957, -3.365)","(619.811, 517.36, 33.498, 8.41)","(653.021, 522.878, 38.863, -5.25)","(683.908, 530.601, 33.702, 9.775)","(708.213, 537.139, 21.223, 9.553)","(729.641, 541.808, 11.439, 3.55)","(743.901, 543.555, 18.388, 6.343)","(761.599, 550.784, 13.897, 11.856)","(772.568, 554.866, 16.224, 30.419)","(785.743, 595.74, 9.006, 35.07)","(791.607, 629.985, 5.895, 30.742)","(791.506, 662.566, -19.697, 25.066)","(765.58, 682.338, -34.576, 11.519)","(729.181, 685.362, -39.049, 1.628)","(696.515, 685.885, -31.47, -2.384)","(668.845, 684.214, -34.595, -0.193)","(632.946, 685.072, -35.25, -0.367)","(591.177, 683.921, -40.246, -0.423)","(552.338, 677.173, -35.113, -4.9)","(516.339, 668.6, -41.63, -9.475)","(478.491, 658.891, -39.498, -10.325)","(434.015, 652.594, -36.722, -14.352)","(386.484, 651.709, -47.794, 12.909)","(340.344, 650.759, -40.409, -0.304)","(295.161, 652.928, -29.696, 9.38)","(251.522, 658.845, -39.319, 4.147)","(209.76, 665.137, -27.437, -6.77)","(171.391, 663.574, -24.538, -6.966)","(138.611, 646.505, -6.568, -55.747)","(121.441, 603.375, -27.232, -48.581)",
55,"(328.408, 243.435, 38.711, -6.721)","(359.503, 232.314, 27.37, -11.928)","(378.15, 221.856, 33.492, -6.067)","(405.504, 222.415, 29.515, 4.391)","(433.022, 220.442, 28.86, -2.379)","(465.79, 211.57, 40.209, -1.585)","(493.644, 193.8, 22.704, -19.667)","(510.736, 180.128, 14.468, -9.666)","(522.299, 167.43, 2.221, -10.14)","(522.917, 166.001, 0.702, -5.531)","(522.917, 166.001, 0.702, -5.531)","(522.917, 166.001, 0.702, -5.531)","(522.917, 166.001, 0.702, -5.531)","(526.289, 166.093, 18.49, -0.631)","(541.913, 167.973, 16.534, 6.18)","(559.533, 172.823, 13.59, 6.345)","(576.063, 178.322, 14.461, 5.579)","(593.484, 184.643, 17.709, 8.801)","(611.755, 184.23, 20.776, 0.743)","(625.814, 186.412, 12.957, 0.709)","(636.185, 185.393, 6.463, -5.825)","(645.788, 179.999, 13.844, -4.433)","(655.578, 177.427, 9.718, 0.089)","(668.341, 178.224, 21.54, 4.69)","(681.847, 179.301, 16.947, 0.431)","(694.302, 177.244, 13.189, -10.664)","(707.742, 176.622, 31.806, 13.446)","(724.32, 179.755, 13.331, -9.116)","(740.628, 180.698, 9.014, -4.126)","(753.468, 183.32, 13.599, -16.318)","(763.735, 185.173, 22.045, -14.736)","(768.026, 183.162, -4.181, -6.806)","(768.016, 195.993, 11.56, 10.207)","(772.957, 182.629, 5.692, -4.549)","(784.247, 156.825, -11.459, -30.575)",
56,"(408.536, 176.457, 30.488, -15.336)","(432.203, 166.072, 35.695, -8.839)","(432.203, 166.072, 35.695, -8.839)","(432.203, 166.072, 35.695, -8.839)","(432.203, 166.072, 35.695, -8.839)","(432.203, 166.072, 35.695, -8.839)","(432.203, 166.072, 35.695, -8.839)","(433.227, 166.001, 61.452, -4.289)","(433.227, 166.001, 61.452, -4.289)","(433.227, 166.001, 61.452, -4.289)","(433.227, 166.001, 61.452, -4.289)","(434.814, 166.008, 15.45, -2.553)","(448.036, 168.69, 16.238, 6.06)","(461.326, 173.488, 14.442, 8.099)","(475.707, 178.215, 13.314, 3.842)","(492.145, 180.194, 15.237, 5.31)","(507.268, 183.702, 12.909, 3.047)","(523.15, 187.213, 16.914, 1.518)","(537.439, 191.222, 15.63, 1.448)","(552.322, 193.32, 15.9, 0.303)","(567.647, 195.271, 16.375, 4.211)","(582.533, 197.431, 14.773, 0.476)","(595.65, 199.453, 12.381, 4.615)","(607.533, 200.018, 12.013, 2.508)","(619.067, 200.557, 10.496, 0.497)","(631.032, 200.5, 11.97, 2.349)","(642.826, 200.231, 9.042, 0.49)","(654.749, 199.633, 12.137, 0.96)","(674.719, 198.281, 29.054, -16.295)","(698.907, 194.194, 17.702, 4.254)","(714.884, 190.569, 8.52, 11.081)","(726.668, 187.054, -1.339, 11.902)","(733.721, 188.752, 20.206, -13.242)","(738.734, 196.378, 19.532, 12.796)","(752.797, 200.899, 11.454, 12.714)",
