,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
50,"(553.069, 199.269, 37.599, -6.875)","(584.393, 190.45, 38.766, -8.665)","(614.238, 189.156, 39.354, 0.072)","(651.692, 193.941, 43.915, -0.33)","(694.536, 185.779, 47.657, -33.852)","(722.933, 175.163, 36.529, -24.925)","(748.109, 170.145, 7.627, 7.384)","(762.219, 177.232, 30.048, 14.886)","(771.051, 181.861, 7.628, 15.876)","(774.229, 151.74, -14.957, -49.371)","(762.932, 116.088, -14.607, -8.718)","(752.29, 111.444, -3.4, -8.885)","(754.0, 107.313, -6.371, -0.513)","(758.458, 103.577, 7.608, 14.168)","(762.014, 93.086, 9.259, -27.5)","(766.314, 81.961, -6.046, -24.668)","(740.949, 73.592, -25.962, 5.492)","(697.781, 82.265, -35.599, -9.766)","(656.157, 84.968, -51.163, 16.687)","(613.242, 90.839, -55.947, -14.841)","(573.581, 91.971, -48.137, 1.366)","(537.764, 96.014, -32.583, 17.252)","(498.482, 96.551, -48.437, -12.615)","(459.454, 97.295, -45.616, 17.875)","(421.071, 97.564, -19.727, -16.605)","(382.388, 97.724, -33.573, 4.651)","(338.377, 98.056, -53.517, 14.698)","(299.385, 96.674, -34.419, 10.718)","(262.596, 95.858, -43.502, 2.497)","(225.854, 92.673, -25.216, -3.582)","(186.449, 95.27, -21.841, -3.825)","(155.759, 86.35, -38.901, -13.426)","(130.11, 125.08, -5.969, 35.556)","(122.556, 168.062, -15.105, 35.992)","(116.407, 211.563, -20.74, 38.583)","(111.669, 245.65, 7.458, 48.386)","(107.053, 280.381, 9.341, 27.37)","(102.628, 312.237, -12.65, 28.231)","(98.139, 339.039, -5.996, 8.404)","(90.075, 366.438, -16.456, 24.005)","(77.607, 377.26, -42.08, -4.631)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
51,"(277.106, 396.264, 31.168, 7.855)","(310.043, 402.952, 42.932, -1.259)","(341.278, 405.777, 29.805, -3.855)","(371.645, 411.549, 30.211, 0.022)","(402.198, 418.457, 31.398, -7.783)","(433.44, 429.792, 39.795, 8.989)","(469.041, 439.659, 36.989, 3.756)","(506.608, 445.203, 40.718, 21.11)","(540.904, 445.098, 42.103, -1.959)","(570.314, 450.639, 14.878, -0.637)","(601.439, 454.389, 29.699, 9.429)","(631.075, 458.545, 36.604, -0.588)","(658.24, 463.659, 16.393, -5.69)","(684.386, 469.263, 21.388, 2.521)","(705.333, 477.389, 10.546, -5.682)","(722.664, 483.045, 20.189, 17.274)","(741.602, 486.881, 26.807, 10.306)","(752.267, 489.782, 11.972, -1.682)","(764.961, 497.149, -2.516, 21.02)","(778.121, 503.692, 6.357, 12.264)","(789.342, 514.434, 18.383, 28.409)","(798.059, 527.199, 11.592, 19.227)","(805.841, 551.699, 18.115, 21.112)","(801.044, 583.5, -0.507, 51.613)","(794.346, 617.693, -16.729, 33.035)","(797.794, 642.798, 10.347, 31.104)","(788.685, 654.239, -4.559, 5.544)","(766.367, 669.428, -40.652, 11.674)","(734.511, 678.4, -42.171, 7.356)","(702.283, 684.917, -19.046, 6.935)","(669.733, 686.15, -26.919, -5.028)","(629.404, 686.818, -48.502, -2.776)","(592.321, 683.839, -28.415, -14.138)","(553.544, 682.891, -32.902, -5.227)","(517.076, 683.717, -38.759, 0.74)","(480.974, 684.843, -24.708, 9.732)","(447.436, 685.803, -15.67, -10.417)","(413.701, 685.554, -31.771, 5.392)","(376.91, 685.661, -32.783, 14.799)","(341.054, 684.41, -41.397, -12.773)","(306.22, 685.857, -44.372, 2.796)","(276.742, 685.908, -43.401, -7.938)","(250.127, 685.525, -19.747, -12.587)","(224.317, 685.961, -24.619, -12.763)","(193.033, 688.393, -44.628, -8.834)","(152.949, 677.535, -59.427, -25.688)","(118.644, 648.774, -10.681, -47.234)","(93.743, 611.521, -21.585, -34.709)","(74.372, 576.56, -28.664, -21.234)","(62.035, 545.797, -14.9, -24.482)","(56.745, 523.833, -11.308, -5.638)","(55.068, 504.492, -4.544, -14.484)","(50.436, 490.844, -8.197, -7.753)","(47.193, 476.179, 4.256, -11.823)","(46.118, 460.274, 3.173, -23.241)","(46.004, 444.413, -13.076, -17.068)","(48.293, 427.507, 15.616, 0.985)","(56.042, 399.264, 7.067, -37.28)","(28.573, 380.059, -75.455, -25.139)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
52,"(589.31, 532.578, 49.094, 12.06)","(630.283, 539.39, 39.649, 11.096)","(672.194, 546.737, 53.116, -7.358)","(711.614, 555.549, 24.212, 3.46)","(735.986, 566.581, 13.27, 19.145)","(751.46, 576.684, 24.451, 3.787)","(758.072, 587.542, -7.11, 15.893)","(766.091, 591.637, -4.855, -7.409)","(764.723, 589.695, -1.588, 9.423)","(763.396, 584.819, 24.589, 5.671)","(770.019, 580.364, -0.391, 10.287)","(782.441, 593.569, 16.7, 5.127)","(778.675, 588.901, 1.538, 3.12)","(789.865, 595.14, 18.589, 2.418)","(787.211, 585.688, -18.267, -30.21)","(788.327, 581.912, 16.984, -9.43)","(785.397, 583.844, -7.166, 50.867)","(789.511, 624.975, 10.334, 39.664)","(777.327, 656.025, -41.701, 26.537)","(739.764, 659.035, -43.951, 27.691)","(695.85, 669.461, -26.829, 15.449)","(650.338, 666.455, -30.318, -4.725)","(604.858, 665.421, -53.798, 14.526)","(564.293, 659.433, -22.811, 6.549)","(537.868, 663.051, -38.882, 21.359)","(499.565, 665.845, -37.407, -6.749)","(465.4, 662.078, -8.062, -11.756)","(438.196, 659.234, -30.859, 13.746)","(391.571, 661.094, -40.829, -20.63)","(351.941, 651.07, -45.654, -17.949)","(317.059, 642.364, -40.16, -1.406)","(284.308, 637.484, -26.425, -16.051)","(253.382, 638.797, -15.746, 12.21)","(223.577, 644.388, -13.348, -0.37)","(199.543, 651.736, -24.974, 2.949)","(181.997, 651.085, -27.601, 0.75)","(154.479, 654.149, -29.485, 15.592)","(131.716, 628.548, -1.486, -47.819)","(129.04, 583.618, 5.994, -50.076)","(123.077, 545.399, -25.118, -27.813)","(114.52, 506.316, 1.831, -20.675)","(108.621, 472.026, -3.142, -44.095)","(99.482, 440.028, -22.893, -21.137)","(96.202, 413.225, 12.823, -12.619)","(96.934, 397.07, 10.934, -14.034)","(93.994, 385.354, -11.536, -10.427)","(96.081, 381.022, 22.0, 3.995)","(85.39, 382.28, -15.295, -4.583)","(39.688, 382.853, -76.211, -13.791)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
53,"(432.71, 485.841, 57.15, 1.909)","(482.02, 483.413, 38.404, -14.296)","(519.635, 485.31, 53.415, -9.497)","(556.325, 488.994, 27.774, 10.822)","(592.905, 494.018, 42.237, 8.017)","(626.168, 504.849, 38.03, 16.942)","(660.388, 512.367, 29.105, -2.27)","(689.535, 522.121, 14.165, 16.543)","(718.706, 528.452, 31.448, -5.6)","(751.131, 533.698, 31.835, 1.668)","(776.587, 547.054, 12.835, 17.286)","(787.08, 572.36, 7.912, 43.501)","(797.393, 614.23, -8.991, 40.972)","(792.069, 650.698, -5.529, 43.874)","(753.429, 658.789, -47.919, -5.768)","(712.622, 655.696, -29.446, -22.554)","(669.554, 660.873, -64.674, 16.514)","(631.17, 659.607, -27.583, -8.176)","(581.055, 661.011, -48.415, -12.987)","(544.744, 651.591, -36.092, 1.82)","(512.196, 642.814, -19.693, -4.885)","(488.769, 643.969, -24.953, -7.733)","(442.725, 653.159, -63.17, -0.038)","(399.129, 643.985, -33.517, -4.779)","(364.584, 640.385, -32.413, -0.629)","(335.78, 636.006, -47.111, -2.254)","(308.668, 636.163, -33.218, -12.495)","(274.22, 636.097, -40.441, -1.358)","(239.979, 638.544, -37.788, -10.162)","(216.125, 646.66, -17.452, -2.007)","(204.531, 655.301, -12.764, 22.164)","(193.574, 651.005, -51.974, -7.173)","(184.381, 651.048, -31.158, -2.911)","(156.658, 651.387, -63.246, 4.417)","(128.036, 628.825, -26.351, -40.632)","(127.247, 584.318, -15.696, -50.369)","(122.431, 545.125, -0.376, -39.138)","(113.511, 505.015, -25.381, -55.277)","(107.385, 468.038, 4.09, -47.789)","(99.978, 434.726, -19.044, -46.176)","(96.079, 411.065, -24.825, -24.148)","(86.404, 391.868, -33.401, -31.16)","(55.914, 378.204, -81.496, -7.419)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
54,"(363.493, 563.959, 44.303, 16.127)","(407.659, 566.612, 40.593, 11.965)","(447.856, 566.746, 58.007, -6.909)","(490.039, 567.132, 32.309, 6.653)","(527.372, 565.844, 31.311, -2.653)","(560.996, 565.721, 34.987, -0.975)","(594.92, 570.508, 10.433, -2.209)","(618.018, 567.221, 4.904, -1.91)","(659.765, 560.706, 42.313, 12.555)","(688.141, 560.4, 12.163, -3.08)","(718.431, 553.817, 14.774, 2.584)","(740.521, 554.673, 13.743, -2.249)","(764.102, 547.995, 27.798, 0.299)","(777.305, 566.991, 32.218, 69.016)","(771.791, 602.771, 22.756, 45.671)","(779.652, 638.752, 2.628, 23.632)","(762.25, 657.358, -39.698, -13.734)","(724.206, 645.498, -17.903, -7.061)","(704.879, 636.056, -21.77, -13.16)","(704.879, 636.056, -21.77, -13.16)","(703.793, 636.045, -65.116, -0.671)","(703.793, 636.045, -65.116, -0.671)","(703.239, 636.005, -33.292, -2.397)","(703.239, 636.005, -33.292, -2.397)","(703.239, 636.005, -33.292, -2.397)","(703.239, 636.005, -33.292, -2.397)","(703.239, 636.005, -33.292, -2.397)","(700.097, 636.009, -32.34, -0.489)","(695.751, 636.222, -55.055, 4.016)","(682.57, 636.005, -56.567, -7.097)","(671.703, 636.028, -43.978, -0.891)","(666.496, 636.007, -30.316, -1.488)","(661.122, 636.1, -52.662, 5.898)","(645.823, 636.085, -50.373, -0.263)","(624.654, 636.066, -39.373, -5.092)","(609.094, 636.019, -36.15, -8.413)","(591.144, 636.085, -29.113, 0.515)","(568.212, 636.168, -53.813, 4.813)","(530.914, 636.209, -34.718, 3.417)","(495.575, 636.314, -30.828, 11.301)","(464.187, 636.515, -31.256, -0.344)","(432.593, 637.479, -38.559, 12.41)","(402.38, 638.658, -33.872, -8.44)","(369.411, 641.005, -28.34, 2.852)","(334.55, 640.068, -47.312, 7.285)","(303.952, 640.895, -15.179, 17.315)","(275.611, 642.362, -37.245, 16.976)","(252.461, 644.016, -31.307, -3.117)","(231.478, 646.945, -30.747, -5.008)","(214.604, 655.701, -17.876, 18.79)","(188.194, 652.15, -35.981, 3.698)","(157.671, 655.425, -29.506, -2.442)","(134.264, 639.426, -19.586, -29.966)","(125.957, 600.457, -9.7, -48.426)","(118.609, 563.041, 5.068, -39.876)","(112.277, 526.983, 7.398, -31.403)","(109.647, 493.07, 5.769, -31.848)","(104.068, 460.297, 10.119, -30.851)","(101.037, 433.173, 2.654, -32.724)","(95.324, 413.842, -23.458, -9.744)","(80.186, 392.066, -22.775, -31.061)","(30.081, 377.845, -58.992, -15.587)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
55,"(673.678, 411.442, 20.852, 14.959)","(707.95, 431.44, 45.412, 13.235)","(740.002, 455.444, 24.696, 26.796)","(763.723, 475.185, 30.406, 22.139)","(783.602, 499.563, 11.519, 35.844)","(797.78, 510.387, 16.411, 24.182)","(809.726, 528.506, 10.808, -5.351)","(817.524, 536.34, 10.002, -0.057)","(815.79, 540.89, 5.73, 13.309)","(812.197, 547.716, -10.555, -15.418)","(811.701, 562.251, -6.269, 32.332)","(808.356, 595.288, 23.574, 63.45)","(815.278, 637.385, 18.837, 14.747)","(814.396, 666.438, -24.0, 33.941)","(793.905, 682.638, -32.06, 28.815)","(750.167, 692.51, -33.356, -11.712)","(705.121, 691.348, -27.7, 15.064)","(659.809, 691.826, -49.282, -6.566)","(618.641, 690.753, -35.361, 3.101)","(570.886, 687.706, -38.278, -2.401)","(527.573, 686.939, -49.394, 13.926)","(486.269, 686.619, -47.687, 13.082)","(444.145, 689.827, -51.029, 8.933)","(403.266, 686.097, -34.509, 8.871)","(366.483, 683.918, -22.908, 7.706)","(328.272, 681.607, -25.063, -6.35)","(287.377, 679.979, -26.191, -8.833)","(250.121, 678.979, -32.449, 10.662)","(215.273, 676.795, -38.619, 17.331)","(180.703, 678.906, -43.393, 10.843)","(144.801, 667.375, -22.452, -27.881)","(126.248, 634.241, -11.959, -42.926)","(110.938, 596.963, -1.695, -51.014)","(99.65, 556.391, -21.112, -47.7)","(86.927, 516.137, -16.957, -54.267)","(80.608, 479.783, -12.722, -31.329)","(79.463, 444.335, -12.001, -42.749)","(72.552, 411.822, -16.542, -41.855)","(41.964, 390.644, -81.185, -7.823)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
56,"(410.303, 434.202, 24.533, -10.511)","(441.24, 437.333, 18.248, 17.795)","(473.851, 439.72, 27.33, -14.814)","(508.65, 437.498, 32.424, -12.059)","(545.012, 438.039, 48.559, -6.175)","(581.201, 442.219, 45.847, -5.907)","(616.497, 447.546, 23.548, 21.033)","(647.357, 452.529, 43.367, -8.596)","(674.08, 460.589, 13.036, 16.681)","(697.91, 468.298, 36.272, 10.82)","(720.909, 477.071, 30.158, 20.289)","(745.474, 484.999, 12.54, -6.027)","(768.984, 489.745, 13.671, 17.721)","(785.112, 495.275, 15.007, 26.409)","(796.13, 507.069, 13.044, -3.455)","(799.857, 516.248, 18.91, 25.942)","(800.451, 525.353, -9.092, -0.218)","(797.102, 551.386, 4.644, 26.048)","(801.488, 591.105, -10.131, 23.012)","(813.318, 626.262, 18.366, 38.386)","(816.831, 653.766, -15.543, 21.58)","(810.561, 671.353, -0.092, 4.579)","(784.098, 687.188, -39.076, 32.478)","(745.235, 695.176, -30.38, -0.943)","(705.029, 696.17, -25.401, -0.989)","(662.523, 697.444, -33.214, 4.903)","(623.967, 695.205, -56.188, -14.953)","(582.97, 692.278, -44.96, 15.279)","(541.081, 692.039, -32.416, 15.473)","(501.801, 693.655, -55.356, 0.261)","(462.213, 692.114, -36.409, -4.02)","(421.093, 692.468, -43.949, -6.73)","(374.904, 690.822, -45.421, 2.255)","(332.631, 688.404, -39.032, -3.225)","(290.872, 683.853, -40.693, 10.16)","(257.14, 685.637, -43.063, 5.713)","(227.295, 682.314, -17.446, -0.648)","(194.177, 686.142, -46.472, -3.664)","(160.82, 676.969, -39.843, -10.422)","(124.139, 652.392, -16.103, -44.662)","(98.896, 616.602, -16.762, -22.179)","(80.391, 581.743, -9.215, -30.326)","(65.418, 548.92, 1.702, -37.921)","(54.204, 520.216, -15.328, -15.158)","(47.397, 499.512, -19.285, -29.102)","(46.01, 484.822, -2.357, -18.728)","(46.009, 483.134, -0.824, -43.818)","(46.037, 478.744, -8.854, -33.813)","(46.137, 462.007, -14.603, -55.715)","(46.134, 446.881, -8.997, -31.966)","(46.3, 428.952, 4.199, -2.43)","(53.038, 413.318, -3.714, -50.513)","(28.403, 384.699, -64.198, -9.316)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
57,"(488.491, 214.733, 47.436, -19.138)","(533.765, 206.314, 39.463, -0.179)","(572.152, 199.262, 31.722, -10.823)","(604.104, 197.847, 18.745, -10.623)","(641.049, 199.023, 46.06, 3.888)","(680.785, 192.792, 32.113, -24.01)","(709.587, 184.592, 28.387, -31.078)","(732.399, 174.98, 16.895, 0.798)","(742.395, 166.055, 21.284, 1.692)","(744.621, 167.002, 8.971, 0.775)","(754.463, 164.478, 16.599, -20.694)","(751.801, 165.984, 26.662, -11.263)","(756.532, 166.681, -2.758, 2.785)","(772.836, 180.262, 15.796, 20.156)","(780.937, 150.716, 1.905, -49.751)","(764.243, 121.834, -18.239, -1.238)","(765.474, 102.309, -12.631, -7.368)","(771.286, 83.174, 14.976, -38.393)","(730.438, 66.516, -61.692, -18.101)","(683.388, 62.487, -36.834, 11.913)","(641.456, 61.03, -35.207, -6.942)","(601.425, 61.359, -36.737, 16.708)","(559.383, 58.864, -27.861, -13.457)","(517.87, 60.141, -55.425, -12.249)","(474.674, 60.995, -37.514, -13.363)","(428.521, 61.17, -44.755, -13.419)","(384.161, 61.232, -47.888, 8.202)","(345.296, 61.98, -29.787, -12.512)","(307.305, 63.356, -17.476, -8.865)","(269.446, 63.542, -29.551, -1.119)","(231.184, 67.527, -25.089, -2.232)","(198.089, 63.888, -49.686, 6.564)","(155.516, 67.375, -44.849, 19.987)","(113.195, 83.816, -36.309, 35.866)","(89.674, 109.934, -24.21, 37.223)","(73.691, 140.745, 0.111, 24.848)","(66.429, 181.918, -10.597, 43.347)","(65.66, 222.055, -16.438, 35.461)","(66.361, 261.237, 4.921, 31.686)","(62.678, 292.323, -3.381, 13.29)","(59.484, 320.693, 3.843, 43.894)","(59.562, 348.498, -31.018, 31.569)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
58,"(336.286, 195.916, 48.471, 0.711)","(373.321, 187.708, 27.045, -0.279)","(405.007, 184.001, 19.783, 9.004)","(433.724, 190.277, 19.464, 4.227)","(469.422, 194.518, 48.762, 10.592)","(511.778, 188.637, 49.318, -5.981)","(551.294, 182.024, 38.576, 3.043)","(582.004, 179.382, 41.835, -11.196)","(613.391, 188.292, 21.974, 19.726)","(653.228, 190.153, 20.874, -5.33)","(686.978, 196.501, 31.32, 1.145)","(715.331, 194.284, -1.449, -2.107)","(735.158, 195.644, 31.428, 12.112)","(758.75, 197.395, 0.345, -8.854)","(769.389, 193.391, -25.309, -51.756)","(770.391, 178.302, -8.327, -29.828)","(766.368, 136.487, -33.791, -30.204)","(756.007, 120.901, -1.486, -10.654)","(757.562, 112.414, 19.406, -8.473)","(763.372, 100.375, 13.897, -1.935)","(757.671, 88.493, -40.667, 8.128)","(723.637, 93.136, -17.039, -2.812)","(689.121, 85.786, -43.674, -0.765)","(652.035, 88.037, -26.258, 11.018)","(617.479, 87.507, -26.608, -17.963)","(570.798, 91.073, -33.329, 14.559)","(537.746, 97.845, -39.048, 0.614)","(499.44, 97.464, -49.538, -16.627)","(459.58, 98.551, -59.891, 12.87)","(422.03, 98.294, -41.007, 14.214)","(386.14, 98.38, -19.463, 4.366)","(351.748, 98.275, -46.216, -0.102)","(317.046, 96.838, -32.118, 3.302)","(281.656, 97.144, -37.823, 6.169)","(247.776, 94.337, -53.512, 6.528)","(213.778, 90.945, -25.416, 7.389)","(174.827, 95.754, -32.18, 7.327)","(139.165, 100.285, -13.921, 36.107)","(123.614, 143.854, -13.616, 49.304)","(120.797, 181.331, -7.073, 21.094)","(116.418, 217.995, -16.295, 51.712)","(111.718, 253.75, -8.536, 45.331)","(108.053, 287.657, 6.859, 20.382)","(104.875, 319.518, -4.281, 25.957)","(101.277, 342.349, -2.464, 15.717)","(89.958, 360.293, -19.57, 16.342)","(65.987, 368.629, -27.387, -12.115)","(26.416, 365.056, -68.784, -1.812)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
59,"(533.631, 570.005, 33.876, -13.407)","(571.524, 571.643, 43.928, 4.91)","(606.968, 580.769, 46.087, 23.022)","(624.628, 583.878, 42.021, -1.349)","(633.618, 583.97, 24.858, -0.47)","(648.513, 583.931, 44.884, 0.02)","(671.061, 583.58, 53.732, 0.799)","(692.321, 583.986, 36.395, 4.302)","(698.146, 583.988, 14.704, 2.246)","(698.412, 583.984, 15.972, -0.246)","(702.076, 583.984, 14.319, 5.289)","(711.154, 583.761, 18.399, -5.709)","(717.103, 583.835, 6.231, -2.173)","(725.088, 583.581, 12.866, -1.651)","(737.196, 578.178, 3.888, 17.746)","(747.671, 576.839, 16.705, -15.994)","(752.909, 574.092, 1.153, 10.363)","(759.263, 567.735, -27.972, 8.795)","(767.113, 560.435, 1.768, 8.085)","(774.501, 570.957, -12.26, 36.064)","(776.418, 606.408, -30.915, 22.111)","(768.249, 625.199, -0.683, 14.199)","(782.221, 653.191, 9.131, 43.181)","(747.555, 657.974, -42.627, 9.881)","(709.238, 667.682, -58.261, 9.59)","(676.319, 670.545, -43.453, -4.616)","(640.873, 660.097, -35.121, -0.075)","(606.007, 659.159, -44.111, 5.104)","(570.377, 656.758, -30.611, -11.335)","(530.896, 661.024, -31.804, 10.597)","(493.039, 666.955, -44.717, 6.589)","(448.22, 668.858, -37.796, -3.294)","(409.174, 672.907, -51.736, 8.902)","(365.638, 674.356, -47.879, 8.456)","(326.34, 672.108, -27.553, 0.066)","(287.658, 662.698, -21.733, 5.098)","(255.029, 659.499, -32.362, -5.275)","(232.63, 656.523, -30.921, -12.169)","(213.78, 654.088, -2.09, 19.931)","(202.122, 650.667, -17.648, -5.469)","(202.122, 650.667, -17.648, -5.469)","(180.822, 651.032, -61.214, -12.327)","(163.659, 651.046, -33.666, 2.321)","(136.244, 647.36, -12.775, -52.132)","(131.689, 596.228, -3.73, -47.666)","(127.49, 555.67, -4.987, -24.764)","(119.333, 517.037, -7.189, -31.093)","(114.167, 483.015, -8.503, -41.209)","(111.067, 452.572, -13.276, -33.276)","(109.428, 429.322, 1.095, -21.296)","(106.243, 408.735, -12.948, 1.088)","(103.204, 390.556, -12.817, -14.046)","(95.0, 383.567, -13.271, 10.507)","(85.259, 380.389, 15.27, -8.777)","(73.738, 378.491, -26.527, 4.089)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
60,"(665.006, 474.834, 31.223, 10.444)","(698.714, 500.158, 21.852, 15.66)","(729.232, 521.302, 23.063, 27.449)","(762.072, 540.392, 41.647, 0.412)","(781.918, 568.044, 10.16, 34.036)","(782.375, 619.814, -8.687, 21.672)","(780.744, 648.844, -0.315, 30.633)","(746.999, 650.935, -45.563, 2.908)","(705.977, 647.316, -19.349, -16.088)","(671.771, 644.593, -38.289, -5.709)","(634.053, 645.515, -43.382, 13.011)","(592.21, 646.935, -28.591, -14.052)","(553.754, 639.9, -47.965, -7.677)","(513.68, 636.238, -48.501, 11.401)","(492.443, 636.044, -43.334, -15.478)","(473.769, 636.124, -60.306, 3.958)","(450.845, 636.088, -53.975, 4.12)","(434.013, 636.022, -65.22, -2.553)","(432.262, 636.007, -29.389, -7.993)","(412.225, 636.176, -34.885, 6.518)","(380.056, 636.288, -46.141, 12.989)","(341.384, 636.953, -27.748, 3.082)","(302.986, 638.49, -25.104, 7.522)","(267.041, 640.908, -26.546, 14.461)","(229.994, 645.701, -50.298, -1.621)","(195.079, 654.018, -33.197, -14.465)","(154.163, 657.306, -62.64, -3.07)","(125.813, 630.971, -27.317, -55.568)","(110.88, 590.463, -20.56, -19.368)","(100.522, 552.103, 1.375, -51.423)","(92.18, 513.468, -1.401, -43.638)","(84.072, 476.286, -10.552, -23.9)","(80.445, 443.283, -0.469, -33.107)","(80.924, 418.164, 5.103, -14.259)","(69.171, 390.555, -23.718, -20.617)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
