,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
31,"(607.71, 547.355, 58.688, -5.412)","(652.268, 556.06, 36.089, -0.755)","(686.693, 551.908, 37.883, 3.447)","(719.44, 545.543, 34.531, -11.715)","(746.423, 552.829, 39.716, -3.635)","(775.752, 563.054, 5.748, 50.416)","(792.806, 586.911, -1.579, 27.351)","(799.769, 632.166, -2.599, 34.313)","(774.469, 653.516, -55.43, 10.984)","(722.728, 649.499, -57.017, -6.714)","(679.007, 646.796, -31.219, 12.55)","(635.86, 642.296, -34.36, -5.294)","(591.702, 636.973, -60.134, 8.624)","(574.281, 636.091, -36.43, 2.331)","(564.007, 636.055, -56.707, -5.501)","(558.123, 636.051, -33.254, -1.718)","(533.541, 636.178, -29.994, 3.182)","(504.333, 636.072, -40.183, -1.058)","(473.297, 636.125, -41.284, -8.076)","(454.309, 636.11, -63.683, -8.046)","(439.783, 636.059, -48.678, 1.232)","(416.473, 636.068, -48.441, 2.745)","(396.628, 636.036, -46.025, -0.098)","(373.135, 636.099, -42.922, -15.158)","(339.988, 636.201, -36.741, 10.15)","(301.831, 637.816, -39.851, 0.367)","(265.307, 640.54, -20.437, 4.921)","(235.042, 645.906, -21.375, 7.073)","(212.416, 665.189, -19.014, 2.84)","(157.843, 667.468, -18.65, 26.771)","(121.499, 638.236, -19.961, -41.3)","(101.969, 591.619, -15.305, -38.673)","(84.746, 543.893, -16.885, -92.954)","(72.353, 503.206, -44.4, -13.81)","(62.99, 461.607, -34.109, -57.026)","(57.592, 437.646, 21.438, 19.476)","(63.965, 411.245, -5.672, -56.766)","(42.943, 387.483, -47.432, -39.397)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
32,"(417.588, 439.657, 55.831, 23.921)","(454.637, 450.77, 46.553, 22.052)","(489.607, 460.857, 39.078, 13.223)","(516.544, 467.089, 24.234, -5.699)","(549.652, 469.81, 25.112, 11.255)","(582.994, 468.849, 44.527, -1.67)","(618.79, 469.83, 43.945, 17.135)","(646.8, 473.263, 36.692, 23.563)","(669.666, 479.14, 41.989, 8.415)","(696.608, 483.953, 39.304, -12.595)","(723.131, 486.34, 32.209, -8.133)","(750.259, 497.689, 33.796, 25.071)","(773.663, 505.073, 15.762, 7.662)","(792.263, 510.624, 5.429, 13.231)","(796.549, 520.108, -5.493, 3.43)","(800.259, 533.272, 4.257, 6.974)","(804.032, 556.195, 11.732, 19.923)","(810.467, 579.696, -11.183, 27.04)","(807.113, 610.469, 2.931, 40.805)","(800.097, 641.062, 13.151, 46.46)","(788.197, 660.274, -27.138, 8.523)","(741.321, 662.388, -27.597, -8.615)","(705.593, 668.666, -31.675, 29.128)","(668.3, 676.808, -50.044, 0.926)","(633.781, 674.812, -36.811, -23.094)","(598.676, 668.595, -19.05, 4.846)","(564.301, 663.656, -42.104, -2.256)","(530.534, 661.935, -30.193, 4.041)","(492.172, 661.484, -49.161, 14.22)","(449.204, 669.415, 11.271, 15.417)","(413.635, 678.08, -72.726, 27.631)","(373.677, 676.294, 3.857, -26.009)","(331.184, 682.298, -19.601, -4.264)","(288.911, 684.754, 7.129, -31.043)","(251.697, 684.043, -20.322, 7.006)","(216.617, 680.6, -45.205, 51.56)","(179.357, 686.347, -49.787, -44.295)","(140.898, 674.026, -25.313, 20.605)","(109.349, 640.054, -56.489, -17.857)","(86.817, 604.437, -36.601, -73.596)","(69.84, 568.018, -36.994, -17.264)","(53.681, 537.095, -65.641, 14.405)","(46.736, 504.675, 12.393, -16.626)","(47.229, 479.52, 18.728, -67.43)","(46.758, 462.155, 20.932, -16.623)","(47.453, 441.567, 31.406, -66.62)",
33,"(433.544, 562.114, 40.49, -11.443)","(469.098, 562.939, 53.661, -2.155)","(505.858, 565.993, 46.513, 12.546)","(535.564, 565.574, 33.734, -13.75)","(566.929, 562.13, 43.914, -10.427)","(612.128, 558.793, 45.169, 13.17)","(644.916, 574.526, 29.403, 22.928)","(662.601, 579.939, 1.621, -2.891)","(664.999, 583.97, -14.004, 0.802)","(663.511, 583.911, -7.811, 1.148)","(662.66, 583.72, -16.353, -3.717)","(666.633, 583.92, 3.655, 1.231)","(679.908, 583.568, 10.452, -10.723)","(684.939, 581.843, -3.56, -21.611)","(697.651, 560.129, 39.724, -16.821)","(715.994, 548.5, -0.25, -4.556)","(729.083, 537.989, 27.413, -2.857)","(740.316, 536.235, 0.002, -5.759)","(753.079, 535.313, 6.39, -5.978)","(779.757, 535.747, 15.594, 5.177)","(776.31, 548.088, -16.766, 1.956)","(780.959, 557.27, 22.762, 14.187)","(784.868, 588.417, -8.898, 22.379)","(783.39, 631.93, 8.08, 47.375)","(778.092, 654.629, -71.864, -23.048)","(739.1, 648.025, -1.622, -15.972)","(720.232, 652.299, -21.439, -3.078)","(689.445, 667.311, -32.733, 10.326)","(641.373, 675.386, -55.224, -7.621)","(601.006, 675.504, -28.354, -14.536)","(566.407, 670.991, -22.682, -16.662)","(529.771, 670.098, -40.705, 9.946)","(491.437, 665.639, -80.662, -54.504)","(459.24, 669.575, -89.821, 47.752)","(422.786, 663.929, -36.272, 53.161)","(385.208, 662.194, -75.748, -4.933)","(350.145, 657.82, -52.829, 7.613)","(312.139, 658.578, -15.222, 17.209)","(277.157, 662.725, 23.605, 44.527)","(248.57, 664.117, -61.45, 17.173)","(220.971, 669.155, -78.468, 4.213)","(181.902, 676.644, -63.337, 2.05)","(133.744, 653.896, -85.504, -86.877)","(117.005, 613.827, 1.975, -5.444)","(102.79, 572.032, -16.15, -26.996)","(93.242, 528.065, -34.004, -97.971)",
34,"(531.631, 461.348, 29.838, -1.157)","(562.114, 474.039, 41.621, 2.355)","(597.083, 482.401, 29.469, 12.917)","(634.148, 491.883, 54.301, 13.958)","(670.092, 505.357, 34.161, 19.963)","(699.647, 513.06, 38.261, 7.857)","(728.4, 525.484, 23.764, 4.601)","(753.659, 534.511, 32.216, 1.338)","(770.808, 537.179, 21.695, -10.892)","(779.453, 570.972, 3.27, 61.131)","(785.115, 612.823, -3.715, 19.17)","(783.148, 646.83, -22.849, 6.274)","(757.232, 654.401, -47.047, -0.671)","(694.795, 642.639, -56.801, -1.681)","(641.886, 636.62, -55.433, 11.434)","(623.461, 636.008, -66.008, -0.018)","(623.461, 636.008, -66.008, -0.018)","(623.461, 636.008, -66.008, -0.018)","(623.461, 636.008, -66.008, -0.018)","(621.86, 636.005, -96.107, -0.131)","(606.454, 636.077, -97.543, -2.628)","(594.232, 636.132, -120.027, 6.285)","(572.672, 636.001, -66.922, -8.217)","(547.827, 636.043, -77.641, -10.776)","(515.081, 636.039, -45.715, -2.192)","(491.249, 636.042, -31.747, 1.639)","(463.334, 636.212, -34.051, 5.008)","(431.796, 636.75, -62.853, 12.212)","(392.649, 636.646, -43.227, 1.802)","(359.808, 636.026, -62.227, -1.252)","(337.421, 636.127, -57.244, 6.012)","(292.304, 638.245, -59.074, -4.086)","(255.481, 642.567, -34.893, 17.823)","(228.541, 652.886, -90.508, 21.096)","(185.328, 665.269, -7.233, 2.609)","(153.796, 660.786, -36.507, 36.339)","(127.216, 621.201, 31.566, -39.474)","(119.877, 576.572, -55.721, -90.019)","(119.593, 528.265, -4.298, 1.72)","(109.438, 487.746, 37.034, -19.958)","(101.453, 446.796, 43.618, -57.535)","(93.747, 412.867, -41.726, 30.938)","(81.597, 387.702, -27.659, -25.764)","(64.786, 386.321, -17.754, 1.693)","(None, None, None, None)","(None, None, None, None)",
35,"(436.155, 498.029, 37.233, -6.14)","(475.871, 505.058, 24.217, 10.711)","(510.872, 511.843, 47.133, -1.431)","(541.994, 515.761, 42.897, 3.25)","(570.625, 514.802, 27.992, 6.643)","(599.82, 517.461, 27.512, -0.103)","(630.991, 523.591, 31.4, 10.337)","(665.166, 529.502, 12.99, 9.29)","(688.685, 535.291, 13.783, 8.924)","(723.149, 538.863, 33.765, -1.451)","(752.842, 543.034, 35.127, 33.054)","(772.256, 562.124, 16.414, 30.812)","(772.63, 603.509, 3.742, 38.605)","(779.704, 642.566, -1.388, 16.633)","(763.842, 659.686, -50.325, -29.142)","(716.708, 646.137, -30.486, -22.389)","(680.504, 640.891, -36.734, 10.069)","(649.766, 653.528, -32.412, 19.471)","(609.084, 670.191, -52.244, -1.862)","(560.715, 657.828, -47.877, -30.806)","(527.657, 640.072, -15.807, -9.432)","(511.954, 636.012, -46.273, -4.196)","(506.453, 636.156, -32.468, 0.236)","(494.652, 636.093, -29.002, 3.791)","(476.26, 636.166, -49.994, 4.186)","(448.99, 636.097, -63.175, -9.162)","(420.628, 636.297, -54.444, 7.993)","(397.181, 636.084, -74.361, -0.333)","(358.649, 636.203, -52.065, 1.515)","(317.375, 636.24, -43.877, 7.023)","(276.946, 638.864, -49.08, 1.895)","(247.993, 639.277, -29.769, 13.402)","(225.552, 648.692, -31.584, 6.535)","(185.814, 662.101, -46.871, -16.977)","(141.268, 652.107, -11.279, 3.302)","(129.475, 607.186, -31.989, -60.589)","(128.07, 567.678, -24.025, -0.813)","(119.963, 524.977, -6.991, -94.084)","(111.2, 483.551, 0.629, -19.306)","(105.162, 439.887, -42.766, 9.232)","(95.525, 405.697, -11.742, 2.603)","(64.77, 380.23, -35.11, 1.002)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
36,"(393.53, 511.674, 23.873, 7.057)","(426.096, 510.979, 30.335, -12.238)","(459.993, 514.373, 35.152, 2.275)","(493.312, 518.357, 34.937, 7.154)","(522.649, 519.703, 38.799, -6.502)","(555.389, 519.876, 27.958, -13.22)","(584.318, 521.903, 43.531, 10.054)","(614.671, 524.107, 20.117, -3.047)","(638.308, 531.098, 14.322, -5.053)","(658.88, 538.586, 29.491, 16.873)","(682.381, 542.005, 14.179, 12.026)","(712.118, 545.553, 27.346, 13.92)","(742.989, 543.066, 32.871, 3.568)","(769.641, 559.933, -20.971, 47.103)","(775.943, 597.529, -11.968, 36.995)","(783.761, 625.403, 9.978, 42.921)","(778.856, 651.861, -42.252, 2.973)","(731.386, 643.624, -20.892, -17.63)","(701.513, 636.011, -32.618, -9.827)","(696.346, 636.024, -62.046, 1.377)","(696.346, 636.024, -62.046, 1.377)","(696.346, 636.024, -62.046, 1.377)","(696.346, 636.024, -62.046, 1.377)","(691.184, 636.1, -84.461, 2.338)","(683.494, 636.023, -83.855, -0.047)","(683.494, 636.023, -83.855, -0.047)","(680.056, 636.022, -66.442, -0.38)","(670.603, 636.001, -68.678, -0.642)","(668.339, 636.015, -55.558, 0.817)","(645.693, 636.031, -42.106, -0.289)","(620.95, 636.09, -45.583, -5.003)","(613.117, 636.017, -58.088, -1.853)","(605.281, 636.003, -30.823, -4.989)","(598.255, 636.038, -80.415, -28.345)","(574.573, 636.027, -31.216, -11.115)","(547.126, 637.135, -37.579, -5.504)","(510.815, 636.539, -71.68, 28.066)","(473.302, 638.088, -32.417, 9.547)","(427.449, 636.217, -43.285, -55.28)","(393.431, 638.504, -1.503, 22.445)","(349.211, 638.858, -59.604, 49.513)","(314.617, 642.509, -80.935, 17.899)","(277.719, 641.963, -0.097, 11.41)","(233.81, 645.598, -82.279, 33.504)","(198.526, 655.915, -45.103, -34.95)","(157.19, 659.679, -32.42, 67.834)",
37,"(654.397, 558.569, 33.548, -12.6)","(689.274, 558.918, 47.842, -7.778)","(733.258, 556.168, 59.675, 8.033)","(758.7, 564.867, 13.206, 1.33)","(772.622, 566.161, -21.125, 31.496)","(765.322, 610.813, -15.218, 61.342)","(768.356, 650.803, 7.482, 28.003)","(756.102, 658.912, -49.849, 1.871)","(698.971, 654.398, -42.362, -9.472)","(649.246, 651.532, -69.289, -6.738)","(601.074, 648.087, -46.979, 8.759)","(554.065, 647.138, -56.339, -13.702)","(508.715, 646.0, -48.796, 1.196)","(465.657, 644.285, -42.4, 9.702)","(425.273, 642.836, -39.684, 9.425)","(383.36, 646.976, -33.294, 8.048)","(341.145, 648.12, -57.926, 15.841)","(298.399, 651.59, -40.413, 7.824)","(257.438, 657.055, -30.845, 11.367)","(217.647, 665.67, -54.457, 21.233)","(178.273, 664.646, -52.393, -18.709)","(140.859, 653.143, -15.402, -48.55)","(120.73, 611.603, -17.639, -36.278)","(108.076, 570.585, -13.478, -41.297)","(95.678, 531.864, -12.355, -24.641)","(84.607, 491.214, -21.397, -40.921)","(75.661, 453.09, 9.633, -20.648)","(71.219, 419.669, -3.274, -29.74)","(60.514, 389.752, -48.133, -14.61)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
38,"(512.43, 286.145, 34.01, -17.592)","(546.252, 276.972, 38.004, -9.729)","(581.136, 268.026, 25.529, -5.199)","(613.162, 259.742, 45.686, -15.081)","(644.226, 248.303, 36.421, -19.701)","(674.117, 235.333, 35.973, -26.46)","(704.768, 226.519, 11.896, 13.802)","(729.687, 225.999, 1.75, -9.069)","(756.131, 218.794, -5.895, 2.395)","(779.665, 214.112, 31.273, -34.603)","(795.703, 191.0, 7.489, -16.483)","(795.391, 154.304, 7.33, -22.536)","(794.796, 109.798, -2.44, -54.948)","(771.778, 77.378, -31.027, -49.053)","(721.146, 60.286, -41.869, -14.938)","(679.166, 58.074, -35.688, -0.225)","(640.773, 55.479, -53.732, 10.064)","(600.817, 55.888, -29.92, -9.653)","(560.154, 61.444, -32.77, 5.619)","(513.731, 66.63, -30.318, 5.492)","(470.385, 69.717, -30.915, 15.799)","(430.942, 69.486, -40.763, 9.349)","(390.504, 69.977, -47.515, -15.239)","(349.241, 68.687, -47.677, -7.724)","(307.854, 68.393, -52.654, 13.498)","(264.893, 71.961, -39.265, -0.125)","(224.384, 74.349, -27.823, 22.155)","(186.868, 75.382, -40.658, -15.05)","(144.816, 76.944, -12.883, 13.889)","(112.811, 109.492, -15.164, 31.119)","(97.063, 150.847, -14.791, 33.659)","(90.452, 193.92, -11.97, 48.206)","(83.156, 237.836, -21.089, 48.98)","(79.116, 274.899, -2.468, 33.707)","(75.039, 312.857, -9.508, 43.501)","(72.079, 347.458, -12.377, 71.268)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
39,"(510.165, 362.368, 34.681, -10.742)","(538.469, 351.063, 32.934, -18.413)","(573.098, 341.437, 28.558, -13.115)","(612.184, 331.362, 32.83, -10.284)","(647.313, 320.259, 38.729, 2.839)","(673.511, 314.033, 26.933, -1.445)","(698.189, 306.018, 20.424, 0.646)","(725.881, 297.548, 13.811, -20.152)","(748.688, 287.665, 2.347, 6.288)","(767.284, 276.438, 24.887, -0.398)","(777.542, 260.861, 6.131, -17.652)","(786.308, 242.461, 5.294, -15.883)","(789.717, 222.959, 8.043, -8.977)","(796.42, 197.085, -5.696, -39.008)","(799.097, 158.533, 15.176, -25.295)","(805.26, 123.41, 27.875, -25.579)","(804.257, 91.329, -3.841, -35.455)","(773.481, 77.828, -23.238, -45.952)","(725.41, 56.335, -59.835, -16.331)","(686.822, 58.415, -29.234, 3.491)","(648.419, 57.059, -21.088, -11.008)","(608.922, 57.655, -30.008, -8.122)","(568.835, 57.638, -36.013, -7.854)","(519.197, 63.554, -52.414, 15.11)","(474.643, 67.145, -37.906, -6.786)","(432.666, 68.921, -44.633, -1.139)","(389.231, 69.623, -49.524, -12.169)","(347.179, 71.01, -40.675, -3.697)","(306.764, 70.688, -57.2, -7.113)","(267.513, 72.363, -27.416, -9.343)","(231.09, 72.984, -30.906, 8.623)","(192.151, 71.258, -24.913, -12.693)","(150.067, 71.963, -43.905, -2.624)","(116.502, 103.645, -19.914, 54.591)","(98.163, 147.504, -14.617, 47.317)","(86.396, 185.802, 21.802, 34.503)","(69.574, 230.071, -39.569, 22.778)","(66.938, 270.449, -28.845, 63.485)","(69.049, 302.683, 43.32, -12.841)","(65.179, 339.579, 26.173, 61.475)","(47.587, 357.859, -92.483, 64.373)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
40,"(744.21, 205.952, 34.56, -2.608)","(771.541, 210.185, 20.493, -9.98)","(782.267, 182.316, 9.142, -50.543)","(791.343, 140.762, -13.755, -28.036)","(791.735, 96.593, -45.035, -25.49)","(755.594, 81.483, -38.24, -11.217)","(711.46, 81.392, -43.117, -2.212)","(665.316, 85.381, -40.786, -1.686)","(619.794, 91.5, -38.264, 4.237)","(577.465, 94.249, -51.951, 7.237)","(534.804, 90.845, -47.4, -2.021)","(491.349, 85.52, -31.283, 9.434)","(445.517, 82.623, -35.373, -0.151)","(402.818, 81.404, -47.631, -8.392)","(360.292, 80.319, -41.176, -4.071)","(316.028, 79.691, -50.74, 11.256)","(271.399, 79.958, -49.064, 16.106)","(223.143, 79.903, -43.917, -11.551)","(179.678, 79.017, -48.191, -19.322)","(137.246, 88.021, -20.809, 30.955)","(112.036, 129.077, -9.03, 48.73)","(99.511, 172.029, -14.494, 53.246)","(90.756, 214.563, -2.41, 31.216)","(85.591, 259.88, -7.665, 51.628)","(80.363, 304.864, -16.168, 42.189)","(73.205, 347.522, 4.398, 44.323)","(40.418, 366.336, -52.07, 16.517)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
41,"(313.841, 274.613, 31.616, -0.251)","(353.197, 267.261, 32.546, -9.797)","(392.102, 259.825, 45.196, -23.658)","(424.493, 251.086, 20.824, -9.216)","(455.315, 242.427, 27.105, -14.58)","(485.786, 237.212, 18.962, 1.024)","(519.112, 232.039, 46.216, -16.347)","(553.924, 227.15, 18.467, -9.811)","(588.023, 225.39, 39.98, 7.179)","(622.733, 222.3, 35.224, -18.647)","(649.688, 218.542, 40.759, -17.197)","(678.497, 216.27, 30.391, 0.336)","(705.211, 211.389, 17.236, -17.118)","(729.529, 206.395, 17.151, -7.541)","(742.356, 199.828, 15.982, 13.362)","(755.413, 197.469, 29.235, 13.11)","(768.556, 184.858, -9.035, -19.163)","(771.958, 154.22, 12.364, -13.771)","(773.149, 133.131, 5.679, -30.846)","(776.091, 110.491, 10.096, -45.991)","(775.888, 96.142, -24.103, 3.528)","(734.966, 96.961, -43.984, 19.686)","(710.12, 105.996, -8.602, 19.331)","(697.47, 112.52, -3.7, 6.691)","(688.743, 113.92, -31.198, 2.787)","(674.987, 113.866, -33.937, 8.538)","(665.119, 113.494, -12.175, 1.599)","(652.892, 113.964, -16.95, 0.044)","(644.96, 113.988, -36.947, 3.544)","(632.065, 113.996, -31.328, 1.137)","(610.709, 113.864, -43.044, 3.8)","(589.787, 113.849, -43.469, 5.23)","(573.762, 113.993, -41.755, 6.516)","(560.919, 112.314, -14.958, -17.238)","(524.846, 97.82, -54.895, -17.219)","(483.429, 92.221, -50.613, 6.638)","(440.591, 84.099, -5.176, 4.335)","(402.247, 75.765, -43.85, -12.427)","(361.845, 76.041, -43.565, -1.345)","(323.52, 76.85, -16.95, -18.658)","(283.991, 78.179, -41.694, -9.055)","(243.697, 77.952, -18.066, 46.85)","(201.361, 80.525, -70.115, 42.137)","(164.182, 76.687, -8.263, -12.862)","(130.406, 99.781, -64.476, 38.063)","(109.72, 144.878, 31.549, 55.823)",
42,"(364.187, 566.966, 42.791, -16.712)","(391.132, 565.509, 15.841, -1.854)","(421.064, 562.298, 45.427, -8.825)","(452.973, 560.341, 38.022, 10.047)","(480.983, 558.983, 18.401, -12.505)","(507.904, 556.905, 30.166, 13.669)","(529.201, 554.154, 7.085, 10.112)","(557.336, 546.644, 24.652, -9.904)","(584.742, 544.173, 30.82, -6.134)","(610.836, 541.767, 17.693, 10.877)","(637.487, 538.335, 19.137, 5.081)","(656.148, 534.411, 30.895, 0.21)","(672.981, 528.351, 3.754, -18.543)","(695.042, 529.519, 22.34, 2.841)","(718.067, 528.701, 9.997, -11.365)","(742.271, 531.878, 40.649, 10.742)","(772.199, 541.876, -8.544, 44.198)","(773.965, 576.639, -3.178, 59.13)","(781.064, 604.146, -12.324, 12.418)","(780.223, 628.166, 2.778, 18.153)","(778.378, 645.544, 13.609, -5.448)","(769.368, 651.382, -65.228, 9.708)","(726.13, 642.824, -29.708, 4.828)","(707.899, 637.748, -6.197, -8.279)","(702.563, 636.001, -28.139, -0.609)","(702.563, 636.001, -28.139, -0.609)","(698.695, 636.075, -7.858, 1.49)","(697.873, 636.016, -22.741, -5.561)","(696.267, 636.001, -22.852, -0.375)","(694.11, 636.024, -56.966, 0.153)","(694.11, 636.024, -56.966, 0.153)","(694.11, 636.024, -56.966, 0.153)","(694.11, 636.024, -56.966, 0.153)","(694.11, 636.024, -56.966, 0.153)","(691.796, 636.014, -36.909, -1.351)","(691.796, 636.014, -36.909, -1.351)","(686.662, 636.564, -12.58, 26.863)","(661.217, 637.247, -52.475, -2.999)","(633.383, 636.779, 23.61, 31.615)","(613.445, 636.157, 19.263, -30.465)","(586.541, 636.089, -61.788, -7.063)","(560.748, 636.711, -20.047, -11.787)","(529.244, 637.548, -14.04, 29.081)","(503.828, 636.383, -26.955, 11.468)","(475.637, 636.422, -77.856, -54.579)","(436.196, 637.108, -19.219, 42.812)",
43,"(391.999, 397.824, 35.874, 25.097)","(420.06, 410.709, 21.156, 18.342)","(454.365, 416.279, 30.446, -0.155)","(485.786, 419.932, 50.268, -2.21)","(517.857, 427.489, 44.913, -1.347)","(549.836, 432.155, 43.952, 5.206)","(580.975, 433.148, 45.622, -0.594)","(609.287, 436.368, 39.619, 16.471)","(636.098, 442.85, 17.18, 8.799)","(658.237, 448.344, 9.281, -9.86)","(679.092, 454.254, 2.41, 2.135)","(694.305, 464.854, 1.53, 5.573)","(706.81, 475.689, 9.353, 25.6)","(717.431, 484.85, 7.451, 16.153)","(738.648, 497.062, 34.062, 1.381)","(752.024, 506.679, -5.903, -2.111)","(774.071, 515.566, 16.836, 18.008)","(786.108, 541.175, -8.631, 28.98)","(802.94, 568.144, 7.219, 27.468)","(806.61, 587.768, -11.47, 30.522)","(795.048, 619.252, -8.049, 8.627)","(791.534, 641.598, 11.025, 35.753)","(766.728, 656.047, -43.308, 10.337)","(724.156, 663.749, -55.293, -1.355)","(675.549, 677.975, -40.573, 17.298)","(629.973, 677.268, -50.619, -2.055)","(596.164, 670.6, -28.644, 2.97)","(563.172, 668.451, -35.98, -5.768)","(525.028, 662.791, -34.8, -14.831)","(489.354, 648.16, -32.714, -11.716)","(454.661, 638.387, -37.737, 4.981)","(432.911, 636.051, -45.337, -15.203)","(410.474, 636.143, -54.15, 4.485)","(374.452, 636.902, -45.833, -9.46)","(341.182, 637.513, -20.566, 7.959)","(304.328, 639.252, -43.091, 0.425)","(274.721, 642.851, -15.635, -5.123)","(245.779, 646.829, -54.059, 47.774)","(223.122, 657.701, -40.637, -9.753)","(174.474, 666.88, -55.729, 36.053)","(135.962, 657.955, -40.912, -18.825)","(110.32, 616.692, -61.762, 17.374)","(94.082, 570.396, 14.803, -54.141)","(75.866, 530.442, 21.644, -54.234)","(66.87, 493.308, -34.336, -71.607)","(58.195, 470.627, -5.639, -67.572)",
44,"(704.422, 514.287, 32.231, 23.016)","(739.889, 528.036, 49.009, 24.457)","(775.684, 534.738, 25.716, 11.381)","(792.71, 550.601, 16.118, 17.167)","(812.206, 586.621, -17.807, 37.389)","(814.098, 638.077, -15.536, 52.757)","(795.083, 669.525, -21.81, 12.822)","(760.018, 690.474, -34.442, 11.282)","(716.175, 689.378, -55.729, -16.5)","(672.717, 684.185, -28.788, -10.985)","(631.585, 682.047, -55.925, 11.704)","(590.42, 680.764, -39.317, 3.903)","(550.317, 679.442, -41.871, -2.271)","(506.663, 675.767, -29.739, -17.822)","(468.229, 673.312, -24.809, 12.907)","(430.998, 669.347, -27.986, -10.571)","(392.325, 665.949, -41.512, -13.749)","(352.457, 667.85, -51.009, -14.88)","(310.802, 666.695, -46.236, -10.06)","(268.011, 665.153, -55.749, 5.499)","(227.994, 666.394, -56.278, 4.787)","(189.537, 666.248, -30.974, -17.05)","(148.762, 665.013, -61.832, -3.721)","(129.686, 626.063, -19.32, -54.932)","(117.963, 586.728, 2.745, -46.552)","(105.068, 548.476, -26.677, -46.77)","(92.626, 508.416, -10.78, -54.509)","(81.87, 469.801, -9.719, -38.118)","(74.833, 435.115, -17.986, -28.564)","(74.366, 401.359, 2.712, -21.798)","(53.325, 386.374, -29.932, -5.45)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
45,"(676.396, 486.877, 44.189, 18.231)","(708.163, 508.731, 43.377, 12.765)","(736.022, 522.022, 28.08, 6.572)","(758.268, 528.996, 22.897, 11.462)","(783.672, 544.849, 6.396, 17.889)","(800.263, 577.527, 27.481, 56.761)","(814.139, 622.129, -6.557, 39.746)","(810.113, 661.585, -34.765, 46.85)","(779.6, 684.934, -17.195, 5.041)","(745.045, 688.173, -27.697, -3.869)","(703.069, 684.247, -40.469, 0.426)","(658.042, 682.926, -42.17, -7.552)","(617.332, 681.962, -51.386, 7.874)","(577.042, 681.321, -48.047, 10.553)","(532.854, 680.702, -56.6, 2.734)","(488.681, 674.281, -50.35, -14.107)","(446.354, 668.696, -26.661, -15.34)","(402.979, 662.032, -41.659, -13.759)","(363.675, 657.534, -37.012, -13.116)","(321.062, 658.162, -54.963, -1.297)","(278.861, 657.777, -23.471, 6.234)","(237.696, 660.631, -28.145, 4.776)","(201.883, 662.791, -43.936, -15.905)","(164.412, 662.819, -55.254, -13.688)","(135.477, 641.363, -28.646, -33.473)","(121.406, 601.331, -4.389, -46.166)","(107.611, 563.083, -11.482, -23.948)","(93.834, 523.77, -5.106, -53.027)","(84.259, 483.659, -7.025, -29.456)","(76.028, 446.778, -2.133, -38.755)","(73.509, 417.073, 12.331, -34.107)","(60.734, 389.789, -47.569, -7.617)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
