,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
18,"(513.733, 400.531, 24.921, -0.612)","(548.378, 384.211, 55.053, -0.38)","(584.591, 368.269, 22.65, -8.076)","(613.261, 356.745, 40.358, -17.709)","(636.99, 345.012, 27.088, -3.962)","(658.979, 337.587, 17.81, 8.866)","(678.769, 327.299, 35.525, -26.034)","(702.488, 313.384, 28.851, 1.051)","(727.336, 299.381, 29.762, -9.599)","(748.76, 287.064, 25.13, -31.356)","(768.807, 274.033, 26.847, -27.817)","(779.116, 258.555, 20.232, -33.039)","(785.62, 248.943, 16.475, 7.623)","(797.605, 233.671, 14.356, -22.429)","(802.075, 209.954, -5.914, -25.827)","(798.578, 172.791, -5.019, -56.332)","(800.1, 143.038, -7.759, -20.733)","(803.24, 111.349, 7.894, -33.251)","(784.6, 85.676, -23.443, -23.776)","(741.657, 58.561, -18.279, -31.082)","(702.001, 56.082, -21.236, 15.304)","(662.222, 57.766, -30.969, -11.044)","(626.797, 59.905, -49.509, 17.214)","(587.795, 60.167, -23.822, -7.915)","(545.351, 60.899, -51.419, -17.27)","(504.761, 63.532, -50.286, 14.091)","(465.726, 64.107, -31.906, -12.962)","(423.26, 65.396, -48.495, 12.959)","(384.792, 65.189, -31.965, -2.94)","(342.843, 64.5, -37.036, 17.243)","(304.204, 63.638, -42.838, -3.238)","(267.265, 64.354, -34.706, -8.289)","(235.399, 67.273, -25.923, 12.898)","(208.795, 71.28, -67.492, -8.388)","(175.242, 68.79, -53.887, 0.105)","(135.299, 86.034, -19.08, 29.841)","(118.842, 129.465, 8.783, 58.386)","(112.375, 173.677, -5.295, 44.359)",
19,"(288.153, 420.737, 37.909, -13.476)","(324.433, 409.125, 21.368, -1.231)","(361.009, 399.117, 41.754, -21.321)","(393.184, 385.837, 27.639, -12.074)","(427.227, 374.031, 22.752, -0.897)","(461.269, 361.089, 49.897, -11.131)","(495.666, 346.222, 30.327, 0.994)","(527.832, 333.754, 28.084, -23.195)","(559.971, 321.631, 28.702, 1.235)","(588.63, 308.888, 27.398, -4.181)","(614.509, 299.859, 21.755, -17.037)","(641.862, 288.465, 13.09, 3.874)","(666.471, 281.194, 27.6, 3.496)","(688.689, 273.912, 28.733, 10.202)","(705.69, 261.897, 2.214, -7.812)","(723.062, 251.982, 35.669, -6.543)","(736.301, 242.465, 21.803, -18.916)","(755.432, 233.895, -1.479, -1.567)","(768.456, 224.824, 4.689, -9.28)","(780.523, 220.368, 27.499, -4.409)","(783.212, 205.717, -1.227, -44.332)","(797.006, 184.214, -0.062, -40.172)","(793.722, 148.745, -21.912, -28.385)","(790.233, 116.949, -9.454, -22.566)","(776.537, 94.609, -57.207, -32.092)","(739.308, 85.255, -21.274, -2.848)","(705.145, 91.721, -25.634, -11.307)","(671.695, 79.91, -39.804, -0.9)","(641.322, 82.817, -25.969, -9.889)","(598.744, 80.615, -33.659, 12.301)","(558.351, 84.949, -33.358, 23.307)","(523.842, 93.843, -31.024, 19.915)","(489.043, 98.481, -17.952, -1.686)","(452.48, 100.038, -25.347, 4.405)","(413.942, 99.943, -41.71, -10.716)","(377.413, 100.902, -30.866, 17.19)","(340.638, 100.25, -20.82, -10.86)","(305.148, 99.446, -22.445, -6.47)",
20,"(459.962, 485.227, 48.826, -3.909)","(499.744, 481.639, 43.013, -17.59)","(540.873, 480.697, 47.4, -4.329)","(578.646, 480.741, 35.939, -2.637)","(616.925, 484.891, 51.022, 5.433)","(654.541, 489.438, 19.353, 16.314)","(685.173, 496.4, 36.583, -1.206)","(715.032, 506.438, 14.314, -0.932)","(754.966, 509.282, 34.867, -0.26)","(782.221, 516.455, 22.601, 24.575)","(802.201, 535.143, 9.41, 40.39)","(817.913, 561.038, -6.247, 13.249)","(813.804, 591.931, -2.465, 69.541)","(812.459, 631.306, 19.204, 20.078)","(814.912, 654.534, 6.682, 47.079)","(801.588, 672.931, -23.45, 19.482)","(772.534, 686.447, -25.146, -0.799)","(737.192, 691.574, -26.264, 12.305)","(699.958, 691.3, -49.399, -17.209)","(661.514, 687.939, -35.819, 12.137)","(621.782, 689.338, -29.12, 6.49)","(580.619, 688.841, -41.858, 5.08)","(540.858, 689.381, -25.962, -7.867)","(501.022, 687.496, -47.549, -12.069)","(461.612, 687.049, -24.858, 16.467)","(418.813, 685.781, -30.01, -13.475)","(375.251, 684.892, -33.249, -11.483)","(335.948, 681.744, -53.98, 6.848)","(295.77, 681.167, -44.971, 8.644)","(257.992, 678.1, -36.361, 10.445)","(219.34, 675.42, -31.966, -21.596)","(181.295, 675.78, -24.759, -12.952)","(140.132, 661.804, -34.91, -32.182)","(115.223, 627.585, -37.147, -38.229)","(94.3, 588.639, -6.198, -32.51)","(76.747, 548.549, -20.557, -24.511)","(62.886, 512.41, -27.701, -50.687)","(52.984, 478.737, -1.803, -34.142)",
21,"(349.521, 314.451, 26.865, -15.044)","(389.906, 297.36, 36.0, 2.552)","(427.898, 284.641, 39.815, -11.051)","(465.045, 272.188, 25.187, -12.788)","(501.888, 261.513, 34.345, 0.384)","(536.918, 252.36, 36.961, 9.078)","(567.699, 245.657, 24.339, 1.017)","(599.162, 242.917, 46.441, -5.081)","(634.461, 236.57, 36.716, -17.88)","(671.332, 233.364, 48.645, -12.485)","(698.447, 220.89, 21.153, -10.884)","(724.594, 219.789, 22.968, 6.909)","(754.509, 215.972, 18.556, -3.652)","(773.182, 208.089, -8.099, -13.039)","(792.25, 179.881, 12.686, -28.024)","(791.504, 141.564, 8.84, -36.867)","(791.131, 114.466, 4.007, -28.415)","(780.834, 97.367, -32.273, -27.065)","(754.57, 80.34, -56.626, -26.013)","(707.673, 79.99, -31.953, 18.469)","(682.945, 95.655, -40.678, 4.146)","(642.256, 89.507, -55.205, 20.337)","(601.964, 86.283, -40.638, 1.758)","(563.469, 89.494, -28.314, 9.616)","(525.727, 100.43, -53.216, 10.625)","(484.948, 102.619, -37.726, -13.261)","(441.272, 102.582, -46.776, 9.819)","(400.23, 102.796, -25.103, 10.53)","(358.38, 102.905, -53.136, -5.197)","(318.776, 103.181, -34.297, 7.503)","(278.351, 101.215, -17.154, -5.913)","(244.21, 99.513, -32.525, 11.981)","(214.173, 94.181, -40.988, -1.565)","(177.411, 97.392, -22.97, -1.046)","(141.745, 95.163, -27.822, 59.923)","(128.351, 147.156, 3.715, 45.786)","(125.426, 181.531, -1.022, 22.192)","(121.676, 214.86, 11.164, 51.654)",
22,"(665.578, 483.941, 46.253, 4.39)","(707.831, 490.452, 53.226, -5.971)","(743.985, 498.785, 40.144, -4.141)","(774.693, 511.138, 22.04, 6.692)","(795.853, 526.911, -1.101, 36.704)","(811.421, 554.646, 21.376, 40.451)","(812.909, 591.186, -19.956, 70.238)","(809.08, 643.823, 0.574, 43.52)","(791.24, 677.39, -25.63, 37.313)","(756.742, 688.154, -29.306, 18.282)","(715.291, 688.185, -45.339, 1.398)","(672.953, 686.083, -25.858, 11.723)","(630.665, 683.207, -53.217, -1.663)","(588.902, 683.128, -48.023, -1.37)","(550.116, 682.568, -30.202, 2.107)","(508.434, 680.967, -26.765, -14.484)","(469.014, 680.075, -57.074, 8.664)","(428.282, 681.135, -36.764, -14.003)","(383.228, 679.844, -36.67, 8.987)","(341.599, 673.747, -45.462, -9.713)","(298.76, 671.7, -32.689, -7.748)","(255.717, 671.669, -56.777, -3.607)","(215.137, 669.479, -23.212, 13.742)","(176.488, 666.897, -25.457, 3.615)","(139.082, 653.213, -22.008, -37.62)","(119.382, 613.827, -6.314, -56.811)","(105.988, 572.8, -22.212, -50.58)","(94.295, 532.556, -3.832, -26.032)","(82.152, 493.903, -19.056, -23.456)","(71.045, 457.962, -13.358, -51.961)","(64.537, 426.376, -3.307, -29.036)","(67.954, 396.113, -1.536, -21.794)","(30.614, 381.397, -63.839, -28.852)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
23,"(238.039, 354.729, 37.342, 5.064)","(266.4, 345.739, 42.141, -16.993)","(295.968, 332.782, 28.018, -24.027)","(326.512, 322.268, 38.879, 0.628)","(355.568, 310.083, 26.368, -25.122)","(385.601, 296.908, 25.196, 2.166)","(416.367, 286.448, 22.146, -25.63)","(448.538, 277.777, 24.436, 6.653)","(481.078, 268.701, 24.164, -6.191)","(515.509, 260.493, 18.648, 2.003)","(551.049, 251.116, 20.345, -0.949)","(586.06, 243.512, 50.171, -19.651)","(622.744, 236.447, 11.428, 7.81)","(650.767, 228.234, 12.384, 1.241)","(677.075, 220.348, 27.107, -10.346)","(693.888, 214.353, 25.925, 3.265)","(707.8, 210.192, 19.175, -11.624)","(722.118, 206.723, 10.371, 6.791)","(732.946, 204.532, 3.407, -13.045)","(746.891, 203.514, -1.79, 14.877)","(756.674, 203.999, 25.667, 11.617)","(770.586, 202.752, -3.961, -4.77)","(778.388, 178.786, -5.37, 5.142)","(785.171, 156.723, 4.438, 4.216)","(784.569, 134.875, 12.865, -33.325)","(788.14, 106.548, 1.017, -41.449)","(771.471, 88.151, -34.982, -25.663)","(737.77, 81.067, -63.561, 8.565)","(701.635, 78.204, -34.35, -7.003)","(668.519, 76.872, -43.09, 14.899)","(632.408, 84.997, -28.332, 21.597)","(597.751, 87.199, -49.736, -10.923)","(556.835, 91.437, -28.826, 17.81)","(516.737, 95.546, -23.491, 15.927)","(484.088, 97.516, -23.991, 10.616)","(443.852, 98.485, -31.339, -2.605)","(405.475, 99.763, -46.089, -13.766)","(366.661, 100.08, -50.987, 7.201)",
24,"(613.376, 478.144, 20.847, -0.561)","(647.928, 483.061, 47.27, 9.314)","(683.285, 492.636, 30.816, 24.757)","(719.116, 505.031, 30.705, -1.246)","(746.6, 517.508, 29.096, 5.773)","(780.184, 530.134, 35.461, -2.201)","(804.365, 549.96, 9.303, 33.719)","(814.346, 575.225, -12.466, 23.421)","(813.33, 614.824, 12.207, 66.993)","(810.556, 655.528, 5.612, 37.567)","(792.055, 677.671, -41.68, 17.576)","(749.376, 690.475, -63.226, -12.376)","(701.118, 688.552, -30.676, -17.828)","(656.247, 685.676, -47.22, 8.303)","(614.839, 684.863, -51.161, 8.007)","(574.673, 682.914, -31.486, 0.763)","(533.623, 682.907, -38.486, -2.375)","(492.489, 681.497, -50.84, -11.576)","(453.926, 681.954, -43.409, 13.909)","(414.664, 681.31, -28.147, 13.341)","(371.843, 678.205, -37.776, -14.113)","(331.075, 674.183, -21.17, -6.8)","(293.72, 673.34, -44.086, 0.4)","(258.145, 672.754, -30.15, 8.516)","(221.982, 670.408, -49.685, -3.587)","(185.414, 669.87, -21.92, -3.804)","(143.238, 662.27, -9.655, -26.71)","(121.124, 623.749, -5.877, -53.972)","(105.727, 584.247, -16.404, -22.428)","(91.389, 546.661, -7.377, -27.075)","(78.072, 508.113, -19.241, -49.656)","(60.961, 471.801, -28.072, -48.121)","(49.421, 439.28, -3.9, -10.719)","(46.087, 431.578, 1.793, 39.009)","(49.165, 429.059, 15.335, -2.534)","(53.279, 421.451, 5.892, -33.389)","(52.776, 395.839, -12.588, -27.443)","(28.517, 380.415, -58.274, 8.505)",
25,"(372.664, 571.145, 13.259, -16.688)","(403.792, 570.166, 18.866, 6.604)","(438.931, 568.028, 42.364, 5.347)","(472.41, 566.275, 35.383, 11.942)","(507.339, 564.639, 27.47, 1.199)","(542.578, 564.63, 28.365, -8.555)","(580.573, 565.391, 51.588, 8.8)","(611.886, 574.264, 27.074, 18.908)","(640.799, 579.651, 21.34, -4.898)","(670.605, 579.892, 11.539, 6.626)","(697.375, 580.895, 31.076, 8.298)","(718.123, 581.754, 9.639, 2.998)","(737.732, 583.905, 20.565, 10.051)","(752.742, 577.378, 10.849, -14.047)","(771.556, 566.856, 19.35, -6.724)","(771.075, 577.68, 10.772, 24.468)","(769.218, 610.163, 10.226, 19.584)","(776.153, 640.199, 0.753, 23.09)","(764.423, 660.627, -61.316, 10.458)","(720.152, 661.102, -59.934, 0.808)","(673.27, 654.166, -53.641, 0.568)","(647.435, 656.091, -31.035, 27.354)","(605.8, 655.428, -50.0, -23.288)","(571.804, 647.644, -34.168, 5.561)","(543.885, 656.152, -36.965, -1.055)","(497.335, 653.714, -50.475, -14.756)","(464.69, 647.988, -39.504, -4.221)","(437.67, 643.978, -15.325, 0.274)","(410.104, 640.099, -18.558, -14.647)","(379.229, 636.235, -39.641, 12.845)","(345.567, 636.281, -35.288, 2.554)","(313.423, 636.412, -32.278, 2.242)","(276.7, 638.449, -30.066, -1.23)","(243.812, 643.709, -43.916, 3.503)","(217.386, 654.541, -27.942, 24.983)","(184.693, 651.247, -35.399, -4.455)","(158.682, 654.125, -30.765, 9.134)","(139.078, 642.051, -3.118, -49.784)",
26,"(311.128, 178.125, 24.119, -15.38)","(348.932, 172.185, 25.002, -3.009)","(389.643, 166.144, 26.796, -4.506)","(414.905, 166.08, 48.594, 2.195)","(439.524, 166.082, 27.471, -0.582)","(458.891, 166.023, 28.722, 0.087)","(465.007, 166.066, 28.369, -1.268)","(474.805, 166.432, 42.94, 9.933)","(499.807, 166.51, 32.127, 14.641)","(533.471, 168.227, 37.289, 9.964)","(563.506, 171.396, 40.497, -1.686)","(593.88, 171.188, 27.597, 3.839)","(621.398, 174.365, 15.252, -3.73)","(643.359, 171.439, 10.438, -10.32)","(662.045, 167.227, 26.728, -17.96)","(676.111, 166.001, 8.575, -21.608)","(693.295, 166.178, 25.96, -18.97)","(706.321, 166.083, 14.15, -4.59)","(715.656, 166.106, 29.38, -5.012)","(727.893, 166.291, 19.612, 8.643)","(733.401, 166.292, 23.053, 13.444)","(742.967, 169.509, 11.556, 2.574)","(749.04, 179.655, 13.332, -4.34)","(762.088, 186.385, 5.901, 3.163)","(768.375, 194.703, 6.501, 12.679)","(764.876, 165.301, 7.132, -36.544)","(762.65, 151.226, -5.165, -27.288)","(761.741, 135.755, 13.643, 0.678)","(764.091, 122.611, 5.41, -13.077)","(772.579, 109.43, 7.956, -19.193)","(779.886, 97.016, -36.086, 12.721)","(740.138, 99.034, -35.587, 6.505)","(719.825, 100.485, -27.398, -11.312)","(695.787, 89.423, -37.045, -2.326)","(659.643, 87.812, -11.308, 8.5)","(627.65, 81.274, -38.146, -2.082)","(591.446, 79.106, -44.139, 6.046)","(556.178, 78.491, -19.231, 11.879)",
27,"(651.744, 526.04, 38.804, 26.097)","(688.88, 536.629, 44.847, 13.388)","(721.36, 540.58, 28.872, -11.065)","(751.438, 542.45, 40.323, 13.448)","(774.915, 559.777, 18.917, 45.879)","(789.811, 599.723, 4.28, 53.249)","(790.832, 634.582, 20.508, 22.571)","(771.138, 658.895, -51.217, 1.699)","(726.661, 658.995, -36.802, -7.867)","(686.726, 654.778, -28.865, 5.47)","(646.773, 652.92, -57.601, 10.697)","(604.856, 650.106, -20.138, -12.985)","(570.01, 657.227, -33.484, 28.064)","(529.602, 670.233, -47.228, 6.541)","(484.195, 670.518, -34.381, 13.606)","(442.588, 670.322, -38.811, 11.048)","(402.699, 667.006, -27.277, -2.295)","(361.453, 666.672, -44.97, -10.059)","(320.229, 662.227, -39.016, 3.889)","(280.196, 660.99, -46.137, 9.909)","(242.398, 662.792, -41.325, -0.743)","(201.898, 664.543, -55.809, -6.076)","(161.75, 663.936, -51.647, 16.071)","(133.786, 639.643, -12.456, -44.957)","(117.795, 601.511, -7.855, -27.958)","(107.929, 561.255, 0.982, -40.114)","(97.445, 520.715, -6.999, -27.267)","(87.103, 481.354, 1.022, -28.744)","(78.263, 445.77, -19.939, -32.56)","(76.757, 413.891, -9.176, -31.076)","(60.185, 388.429, -55.874, 8.24)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
28,"(363.502, 489.456, 47.443, -6.507)","(402.641, 486.22, 45.654, -17.209)","(439.721, 483.829, 22.702, -14.585)","(474.834, 481.1, 48.722, -4.763)","(511.656, 480.882, 36.068, -12.773)","(550.228, 478.427, 20.698, -13.214)","(588.192, 479.319, 47.807, -0.297)","(623.938, 481.388, 22.101, -1.705)","(658.384, 483.315, 48.686, -2.402)","(692.85, 488.958, 47.933, -12.085)","(724.071, 493.708, 21.549, 13.0)","(752.994, 499.877, 36.882, 10.223)","(772.655, 505.775, 20.193, 12.256)","(792.229, 524.191, 11.23, 27.656)","(805.055, 536.475, 6.685, 11.531)","(818.121, 554.067, -0.002, 25.666)","(816.952, 574.831, -13.703, 24.516)","(806.43, 605.007, -17.68, 49.581)","(810.526, 637.292, 13.496, 29.089)","(805.757, 663.658, -10.079, -0.321)","(787.925, 676.587, -38.28, 5.81)","(757.444, 684.539, -34.549, 20.208)","(726.382, 686.629, -32.096, -10.322)","(688.62, 686.347, -42.188, 13.097)","(652.368, 684.118, -21.137, -17.68)","(614.705, 683.769, -42.165, 2.28)","(575.891, 685.218, -40.754, -8.522)","(541.062, 684.263, -41.251, 14.888)","(503.601, 682.679, -43.505, -14.563)","(465.036, 679.998, -34.641, 2.607)","(425.958, 677.401, -52.35, -19.025)","(388.425, 675.795, -27.558, -16.737)","(350.366, 673.589, -39.477, -8.84)","(315.703, 675.346, -49.525, 12.878)","(281.748, 675.921, -33.481, -12.373)","(250.198, 676.068, -47.415, -10.754)","(215.276, 678.559, -49.132, -2.95)","(176.887, 680.438, -51.101, -8.977)",
29,"(504.937, 537.28, 40.232, 0.627)","(552.203, 541.091, 47.511, 10.787)","(598.6, 548.255, 38.361, -1.793)","(639.647, 554.05, 35.04, 2.407)","(679.312, 560.297, 28.82, 19.607)","(708.101, 564.554, 16.136, 3.604)","(736.643, 572.872, 8.484, 18.433)","(754.553, 574.393, 2.54, -5.548)","(774.062, 573.772, 7.151, -1.054)","(786.073, 577.371, -13.811, -20.213)","(799.418, 590.66, 29.072, 33.33)","(807.477, 618.294, 6.384, 10.896)","(813.376, 650.124, 10.626, 48.472)","(811.471, 670.499, -13.799, 14.795)","(792.346, 683.978, -26.832, 20.302)","(759.313, 691.119, -34.392, 7.287)","(718.202, 692.171, -43.476, -0.972)","(676.845, 689.612, -54.187, 10.926)","(639.183, 690.225, -48.637, 1.303)","(599.119, 689.706, -53.303, 9.334)","(559.165, 688.872, -47.218, -7.733)","(518.263, 690.91, -45.393, -9.788)","(481.501, 685.823, -61.04, 2.224)","(437.009, 684.649, -28.525, -10.335)","(391.395, 683.401, -59.501, 0.567)","(343.289, 680.323, -35.82, -18.435)","(303.089, 678.929, -52.255, -6.63)","(259.68, 677.482, -50.067, -1.464)","(219.235, 673.906, -33.223, 7.421)","(181.765, 671.99, -34.321, -2.561)","(141.096, 659.61, -9.905, -38.974)","(117.434, 621.088, -20.269, -33.285)","(103.377, 581.604, -1.758, -25.665)","(91.155, 541.367, -18.054, -26.33)","(78.507, 503.907, -11.804, -40.057)","(65.555, 474.04, -9.303, -14.771)","(53.146, 448.503, -11.229, -20.538)","(46.824, 432.195, -4.361, -10.628)",
30,"(406.88, 492.977, 31.879, -16.126)","(447.439, 489.269, 34.806, -12.245)","(487.591, 489.218, 43.398, -1.121)","(526.191, 490.281, 41.85, -3.119)","(566.582, 492.059, 39.89, 11.498)","(603.21, 495.285, 49.454, 7.376)","(639.775, 499.242, 44.861, 16.564)","(675.61, 500.635, 35.675, -9.707)","(712.307, 505.068, 25.827, -3.23)","(740.223, 509.347, 8.217, 8.752)","(769.682, 517.353, 15.0, 24.099)","(790.141, 533.951, 9.467, 29.534)","(808.832, 554.788, 15.394, 33.231)","(814.651, 574.982, -1.758, 6.398)","(811.368, 600.573, 13.328, 19.303)","(811.844, 630.932, 19.328, 33.022)","(809.952, 664.342, -25.868, 32.752)","(789.886, 682.723, -21.654, 16.264)","(752.161, 691.298, -36.177, -8.037)","(707.15, 691.309, -40.238, -11.436)","(667.599, 689.955, -40.819, 0.552)","(628.917, 687.941, -43.898, -11.294)","(591.117, 687.129, -32.878, -10.527)","(552.813, 686.508, -44.626, 5.688)","(512.316, 685.419, -30.273, -0.428)","(472.993, 685.408, -25.353, 14.839)","(430.588, 684.497, -46.643, 1.458)","(392.591, 684.876, -22.82, 2.249)","(355.811, 683.478, -46.38, -19.988)","(319.87, 681.225, -36.94, -5.218)","(282.511, 679.267, -23.694, 7.3)","(248.841, 679.68, -15.591, 0.609)","(212.949, 678.854, -22.12, 0.836)","(174.799, 677.739, -34.419, -10.245)","(134.335, 659.567, -19.82, -42.424)","(105.53, 626.493, -13.379, -40.62)","(83.246, 589.802, -10.918, -33.584)","(69.967, 554.894, 2.683, -39.832)",
31,"(681.649, 416.089, 11.185, -45.246)","(699.59, 384.21, 24.102, -27.476)","(721.384, 354.101, 15.48, -34.386)","(739.226, 327.828, 12.534, -6.117)","(753.441, 306.254, -4.195, -22.367)","(770.615, 285.461, 28.062, -36.862)","(787.625, 259.762, 0.701, -16.365)","(793.458, 234.89, 17.067, -19.002)","(800.215, 214.327, 6.869, -39.617)","(805.387, 178.675, 25.759, -55.979)","(813.242, 139.006, -6.448, -20.879)","(816.122, 99.147, -1.544, -41.711)","(818.974, 82.96, 10.074, 1.354)","(823.038, 73.53, -6.862, -4.602)","(822.161, 64.331, -14.262, -11.189)","(818.408, 62.413, -2.527, -2.546)","(816.716, 61.644, -16.05, 1.513)","(812.12, 63.362, -11.31, -4.027)","(801.192, 61.05, -21.785, 5.397)","(781.521, 55.921, -19.918, -7.063)","(742.205, 47.732, -36.692, -9.874)","(702.171, 51.357, -54.947, 1.019)","(664.601, 53.146, -50.028, 0.428)","(625.424, 53.62, -28.451, 12.152)","(586.231, 52.966, -41.336, -3.453)","(539.8, 52.822, -36.27, 13.316)","(501.26, 54.106, -46.873, -13.744)","(464.498, 54.547, -23.382, 18.666)","(427.309, 55.004, -41.477, -6.869)","(388.893, 56.349, -28.709, -12.448)","(348.437, 57.619, -55.927, -2.941)","(309.985, 58.154, -18.345, 2.371)","(274.6, 58.445, -23.567, 4.631)","(238.956, 58.398, -39.164, 9.39)","(212.184, 66.187, -15.972, 19.379)","(194.5, 61.333, -35.815, 6.352)","(158.319, 66.023, -53.402, 21.042)","(121.556, 88.678, -37.988, 39.487)",
32,"(287.286, 514.338, 45.969, 21.468)","(319.038, 525.317, 45.339, -0.408)","(351.17, 530.333, 24.483, -8.622)","(384.189, 534.688, 33.333, 9.367)","(417.362, 538.113, 36.804, -0.232)","(450.968, 541.571, 30.017, 16.535)","(483.83, 544.066, 28.258, 0.167)","(518.59, 547.332, 37.159, 9.636)","(552.39, 551.261, 39.795, 11.517)","(587.968, 554.615, 20.822, -3.0)","(623.297, 557.611, 47.453, 9.258)","(654.9, 564.356, 44.211, 13.141)","(686.525, 565.254, 12.61, 2.191)","(713.223, 567.085, 28.574, -1.557)","(734.649, 569.115, 25.699, 18.083)","(748.266, 566.825, 5.947, -17.358)","(770.63, 561.341, 6.231, 41.805)","(765.604, 599.619, 15.053, 38.686)","(769.313, 622.77, -0.202, 36.357)","(777.526, 644.655, -3.479, 35.73)","(753.02, 651.396, -23.562, -21.264)","(724.879, 653.876, -40.786, 23.451)","(680.239, 656.298, -32.087, -20.12)","(648.454, 656.824, -47.251, 14.963)","(607.069, 660.054, -52.809, -20.248)","(570.989, 654.864, -24.339, -4.72)","(539.288, 664.626, -31.015, 18.812)","(495.853, 664.644, -53.197, -3.149)","(460.314, 657.091, -30.813, 7.79)","(424.915, 651.103, -18.746, 0.363)","(390.059, 648.518, -21.439, 6.686)","(356.455, 644.352, -34.729, -10.424)","(325.162, 639.833, -34.08, 2.234)","(293.393, 637.237, -27.072, -10.65)","(262.527, 639.198, -46.112, 1.133)","(234.121, 642.826, -14.091, -6.601)","(213.228, 651.744, -19.4, 9.125)","(197.417, 651.078, -32.357, 4.442)",
33,"(292.188, 296.719, 38.301, 0.632)","(325.643, 291.463, 25.237, -11.457)","(358.418, 282.799, 20.977, -25.061)","(394.095, 272.852, 45.859, -20.254)","(427.53, 262.669, 32.824, -9.928)","(460.68, 256.568, 41.827, -2.198)","(491.818, 249.157, 38.299, -21.262)","(520.958, 243.741, 17.578, -18.965)","(548.652, 240.478, 20.053, 2.859)","(579.193, 231.339, 30.352, -10.203)","(607.169, 226.328, 15.443, -17.834)","(635.965, 222.368, 42.507, -2.33)","(663.532, 220.121, 14.574, -7.282)","(687.832, 220.128, 26.791, 4.132)","(709.999, 218.884, 31.268, 4.695)","(731.831, 214.721, -0.755, 17.622)","(744.689, 210.379, -0.165, 17.695)","(757.162, 208.118, -21.681, -6.327)","(774.227, 197.179, -4.117, -14.062)","(784.338, 169.079, 13.91, -16.03)","(780.506, 138.118, -23.868, -22.09)","(786.196, 111.151, 10.755, -14.524)","(781.917, 97.037, -1.165, 8.335)","(745.566, 93.802, -53.383, -12.095)","(700.48, 100.485, -27.13, -0.289)","(687.119, 113.898, 3.199, 31.182)","(687.119, 113.898, 3.199, 31.182)","(687.119, 113.898, 3.199, 31.182)","(687.119, 113.898, 3.199, 31.182)","(687.119, 113.898, 3.199, 31.182)","(687.119, 113.898, 3.199, 31.182)","(678.754, 113.951, -35.355, 15.292)","(666.709, 113.935, -20.304, 1.76)","(650.737, 113.99, -17.067, 12.505)","(642.796, 113.996, -29.289, 0.544)","(642.796, 113.996, -29.289, 0.544)","(635.889, 113.913, -19.953, -1.407)","(621.41, 113.818, -19.499, 2.84)",
34,"(562.052, 387.941, 36.553, -35.764)","(593.701, 362.058, 49.031, -35.514)","(626.162, 337.902, 40.792, -10.572)","(654.642, 323.545, 40.8, -15.433)","(678.26, 307.003, 31.009, -8.395)","(700.575, 294.191, 22.256, 5.122)","(721.28, 279.244, 30.86, -12.2)","(739.8, 266.514, 1.253, -1.547)","(761.419, 251.882, 36.918, -2.022)","(777.421, 239.594, 37.258, -13.44)","(793.236, 224.09, 15.841, -10.03)","(799.945, 196.857, 19.243, -44.31)","(809.976, 171.448, -2.882, 3.448)","(811.412, 136.367, 17.063, -30.171)","(814.242, 117.985, -11.71, -59.595)","(813.658, 85.065, -1.129, -35.989)","(786.41, 68.833, -18.478, -14.458)","(757.426, 49.567, -28.751, -24.798)","(707.25, 50.438, -25.959, 1.641)","(664.633, 53.159, -56.704, 17.49)","(618.312, 54.325, -66.881, -16.178)","(576.39, 53.485, -40.124, 12.825)","(536.169, 54.432, -35.483, 5.335)","(493.575, 56.85, -53.177, 2.261)","(450.277, 56.761, -18.213, 12.589)","(408.084, 56.48, -42.927, 1.449)","(368.786, 56.705, -42.488, -15.774)","(330.664, 56.906, -49.411, 0.958)","(291.042, 57.412, -49.156, -6.699)","(252.334, 58.241, -30.406, -7.044)","(213.21, 63.499, -39.644, 21.647)","(188.408, 61.345, -39.088, 10.365)","(145.333, 68.61, -44.809, 3.834)","(108.709, 91.086, -31.238, 35.532)","(83.116, 121.554, -4.609, 41.529)","(68.705, 162.515, 8.249, 26.719)","(65.436, 201.879, 14.902, 39.614)","(65.51, 239.426, 9.08, 35.61)",
