,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
40,"(313.462, 363.905, 21.996, 13.289)","(340.059, 356.742, 19.853, -3.883)","(371.602, 347.751, 15.43, -17.728)","(402.917, 340.707, 24.534, -4.289)","(433.01, 334.065, 19.735, -3.91)","(461.777, 328.017, 18.051, 3.613)","(490.939, 321.934, 29.803, -17.968)","(519.404, 313.148, 38.126, -11.415)","(548.143, 304.694, 40.035, -21.39)","(575.783, 299.13, 19.258, -15.293)","(603.225, 293.419, 36.893, -10.345)","(627.877, 287.157, 24.08, -15.906)","(651.139, 280.991, 8.67, -4.061)","(671.532, 275.067, 17.579, -12.636)","(690.469, 268.94, 20.104, -11.843)","(708.558, 266.24, 7.62, 5.143)","(727.117, 260.471, 10.806, -16.444)","(742.405, 253.837, -6.795, -17.973)","(755.95, 245.448, 13.792, -10.547)","(762.214, 240.012, 27.654, 14.027)","(774.633, 229.875, 16.668, -9.509)","(780.882, 208.676, -6.037, -19.739)","(790.849, 180.653, 8.697, -10.99)","(787.584, 156.092, -5.826, -4.982)","(787.656, 133.988, -8.3, -35.708)","(790.497, 113.589, 1.265, -2.961)","(787.732, 97.105, -11.612, -11.711)","(770.782, 89.65, -42.781, -15.914)","(718.352, 81.275, -27.187, 5.168)","(679.762, 87.714, -30.655, 24.711)","(641.022, 85.415, -22.824, -2.398)","(595.822, 82.797, -60.281, 21.444)","(552.272, 91.873, -42.07, 3.105)"
41,"(447.821, 253.687, 41.21, -17.631)","(486.761, 243.809, 40.173, -6.777)","(526.309, 231.357, 49.835, -30.531)","(566.431, 220.341, 16.976, -16.014)","(603.677, 212.004, 31.282, -16.865)","(644.404, 207.237, 27.3, -1.308)","(680.242, 194.729, 41.51, -0.429)","(709.26, 189.028, 11.768, 13.177)","(735.376, 195.93, 35.966, 3.683)","(756.837, 196.576, -5.286, 14.608)","(775.505, 170.302, 37.293, -65.349)","(779.232, 131.405, 9.156, -38.179)","(778.765, 102.888, -10.795, -53.714)","(752.037, 88.329, -52.107, 23.186)","(703.69, 97.725, -62.852, 22.025)","(677.704, 113.892, -27.691, 14.007)","(677.704, 113.892, -27.691, 14.007)","(677.704, 113.892, -27.691, 14.007)","(677.704, 113.892, -27.691, 14.007)","(677.704, 113.892, -27.691, 14.007)","(677.704, 113.892, -27.691, 14.007)","(677.704, 113.892, -27.691, 14.007)","(677.704, 113.892, -27.691, 14.007)","(677.704, 113.892, -27.691, 14.007)","(677.704, 113.892, -27.691, 14.007)","(676.981, 113.998, -43.393, 6.325)","(664.417, 113.761, -32.035, -6.132)","(662.696, 113.988, -28.588, 5.453)","(662.696, 113.988, -28.588, 5.453)","(662.696, 113.988, -28.588, 5.453)","(662.696, 113.988, -28.588, 5.453)","(662.696, 113.988, -28.588, 5.453)","(662.696, 113.988, -28.588, 5.453)"
42,"(644.322, 345.25, 23.003, -31.726)","(673.902, 324.532, 38.076, -12.082)","(705.897, 307.795, 37.124, -21.731)","(739.147, 291.25, 29.689, -0.691)","(759.603, 275.515, 11.941, -8.111)","(779.534, 258.229, 16.647, -22.858)","(790.647, 238.762, 22.747, -39.888)","(799.022, 223.646, -8.914, -39.06)","(806.025, 196.631, 24.653, -58.241)","(807.433, 164.613, 9.832, -23.608)","(810.701, 126.189, -0.054, -41.357)","(811.899, 86.218, -14.879, -20.46)","(806.971, 68.379, -23.097, -7.267)","(804.172, 64.264, 8.578, -17.423)","(804.285, 62.765, -11.046, 9.282)","(793.984, 60.344, 11.282, 12.994)","(789.584, 57.768, -49.179, -37.253)","(757.601, 47.229, -59.19, 11.236)","(715.112, 54.378, -36.817, -10.955)","(679.861, 55.844, -35.24, 1.842)","(636.776, 56.316, -36.733, -13.538)","(593.382, 56.796, -31.014, -12.172)","(550.299, 59.442, -56.986, -1.19)","(511.26, 61.481, -48.402, 7.029)","(474.463, 62.021, -32.293, 2.007)","(438.182, 62.782, -28.675, -15.264)","(401.833, 62.915, -22.591, -3.832)","(366.677, 64.155, -20.131, -6.86)","(331.077, 63.488, -46.018, -7.401)","(295.624, 64.816, -47.781, 6.97)","(259.722, 65.112, -21.46, 3.054)","(222.658, 67.201, -35.892, 2.216)","(184.142, 62.892, -47.384, 15.289)"
43,"(597.691, 382.726, 38.949, -31.733)","(622.489, 358.272, 13.311, -6.951)","(645.417, 335.417, 37.357, -14.553)","(672.495, 315.448, 19.948, -24.04)","(699.845, 297.808, 6.555, -11.111)","(728.034, 276.9, 25.49, -33.023)","(752.878, 254.197, 18.205, -18.007)","(772.774, 239.57, 20.358, -17.158)","(790.449, 221.591, 12.673, -14.817)","(806.025, 202.359, -10.851, -32.265)","(802.242, 176.112, -12.184, -16.765)","(807.855, 149.07, -0.147, -32.001)","(812.535, 115.914, 11.479, -50.349)","(805.284, 84.931, -20.928, 0.31)","(773.558, 67.265, -48.788, -45.073)","(730.983, 51.428, -51.605, 6.815)","(682.236, 56.259, -45.527, 1.501)","(642.486, 58.912, -25.234, -6.463)","(597.757, 61.222, -52.182, 6.83)","(550.078, 60.367, -43.397, 10.96)","(504.559, 61.936, -45.592, -6.852)","(459.219, 62.137, -39.44, 14.403)","(416.891, 60.194, -28.724, -12.732)","(373.492, 61.245, -29.96, -5.313)","(334.151, 62.676, -49.528, -13.537)","(300.015, 64.404, -34.915, 1.779)","(265.768, 64.741, -40.573, -13.096)","(228.593, 67.205, -15.875, -8.253)","(192.934, 63.218, -49.614, -16.641)","(148.304, 67.58, -41.869, 18.282)","(113.875, 83.92, -25.218, 22.322)","(90.492, 113.56, -6.364, 18.584)","(74.484, 145.034, -25.357, 19.451)"
44,"(613.898, 193.593, 53.143, 5.488)","(653.529, 192.14, 20.512, 5.499)","(687.074, 184.547, 36.544, -15.057)","(716.081, 174.091, 16.727, -9.426)","(744.166, 167.918, 36.121, 7.596)","(759.005, 166.903, 18.24, -7.289)","(767.962, 170.875, 23.441, 19.942)","(789.164, 174.282, 19.617, -39.71)","(788.83, 131.895, 4.77, -56.474)","(784.715, 101.594, 12.004, -38.988)","(757.417, 80.127, -18.507, -40.956)","(704.7, 81.659, -64.957, 16.463)","(663.754, 100.065, -23.245, 16.024)","(628.855, 112.91, -37.071, 2.165)","(621.07, 113.989, -41.352, 3.866)","(621.07, 113.989, -41.352, 3.866)","(621.07, 113.989, -41.352, 3.866)","(621.07, 113.989, -41.352, 3.866)","(621.07, 113.989, -41.352, 3.866)","(621.07, 113.989, -41.352, 3.866)","(621.07, 113.989, -41.352, 3.866)","(621.07, 113.989, -41.352, 3.866)","(621.07, 113.989, -41.352, 3.866)","(621.07, 113.989, -41.352, 3.866)","(621.07, 113.989, -41.352, 3.866)","(621.07, 113.989, -41.352, 3.866)","(619.82, 113.946, -75.013, -2.575)","(607.686, 113.951, -72.837, 4.577)","(606.173, 113.985, -90.781, 2.02)","(606.173, 113.985, -90.781, 2.02)","(606.173, 113.985, -90.781, 2.02)","(606.173, 113.985, -90.781, 2.02)","(606.173, 113.985, -90.781, 2.02)"
45,"(734.368, 299.213, 27.091, -48.013)","(770.646, 269.757, 28.243, -10.715)","(797.999, 238.137, 15.942, -18.466)","(805.669, 211.785, 38.082, -25.149)","(824.554, 180.982, 16.202, -34.598)","(827.73, 165.587, 7.14, -49.677)","(827.73, 165.587, 7.14, -49.677)","(827.73, 165.587, 7.14, -49.677)","(827.73, 165.587, 7.14, -49.677)","(827.73, 165.587, 7.14, -49.677)","(827.73, 165.587, 7.14, -49.677)","(827.73, 165.587, 7.14, -49.677)","(827.73, 165.587, 7.14, -49.677)","(827.73, 165.587, 7.14, -49.677)","(827.73, 165.587, 7.14, -49.677)","(827.73, 165.587, 7.14, -49.677)","(827.73, 165.587, 7.14, -49.677)","(827.73, 165.587, 7.14, -49.677)","(827.73, 165.587, 7.14, -49.677)","(827.73, 165.587, 7.14, -49.677)","(827.73, 165.587, 7.14, -49.677)","(823.138, 153.433, 6.43, -36.979)","(819.013, 129.124, 1.313, -24.38)","(812.484, 98.385, -12.426, -28.973)","(791.948, 84.283, -18.544, -6.739)","(780.288, 72.111, -1.663, -2.753)","(768.375, 54.121, -20.235, -6.88)","(725.487, 53.858, -49.053, 8.961)","(682.347, 54.78, -37.143, -17.124)","(638.326, 55.853, -47.674, 1.893)","(599.005, 56.007, -37.582, 8.225)","(553.061, 58.589, -49.765, 10.036)","(508.29, 60.53, -29.479, 13.073)"
46,"(644.107, 404.165, 20.858, -26.739)","(669.12, 384.517, 20.945, -30.218)","(693.968, 361.688, 26.056, -10.491)","(715.488, 336.691, 26.192, -39.868)","(735.785, 316.441, 12.553, -28.876)","(752.747, 296.848, 18.801, -17.559)","(769.768, 282.668, 6.85, 5.024)","(783.331, 269.185, 13.372, -28.898)","(794.679, 256.534, -8.226, -38.581)","(795.825, 239.767, 5.806, 0.316)","(799.024, 229.913, 8.272, 12.366)","(797.525, 216.346, 4.489, -6.909)","(802.669, 193.18, 17.256, -24.787)","(809.112, 153.8, 14.043, -55.102)","(812.708, 120.333, 5.854, -24.125)","(816.604, 90.968, -10.748, -23.506)","(818.998, 77.914, -10.814, -2.804)","(816.962, 66.888, -13.159, 9.681)","(817.113, 65.271, -3.439, 10.155)","(811.707, 62.968, -20.422, 10.193)","(802.055, 59.248, -12.055, 6.724)","(780.37, 54.729, -49.209, -22.195)","(737.222, 50.295, -45.519, 18.76)","(693.698, 55.066, -25.685, -3.652)","(658.114, 55.616, -41.148, -12.073)","(618.641, 53.662, -58.275, -16.212)","(576.398, 56.003, -34.992, 19.529)","(531.549, 56.936, -42.7, -12.983)","(490.223, 58.501, -29.128, -3.297)","(455.237, 59.575, -32.104, -1.172)","(415.649, 59.438, -25.529, -3.887)","(378.766, 60.486, -35.304, 15.385)","(340.788, 61.191, -48.858, 14.574)"
47,"(547.409, 271.738, 33.034, -28.012)","(585.524, 258.274, 47.453, -12.001)","(623.957, 242.394, 24.152, -18.902)","(663.275, 228.917, 49.45, -15.093)","(703.494, 218.379, 52.127, -19.647)","(736.307, 204.36, 27.671, -5.493)","(765.86, 197.808, 37.392, 12.931)","(767.87, 157.833, -8.237, -73.926)","(758.181, 118.546, -15.009, -10.691)","(761.542, 102.583, -2.011, -22.212)","(751.217, 95.893, -3.925, 13.031)","(748.664, 98.728, -0.912, -14.731)","(742.95, 108.5, 4.99, 0.106)","(736.183, 112.385, 8.858, 2.31)","(739.32, 113.786, -3.24, 5.99)","(737.122, 113.766, -2.375, 4.314)","(739.196, 113.822, 20.522, 14.361)","(741.514, 109.95, -25.807, -6.258)","(738.565, 113.949, 0.581, 13.465)","(735.864, 113.319, -14.261, 26.659)","(731.873, 113.979, 6.742, 0.349)","(731.211, 113.819, -10.173, -3.045)","(731.495, 113.824, 29.67, -9.627)","(728.751, 112.959, -18.506, 1.79)","(720.71, 113.83, 13.667, 2.813)","(715.575, 113.955, 21.503, 4.903)","(715.222, 113.983, -23.067, 8.119)","(713.581, 113.929, -8.126, 14.943)","(712.777, 113.851, 7.692, -8.123)","(712.102, 113.966, -9.689, 6.59)","(709.493, 113.91, -8.574, 11.629)","(709.591, 113.956, 16.12, -1.023)","(708.874, 113.908, -7.772, 0.497)"
48,"(688.314, 537.165, 36.269, 4.006)","(726.712, 550.413, 28.65, 2.81)","(766.605, 556.477, 52.665, 24.363)","(779.966, 602.094, -8.642, 57.04)","(782.033, 642.959, 3.398, 31.78)","(758.901, 653.056, -48.133, -0.058)","(711.461, 646.066, -40.327, 3.729)","(671.187, 643.152, -29.178, 0.696)","(629.339, 638.837, -36.589, -3.09)","(601.105, 636.117, -44.111, 6.02)","(579.583, 636.015, -29.404, -2.01)","(565.813, 636.105, -43.631, 2.261)","(539.691, 636.106, -27.631, 2.724)","(509.902, 636.076, -33.799, -6.462)","(477.727, 636.078, -52.405, -2.13)","(457.777, 636.164, -50.576, 3.09)","(427.437, 637.028, -47.683, 4.731)","(390.29, 636.094, -49.234, -16.367)","(355.559, 636.107, -47.593, -15.472)","(317.008, 638.451, -53.717, 15.898)","(276.947, 640.59, -40.649, -9.819)","(236.505, 648.193, -22.393, 3.108)","(199.144, 658.571, -28.791, -2.979)","(156.388, 660.335, -35.948, -7.441)","(128.945, 632.075, -15.265, -51.948)","(113.825, 590.822, -22.928, -51.275)","(105.784, 550.062, -5.146, -41.01)","(96.743, 510.12, -17.093, -36.773)","(90.794, 471.566, 9.128, -53.456)","(87.694, 437.856, -4.891, -31.454)","(84.27, 406.949, -3.882, -47.843)","(72.676, 389.762, -0.676, -2.108)","(60.385, 381.416, -33.744, -21.969)"
49,"(559.248, 176.541, 49.829, -10.913)","(594.083, 166.177, 28.64, -19.357)","(607.347, 166.053, 54.038, 0.906)","(618.841, 166.016, 29.558, -2.466)","(626.607, 166.108, 33.975, 2.631)","(630.942, 166.015, 39.941, -3.556)","(630.942, 166.015, 39.941, -3.556)","(630.942, 166.015, 39.941, -3.556)","(631.915, 166.011, 58.38, -0.234)","(631.915, 166.011, 58.38, -0.234)","(646.872, 166.103, 34.657, -5.66)","(658.997, 166.033, 51.759, -2.439)","(679.927, 166.037, 47.203, 1.107)","(700.993, 166.035, 32.819, -7.212)","(711.239, 166.046, 51.76, 0.454)","(732.884, 167.722, 40.865, 18.375)","(751.304, 180.023, 25.302, 8.897)","(775.908, 182.954, -7.6, -56.178)","(779.399, 144.657, -8.927, -69.567)","(772.995, 129.875, -30.113, 11.805)","(767.838, 120.968, 9.477, -11.043)","(763.644, 117.29, 12.213, -2.627)","(763.673, 105.912, 0.368, 11.531)","(756.129, 99.325, -35.006, 10.037)","(755.799, 86.898, 8.974, 8.055)","(771.833, 80.843, 38.671, 9.541)","(721.291, 80.181, -24.214, -8.411)","(681.583, 85.511, -37.092, 7.848)","(643.554, 84.856, -53.507, -13.947)","(601.97, 80.602, -44.399, 18.87)","(560.557, 87.772, -54.035, 28.689)","(518.762, 97.643, -56.669, 11.62)","(473.542, 99.675, -44.39, 4.204)"
50,"(483.178, 327.563, 32.839, -2.848)","(520.81, 318.169, 17.077, -20.884)","(555.792, 303.315, 32.09, 9.243)","(587.205, 290.099, 35.993, -22.515)","(620.564, 278.99, 26.978, 15.208)","(653.643, 266.717, 34.479, -5.704)","(685.99, 258.133, 7.451, 7.353)","(715.106, 245.726, 24.271, -0.399)","(737.64, 232.882, 43.615, -14.511)","(761.175, 219.238, 8.571, -6.404)","(781.836, 197.13, 4.349, -50.664)","(785.936, 155.036, -13.363, -51.923)","(777.922, 118.705, -24.264, -9.948)","(774.824, 89.669, -44.633, -39.394)","(734.987, 76.892, -53.263, -0.619)","(696.759, 80.877, -59.993, 3.239)","(652.903, 83.34, -23.078, 13.743)","(616.548, 80.184, -62.213, -7.21)","(577.23, 87.984, -18.148, 9.007)","(543.132, 95.885, -53.632, 0.092)","(502.809, 98.208, -53.636, 11.151)","(459.298, 97.784, -33.195, -15.344)","(416.004, 95.712, -46.989, 4.38)","(373.037, 97.198, -46.924, 12.478)","(335.425, 98.178, -36.363, -10.193)","(300.502, 97.597, -17.923, 11.393)","(264.912, 97.278, -25.159, -14.489)","(229.279, 93.774, -29.52, -3.14)","(191.02, 95.273, -36.248, -13.116)","(158.457, 87.614, -27.639, 5.044)","(131.187, 122.035, 0.996, 43.783)","(123.587, 168.276, -19.861, 29.381)","(119.541, 207.496, 2.522, 19.137)"
51,"(455.394, 498.706, 41.135, -2.033)","(501.666, 497.693, 49.754, -15.075)","(546.971, 497.983, 57.87, -8.557)","(589.649, 497.436, 32.687, 10.651)","(629.477, 498.826, 34.518, 12.701)","(661.767, 503.653, 17.505, 10.232)","(693.93, 512.887, 27.958, 7.844)","(727.183, 522.394, 41.307, -6.27)","(754.175, 524.402, 11.86, 15.271)","(768.044, 537.489, 21.416, 4.317)","(788.342, 563.881, 15.969, 17.209)","(782.837, 604.772, -17.881, 40.818)","(773.416, 638.457, -3.568, 15.89)","(764.943, 662.659, -38.799, 2.835)","(720.247, 653.298, -24.756, -25.978)","(682.906, 637.403, -42.688, -22.547)","(678.019, 636.025, -42.285, -0.924)","(678.019, 636.025, -42.285, -0.924)","(678.019, 636.025, -42.285, -0.924)","(678.019, 636.025, -42.285, -0.924)","(678.019, 636.025, -42.285, -0.924)","(678.019, 636.025, -42.285, -0.924)","(674.414, 636.054, -60.65, 1.615)","(663.604, 636.006, -28.165, -6.203)","(648.137, 636.096, -25.305, 4.547)","(630.112, 636.064, -19.454, -5.47)","(617.197, 636.082, -27.118, 4.499)","(596.366, 636.022, -23.897, 1.188)","(570.792, 636.017, -24.352, -7.02)","(543.646, 637.46, -45.288, 10.623)","(506.896, 636.282, -18.427, -4.225)","(474.552, 636.547, -22.251, 3.472)","(440.452, 636.262, -20.455, -3.58)"
52,"(284.173, 168.515, 16.686, -2.385)","(314.679, 166.027, 28.485, -13.605)","(341.627, 166.079, 18.556, -2.978)","(369.599, 166.528, 40.963, -11.34)","(389.185, 166.476, 22.236, 1.04)","(412.249, 166.056, 32.431, -3.143)","(436.043, 166.369, 28.414, -4.229)","(459.681, 166.094, 18.694, -6.133)","(483.265, 166.056, 35.156, -7.708)","(509.16, 166.54, 16.768, 9.042)","(532.435, 168.48, 11.489, -5.585)","(559.375, 172.791, 28.924, 12.286)","(584.03, 177.494, 11.73, 12.571)","(606.618, 181.31, 22.889, -9.637)","(626.52, 183.128, 33.916, 2.65)","(641.163, 179.756, 34.811, 4.036)","(655.798, 178.057, 21.183, -3.952)","(672.594, 179.712, 13.466, 7.891)","(684.491, 182.615, 19.415, 2.798)","(695.552, 183.517, 9.393, 9.031)","(705.03, 184.448, 7.06, -7.933)","(710.011, 189.863, 8.151, -1.898)","(718.482, 189.586, 18.313, -14.624)","(726.827, 191.263, 8.961, 12.376)","(736.33, 194.828, 19.258, 0.55)","(746.495, 201.704, 22.659, 9.69)","(764.121, 208.546, 18.138, 14.768)","(770.919, 206.024, -14.275, -19.096)","(763.108, 186.641, -8.461, -4.198)","(763.395, 171.449, 0.124, -9.761)","(771.298, 157.879, 18.133, -12.136)","(778.463, 141.969, -7.906, -33.79)","(787.859, 120.596, -2.503, -19.667)"
53,"(680.528, 344.43, 23.3, -27.932)","(709.962, 315.213, 13.405, -41.623)","(738.98, 287.71, 34.183, -34.307)","(761.613, 263.415, 12.601, -15.058)","(775.213, 238.023, 0.855, -30.284)","(791.595, 214.734, 36.648, -37.646)","(806.321, 173.586, -7.568, -35.118)","(800.213, 126.849, -6.285, -33.285)","(799.475, 87.152, -18.152, -23.704)","(769.145, 63.362, -43.051, -20.736)","(721.725, 60.836, -47.222, 12.178)","(677.495, 64.918, -46.566, 10.233)","(637.592, 66.387, -29.572, -3.591)","(599.466, 65.299, -42.376, -6.806)","(557.5, 67.779, -50.591, 18.752)","(518.652, 69.078, -31.365, -0.015)","(477.667, 68.868, -40.318, -10.934)","(435.882, 68.914, -24.578, 3.271)","(394.714, 69.048, -47.483, -2.098)","(353.812, 70.311, -44.243, 7.806)","(312.14, 70.053, -40.385, -13.444)","(272.254, 71.525, -45.582, -13.487)","(233.759, 74.615, -29.806, 2.041)","(195.347, 76.665, -43.326, 1.757)","(154.811, 72.717, -46.055, 10.318)","(119.098, 95.884, -39.035, 31.374)","(94.488, 131.206, -7.35, 20.835)","(77.16, 162.911, -15.756, 37.48)","(69.205, 201.281, -11.992, 39.495)","(66.941, 241.026, 4.194, 32.456)","(64.809, 279.14, -1.394, 24.234)","(64.794, 312.858, -1.49, 36.144)","(67.085, 340.211, -2.029, 41.384)"
54,"(257.913, 402.837, 37.093, -22.125)","(284.556, 391.143, 31.308, -14.337)","(310.567, 378.274, 38.044, -5.125)","(339.963, 370.178, 40.565, -10.274)","(368.555, 361.056, 32.265, 1.488)","(397.207, 352.929, 36.891, -2.286)","(424.335, 343.903, 13.91, 3.977)","(453.11, 334.193, 43.259, -24.609)","(481.616, 325.285, 30.117, 9.612)","(509.66, 320.706, 36.383, -8.064)","(536.221, 314.906, 20.967, -9.049)","(564.081, 307.654, 30.54, -16.977)","(590.994, 302.742, 33.808, 7.844)","(617.455, 296.613, 23.547, 3.286)","(639.897, 291.97, 34.213, 3.519)","(662.931, 286.601, 27.428, -9.616)","(682.759, 280.302, 27.693, 5.419)","(700.108, 275.146, 13.394, -14.077)","(715.449, 268.418, -2.37, -7.475)","(724.787, 262.356, 15.947, 4.574)","(735.369, 256.17, 6.093, -13.784)","(746.204, 250.688, 1.825, -2.451)","(755.709, 246.372, -2.651, -12.214)","(765.114, 244.221, -10.953, 5.931)","(774.859, 238.25, -9.733, 7.687)","(782.921, 226.636, 20.945, -23.514)","(793.697, 212.39, 3.593, -13.865)","(803.451, 190.044, -1.981, -7.598)","(802.094, 167.528, 12.007, -12.265)","(799.981, 141.394, 11.726, -29.845)","(804.842, 117.001, 12.535, -33.367)","(804.948, 90.215, -15.461, -18.01)","(786.953, 80.131, -11.867, -27.723)"
55,"(544.736, 558.55, 57.475, 16.36)","(590.239, 565.194, 59.931, 16.887)","(631.199, 574.421, 38.814, -4.686)","(667.391, 581.737, 50.415, 8.18)","(692.414, 583.995, 35.825, 3.741)","(712.509, 583.954, 27.643, 2.395)","(731.687, 583.485, 7.809, -13.235)","(752.53, 581.094, 17.746, -15.716)","(769.811, 570.534, 23.116, -22.992)","(793.282, 577.013, 21.982, 59.852)","(795.294, 626.686, 12.434, 55.282)","(780.349, 659.119, -31.811, 12.098)","(735.36, 670.038, -54.917, 5.556)","(693.248, 656.813, -37.412, -7.547)","(660.913, 646.937, -38.695, 2.866)","(622.485, 657.374, -55.349, 9.976)","(583.363, 653.741, -26.952, 2.888)","(545.811, 660.03, -64.568, 17.186)","(500.751, 652.958, -27.811, -5.07)","(470.871, 641.68, -21.716, 0.706)","(437.856, 636.163, -43.827, 7.285)","(409.822, 636.076, -22.762, -3.533)","(389.27, 636.081, -47.414, 2.494)","(386.013, 636.022, -51.697, -5.955)","(352.458, 636.552, -33.794, -2.061)","(318.103, 637.109, -39.95, 1.643)","(279.863, 638.312, -19.218, 0.593)","(249.769, 640.169, -15.096, 10.921)","(218.994, 649.892, -31.31, 1.391)","(194.906, 651.0, -22.635, -7.54)","(189.052, 651.055, -49.154, 1.929)","(174.561, 651.0, -35.376, -16.953)","(158.258, 651.482, -26.44, -0.629)"
56,"(473.116, 190.468, 34.833, -1.106)","(513.887, 177.087, 50.653, -6.814)","(552.767, 167.732, 23.198, -20.408)","(573.635, 166.045, 29.001, -1.974)","(575.197, 166.027, 27.23, -1.011)","(575.77, 166.023, 34.353, -0.219)","(575.77, 166.023, 34.353, -0.219)","(575.77, 166.023, 34.353, -0.219)","(580.132, 166.128, 49.325, 3.923)","(593.601, 166.043, 27.952, -8.59)","(614.281, 166.041, 52.288, -2.816)","(632.396, 166.111, 26.112, -8.886)","(652.119, 166.171, 48.574, 6.838)","(669.68, 166.171, 34.98, 3.012)","(686.032, 166.214, 17.707, -21.102)","(705.247, 166.359, 31.789, -6.037)","(721.602, 166.223, 24.975, 8.745)","(736.085, 166.11, 12.716, -9.015)","(748.205, 173.194, 10.246, 22.424)","(760.17, 185.337, 11.046, 0.261)","(777.879, 178.551, 33.068, -37.581)","(779.604, 144.611, 15.117, -55.61)","(765.1, 131.806, -12.601, 0.507)","(761.323, 130.565, -18.321, -14.322)","(760.745, 130.834, 14.718, 16.147)","(760.976, 109.736, -8.869, -8.322)","(766.896, 106.144, -0.662, -18.05)","(761.984, 103.054, -2.531, 1.197)","(766.415, 99.426, 0.918, -14.84)","(771.939, 84.65, -49.727, 6.362)","(726.984, 74.925, -50.111, -10.63)","(676.327, 77.572, -54.822, -3.688)","(636.361, 75.388, -30.26, -7.799)"
57,"(761.564, 229.612, 31.952, -39.914)","(793.839, 200.923, 32.723, -39.858)","(805.503, 161.374, -3.125, -44.043)","(803.367, 120.235, -7.249, -50.619)","(779.448, 81.772, -47.215, -42.158)","(729.352, 70.819, -56.275, -14.082)","(679.194, 70.832, -42.319, 12.023)","(632.05, 72.83, -42.396, 4.902)","(585.617, 73.945, -55.229, 12.607)","(545.696, 71.792, -41.613, 1.289)","(502.186, 72.11, -53.418, 14.889)","(460.94, 75.293, -42.942, -4.92)","(414.304, 77.398, -30.935, 11.58)","(367.277, 75.749, -53.703, -9.265)","(321.655, 75.562, -50.683, -1.854)","(277.138, 78.227, -53.192, 2.402)","(232.261, 80.11, -39.119, -13.082)","(191.831, 78.921, -43.032, -15.687)","(145.96, 78.307, -23.105, 50.014)","(118.36, 115.883, -11.918, 55.719)","(102.132, 156.046, -23.312, 35.485)","(94.903, 198.751, 2.679, 56.014)","(86.993, 240.167, 4.337, 31.291)","(83.043, 280.55, -10.043, 31.239)","(80.231, 320.947, -4.778, 25.269)","(70.704, 356.897, -17.328, 22.547)","(29.909, 372.043, -61.243, 6.154)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
58,"(432.374, 322.422, 33.042, -19.85)","(477.893, 304.619, 59.176, -9.515)","(514.514, 286.176, 26.038, -18.826)","(552.82, 269.727, 32.842, -16.742)","(589.938, 258.826, 28.29, -17.312)","(622.452, 249.975, 36.688, 5.019)","(657.252, 241.096, 22.381, -1.985)","(687.074, 228.138, 15.977, -3.578)","(708.19, 218.743, 20.784, 2.048)","(727.902, 208.629, 44.596, 4.009)","(751.819, 205.06, 14.7, -17.424)","(769.689, 199.205, 31.178, -6.804)","(782.573, 169.541, 25.174, -6.592)","(785.88, 136.541, 7.183, -49.255)","(790.342, 104.386, 2.862, -30.709)","(768.057, 86.899, -45.011, -16.792)","(721.081, 88.214, -40.66, -3.298)","(696.67, 99.524, -27.891, 15.897)","(665.572, 96.554, -56.505, 8.365)","(626.792, 85.851, -71.833, -20.124)","(584.714, 89.933, -40.92, 18.048)","(552.814, 100.355, -46.17, 9.226)","(509.186, 100.64, -40.927, 11.595)","(464.952, 98.023, -47.607, -11.708)","(427.146, 99.063, -29.158, 10.517)","(390.058, 97.854, -31.9, -8.051)","(354.265, 97.337, -32.68, -10.001)","(320.181, 97.128, -37.713, -15.625)","(285.514, 96.881, -37.632, 13.475)","(249.991, 95.832, -55.159, -3.529)","(214.442, 91.682, -18.663, -1.639)","(178.981, 96.131, -20.014, 0.803)","(148.31, 85.666, -43.914, -1.581)"
59,"(447.684, 411.027, 28.388, -3.583)","(476.358, 406.971, 22.041, -12.946)","(497.239, 401.576, 40.096, 8.211)","(524.561, 389.55, 29.161, -17.085)","(558.314, 378.967, 26.797, -15.321)","(589.498, 366.044, 24.68, -2.55)","(619.114, 353.059, 19.019, -7.33)","(652.669, 339.027, 31.69, -14.136)","(681.686, 325.147, 16.573, -1.472)","(709.022, 307.578, 25.366, -13.172)","(734.818, 289.751, -1.964, -12.659)","(749.988, 275.266, 20.365, -22.546)","(768.587, 261.542, 9.218, -10.47)","(783.322, 246.806, 18.186, -9.476)","(792.165, 228.062, 5.46, 8.569)","(799.945, 199.145, 15.221, -29.523)","(804.083, 164.942, 0.49, -9.143)","(807.659, 135.226, 14.106, -54.669)","(814.485, 108.47, 13.865, -42.148)","(812.712, 86.781, -14.413, 0.867)","(812.833, 78.347, 2.121, -10.068)","(816.027, 68.612, -3.521, -12.657)","(816.622, 62.561, -0.637, -13.47)","(818.412, 64.257, -6.25, -12.305)","(819.549, 67.436, 6.122, 1.367)","(817.073, 68.226, -13.855, -11.439)","(813.995, 66.225, -10.437, -15.448)","(812.542, 66.323, -10.527, 9.851)","(809.994, 66.497, 4.344, 3.768)","(808.69, 68.208, -12.602, -3.492)","(796.541, 65.212, -17.808, -14.05)","(769.045, 58.154, -44.033, -4.565)","(736.695, 56.959, -48.739, 0.038)"
