,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
67,"(710.909, 204.826, 23.053, -10.838)","(740.035, 195.161, 34.739, -10.04)","(770.09, 189.608, 32.385, 2.438)","(787.134, 164.729, 14.597, -25.919)","(796.559, 132.718, 2.183, -33.491)","(794.13, 94.836, -22.454, -24.568)","(773.805, 73.052, -27.591, -19.111)","(735.635, 61.234, -41.704, 1.568)","(694.953, 64.023, -42.473, 7.656)","(657.411, 68.988, -37.718, 7.001)","(619.299, 75.368, -36.945, 6.037)","(581.187, 81.568, -40.125, 6.664)","(543.398, 86.449, -34.156, 3.945)","(505.036, 88.066, -39.145, -0.901)","(467.088, 89.793, -39.697, 2.96)","(429.355, 92.954, -35.697, 4.146)","(392.65, 95.741, -39.68, -0.62)","(356.942, 96.977, -33.85, -1.089)","(323.75, 97.257, -31.548, 1.063)","(289.965, 95.802, -34.859, -4.585)","(255.827, 93.438, -38.178, 0.929)","(220.363, 89.347, -35.852, -9.538)","(182.839, 89.326, -34.889, -1.427)","(142.293, 84.203, -41.67, 17.774)","(110.423, 114.753, -21.846, 33.133)","(92.491, 153.202, -14.612, 44.295)","(86.383, 194.887, -1.661, 40.679)","(87.605, 232.065, 0.726, 39.67)","(90.651, 268.936, 1.117, 33.396)","(93.75, 304.855, 4.946, 31.171)","(97.45, 338.311, 3.924, 33.775)","(97.426, 359.684, -1.978, 16.896)","(93.363, 372.384, 1.584, 13.755)","(95.63, 382.541, -1.851, 7.322)"
68,"(369.994, 374.176, 24.665, 9.683)","(389.323, 376.612, 16.959, -1.756)","(408.641, 378.121, 16.985, 6.928)","(429.271, 383.746, 22.536, 1.267)","(455.706, 385.657, 27.396, 0.604)","(480.737, 386.805, 22.362, -1.477)","(503.042, 388.79, 19.819, 3.271)","(522.386, 393.038, 18.499, 4.266)","(541.537, 399.505, 22.539, 9.356)","(560.883, 404.046, 18.109, 5.815)","(579.534, 408.845, 15.64, 5.8)","(597.387, 414.703, 20.246, 3.628)","(614.569, 421.318, 14.386, 6.148)","(630.419, 428.772, 18.206, 10.554)","(646.386, 437.167, 16.656, 5.492)","(661.529, 444.149, 11.872, 8.372)","(675.709, 449.353, 14.347, 6.51)","(689.099, 453.611, 9.903, 4.392)","(700.435, 455.326, 11.133, -1.182)","(711.489, 457.942, 10.088, 5.191)","(722.462, 462.406, 12.671, 6.093)","(735.413, 468.635, 11.732, 2.315)","(749.292, 474.281, 12.1, 9.137)","(761.919, 479.904, 10.137, 8.19)","(772.153, 484.447, 5.569, 6.278)","(779.426, 491.451, 6.22, 6.114)","(787.964, 500.373, 10.808, 7.034)","(794.204, 510.147, 2.515, 9.658)","(800.067, 519.526, 7.185, 3.775)","(803.645, 524.822, 2.824, 9.03)","(801.971, 533.164, -1.926, 7.682)","(808.806, 547.96, 4.926, 14.281)","(812.702, 562.664, 5.178, 17.264)","(810.604, 576.268, -4.849, 14.931)"
69,"(484.398, 492.17, 9.205, 7.237)","(501.922, 506.915, 23.66, 15.258)","(529.032, 513.961, 28.35, 3.149)","(559.736, 516.677, 35.575, 19.759)","(592.102, 523.243, 34.396, 7.724)","(626.02, 531.892, 34.822, 16.345)","(660.125, 542.172, 30.214, 10.077)","(678.506, 547.524, 24.138, -5.806)","(702.007, 549.724, 27.097, 5.2)","(728.907, 563.034, 27.771, 19.45)","(742.309, 583.748, 8.498, 19.167)","(742.309, 583.748, 8.498, 19.167)","(742.309, 583.748, 8.498, 19.167)","(742.309, 583.748, 8.498, 19.167)","(741.465, 583.986, -1.574, -0.024)","(736.184, 583.235, -10.884, -10.404)","(739.396, 581.25, 5.42, 2.172)","(740.295, 583.986, -3.997, 2.412)","(740.579, 583.849, 5.76, 1.015)","(746.729, 583.957, -1.457, -1.621)","(749.307, 578.148, 7.544, -11.82)","(753.805, 572.949, 3.105, -2.192)","(755.961, 565.144, 2.296, -15.306)","(772.25, 556.777, 4.442, 18.027)","(780.84, 570.103, 12.633, 13.044)","(790.117, 589.958, 2.264, 25.783)","(787.793, 612.169, -0.802, 21.75)","(790.018, 626.65, 8.511, 20.397)","(793.907, 647.771, 3.199, 20.019)","(787.743, 655.633, -4.125, 11.094)","(780.006, 669.799, -13.271, 19.175)","(762.76, 684.694, -27.634, 6.55)","(733.731, 687.442, -29.886, -3.655)","(710.481, 686.334, -20.216, -2.019)"
70,"(457.557, 321.34, 11.209, 1.452)","(486.09, 318.252, 33.176, -2.795)","(515.394, 312.051, 38.96, -1.368)","(549.953, 305.131, 29.808, -9.435)","(579.127, 294.771, 25.708, -12.69)","(602.494, 283.765, 23.084, -7.006)","(620.146, 275.769, 17.38, -7.497)","(639.081, 273.105, 21.503, -0.641)","(656.112, 273.78, 18.463, 3.562)","(674.697, 275.788, 20.091, 0.373)","(695.686, 277.872, 20.944, 2.069)","(715.623, 280.477, 20.044, -1.912)","(735.551, 281.259, 19.485, 3.903)","(750.528, 281.107, 15.668, -0.754)","(763.18, 278.424, 13.239, 2.312)","(774.941, 277.503, 12.851, -3.823)","(784.265, 274.575, 9.666, -4.491)","(789.331, 270.961, 5.94, -0.757)","(793.496, 266.417, -0.358, -6.844)","(796.599, 261.84, 3.742, -4.246)","(799.617, 255.137, 3.303, -7.074)","(800.821, 248.178, -2.11, -9.26)","(804.427, 242.438, 6.47, -3.089)","(808.841, 234.148, 4.097, -10.492)","(809.46, 222.113, -1.802, -13.943)","(810.232, 213.742, 3.611, 0.245)","(807.234, 208.285, 5.702, -19.66)","(812.593, 191.239, -1.946, -17.808)","(813.336, 179.949, -2.266, -12.317)","(807.195, 155.013, -9.08, -39.382)","(801.578, 124.773, 0.601, -31.058)","(802.194, 90.308, -7.143, -23.548)","(797.074, 68.313, -11.302, -15.787)","(782.384, 59.477, -16.076, -5.894)"
71,"(692.632, 234.051, 28.103, -8.545)","(721.284, 223.778, 21.694, -12.222)","(742.928, 213.909, 16.991, -18.09)","(765.7, 205.966, 29.314, -13.498)","(779.3, 178.694, 26.173, -30.021)","(786.86, 134.998, -12.428, -36.641)","(777.592, 104.091, -4.019, -27.65)","(758.646, 87.216, -30.221, -5.018)","(721.193, 90.363, -38.808, 12.088)","(689.143, 106.045, -23.198, 9.622)","(663.388, 113.96, -34.682, 2.373)","(656.552, 113.995, -38.183, 2.62)","(656.552, 113.995, -38.183, 2.62)","(656.552, 113.995, -38.183, 2.62)","(656.552, 113.995, -38.183, 2.62)","(656.552, 113.995, -38.183, 2.62)","(656.552, 113.995, -38.183, 2.62)","(656.552, 113.995, -38.183, 2.62)","(656.552, 113.995, -38.183, 2.62)","(656.552, 113.995, -38.183, 2.62)","(656.552, 113.995, -38.183, 2.62)","(656.552, 113.995, -38.183, 2.62)","(656.552, 113.995, -38.183, 2.62)","(656.552, 113.995, -38.183, 2.62)","(656.552, 113.995, -38.183, 2.62)","(656.552, 113.995, -38.183, 2.62)","(656.552, 113.995, -38.183, 2.62)","(656.552, 113.995, -38.183, 2.62)","(651.985, 113.995, -89.378, 0.322)","(651.985, 113.995, -89.378, 0.322)","(651.985, 113.995, -89.378, 0.322)","(651.985, 113.995, -89.378, 0.322)","(651.985, 113.995, -89.378, 0.322)","(651.985, 113.995, -89.378, 0.322)"
72,"(311.729, 263.755, 8.352, -1.73)","(322.903, 260.962, 14.698, -4.098)","(336.597, 257.31, 15.546, -3.362)","(353.924, 248.777, 18.602, -12.68)","(375.197, 244.396, 16.696, -0.868)","(391.811, 244.429, 17.631, -4.453)","(409.842, 243.084, 16.309, 1.979)","(426.601, 244.378, 13.893, -1.043)","(444.177, 246.281, 18.508, -2.005)","(464.421, 247.322, 16.714, 0.424)","(482.301, 246.016, 16.792, 3.008)","(500.329, 244.504, 22.496, -2.952)","(522.464, 240.415, 25.077, -7.082)","(543.997, 237.119, 21.539, -3.513)","(562.012, 234.732, 16.984, -1.117)","(578.03, 233.776, 17.466, -0.127)","(594.039, 232.547, 15.787, -3.945)","(609.674, 231.905, 16.948, 2.331)","(625.599, 230.72, 10.276, 0.008)","(641.455, 229.614, 18.309, 1.885)","(654.356, 229.251, 6.616, -3.142)","(666.243, 228.018, 13.737, -0.638)","(678.334, 225.771, 3.818, -2.614)","(691.172, 221.606, 11.996, -7.458)","(703.475, 217.971, 2.985, -0.456)","(710.101, 216.337, -0.181, 2.82)","(718.082, 215.68, 14.333, -6.87)","(728.294, 214.351, 11.983, 0.106)","(733.509, 216.223, 3.213, 1.343)","(743.009, 215.723, 15.137, 3.006)","(756.717, 218.407, 15.326, 3.849)","(772.51, 216.728, 18.024, -6.378)","(784.76, 207.668, 6.09, -15.351)","(798.103, 186.436, 6.617, -23.555)"
73,"(517.08, 509.884, 30.363, 1.036)","(548.871, 514.134, 32.3, 10.918)","(578.829, 519.011, 24.66, 2.657)","(605.813, 521.521, 25.533, -7.47)","(632.883, 526.009, 29.449, 4.527)","(663.673, 528.931, 28.145, -0.507)","(690.54, 532.944, 38.0, 11.362)","(719.474, 543.654, 17.222, 1.93)","(738.363, 553.092, 15.46, 7.896)","(753.151, 552.537, 5.696, -7.156)","(765.138, 557.647, -1.717, -7.339)","(769.111, 558.252, 10.449, 17.969)","(772.526, 569.418, 9.585, -26.51)","(786.785, 572.202, 8.023, 5.247)","(798.295, 595.194, 14.665, 47.4)","(808.145, 631.976, 1.225, 29.654)","(803.289, 658.823, -18.819, 19.715)","(777.456, 676.111, -19.005, 20.909)","(745.2, 693.144, -41.187, -1.207)","(705.872, 690.319, -34.474, 3.122)","(675.236, 687.854, -30.933, -7.241)","(644.08, 687.327, -38.452, 8.169)","(605.784, 687.596, -31.287, -5.816)","(567.155, 678.603, -41.851, -9.557)","(527.356, 675.609, -38.12, -2.462)","(491.259, 674.744, -33.127, 1.291)","(454.544, 673.557, -39.096, -1.038)","(415.696, 672.095, -42.535, 0.68)","(372.844, 675.467, -39.333, 7.151)","(330.652, 675.37, -39.199, -7.955)","(290.477, 665.809, -35.096, -13.183)","(251.927, 655.756, -37.623, -5.308)","(217.234, 651.815, -27.395, -0.586)","(202.293, 652.729, -13.081, 4.446)"
74,"(400.148, 314.359, 20.197, -8.836)","(427.363, 307.153, 32.183, -3.763)","(454.519, 303.638, 28.84, 2.06)","(481.475, 303.312, 25.171, 1.587)","(507.129, 304.611, 29.304, -0.64)","(531.536, 307.611, 26.687, 3.013)","(554.606, 311.729, 25.692, 5.604)","(576.251, 314.318, 18.669, -0.031)","(596.498, 315.683, 16.601, 3.218)","(615.614, 315.822, 19.585, 2.856)","(633.837, 314.674, 19.924, -2.823)","(650.655, 313.076, 15.349, -3.002)","(666.601, 310.949, 18.284, -1.144)","(681.458, 308.461, 15.673, 0.359)","(695.224, 305.292, 16.623, -1.3)","(707.912, 301.159, 10.552, -4.227)","(719.743, 296.255, 8.193, -7.46)","(730.858, 290.88, 12.372, -4.078)","(741.417, 286.741, 7.2, -1.706)","(749.212, 283.686, 7.774, -2.715)","(757.952, 279.105, 10.04, -4.52)","(764.471, 274.608, 6.725, -5.477)","(771.443, 272.269, 9.638, -2.769)","(781.687, 271.092, 10.531, -1.455)","(790.778, 268.118, 5.615, -6.066)","(798.691, 263.362, 9.108, -3.559)","(804.614, 259.04, 6.691, -2.473)","(809.797, 252.819, 6.306, -7.353)","(813.463, 245.939, 6.294, -8.535)","(816.587, 241.493, 1.505, -3.388)","(817.336, 240.713, -4.229, 2.095)","(812.736, 239.805, 1.756, -1.361)","(811.545, 238.1, 0.601, -3.452)","(810.368, 236.419, -3.132, -0.32)"
75,"(501.452, 453.881, 37.849, 6.896)","(534.03, 464.358, 25.31, 9.85)","(558.276, 472.889, 23.158, 1.39)","(583.705, 471.492, 26.166, -4.207)","(616.546, 474.895, 37.298, 7.309)","(651.72, 480.851, 36.025, 8.002)","(682.132, 492.951, 27.089, 17.474)","(712.196, 501.134, 20.153, 4.513)","(742.029, 508.282, 36.776, 14.627)","(769.037, 523.359, 18.484, 13.382)","(788.533, 527.75, 9.292, 11.125)","(794.353, 541.113, 1.173, 37.129)","(802.999, 569.496, 15.013, 45.803)","(813.42, 620.03, 6.297, 48.233)","(816.022, 653.136, 1.291, 33.128)","(821.574, 672.917, 2.743, 8.459)","(818.933, 683.331, -3.02, 5.349)","(816.177, 686.757, -3.614, 5.152)","(812.637, 692.472, 0.969, 6.868)","(819.581, 690.277, 2.007, -8.91)","(816.25, 690.361, -1.98, 7.401)","(816.827, 689.772, -2.612, 0.186)","(815.194, 687.633, 0.446, -5.083)","(814.644, 689.025, 4.527, -1.142)","(815.025, 683.121, 0.596, -2.768)","(814.625, 682.876, -1.421, -0.129)","(810.578, 684.678, -3.246, -0.37)","(805.301, 679.04, -3.894, -7.964)","(792.49, 683.513, -17.732, 6.441)","(770.433, 688.205, -29.135, -0.766)","(740.832, 687.698, -28.909, -4.009)","(713.438, 682.916, -26.442, -4.244)","(688.578, 676.556, -28.552, -4.223)","(661.723, 673.353, -29.147, -3.231)"
76,"(417.528, 266.667, 22.953, -2.645)","(437.918, 263.593, 34.102, 1.817)","(467.381, 264.934, 30.238, -3.537)","(495.245, 261.842, 27.895, -6.84)","(521.941, 257.964, 26.645, -5.562)","(548.312, 253.328, 24.488, -7.371)","(575.729, 250.318, 23.445, 2.753)","(600.447, 247.774, 21.563, -6.09)","(623.728, 248.404, 23.137, 0.475)","(646.098, 248.378, 26.146, -0.961)","(666.06, 249.964, 20.57, -3.277)","(685.083, 249.887, 18.325, -0.15)","(704.125, 252.348, 15.637, 3.797)","(718.444, 251.656, 12.071, -0.445)","(736.38, 248.694, 22.617, -5.572)","(755.793, 242.85, 17.647, -6.146)","(775.195, 227.548, 17.426, -21.107)","(783.929, 214.446, -3.311, -18.662)","(788.697, 190.913, 7.927, -26.664)","(788.391, 155.901, 2.51, -23.523)","(790.152, 130.567, 12.622, -21.834)","(798.912, 99.304, 7.485, -37.729)","(788.453, 73.802, -15.77, -25.496)","(773.377, 60.753, -14.964, -5.132)","(757.865, 60.634, -16.409, -0.151)","(744.625, 61.067, -9.2, -0.356)","(733.555, 62.024, -10.676, 0.024)","(722.098, 61.765, -11.426, -1.196)","(708.546, 60.452, -17.459, -0.366)","(692.159, 59.08, -21.538, -1.603)","(671.009, 58.03, -24.93, -2.226)","(642.086, 58.934, -36.205, 3.026)","(602.004, 63.28, -42.578, 1.505)","(561.461, 65.926, -39.345, 2.1)"
77,"(692.447, 583.976, 23.979, 9.362)","(692.447, 583.976, 23.979, 9.362)","(692.447, 583.976, 23.979, 9.362)","(692.447, 583.976, 23.979, 9.362)","(692.447, 583.976, 23.979, 9.362)","(692.447, 583.976, 23.979, 9.362)","(692.447, 583.976, 23.979, 9.362)","(692.447, 583.976, 23.979, 9.362)","(692.447, 583.976, 23.979, 9.362)","(692.447, 583.976, 23.979, 9.362)","(692.447, 583.976, 23.979, 9.362)","(692.447, 583.976, 23.979, 9.362)","(692.447, 583.976, 23.979, 9.362)","(692.447, 583.976, 23.979, 9.362)","(692.447, 583.976, 23.979, 9.362)","(692.601, 583.959, 9.221, -1.069)","(698.372, 583.987, 6.502, 1.53)","(698.372, 583.987, 6.502, 1.53)","(703.454, 583.944, 21.483, -0.089)","(703.671, 583.999, 13.008, 3.299)","(712.083, 583.716, 11.4, 2.727)","(718.857, 583.962, 16.013, 7.635)","(726.452, 583.976, 9.468, 0.448)","(738.471, 578.357, 12.061, -0.554)","(748.089, 576.556, 11.664, -3.194)","(758.499, 564.774, 15.068, -19.627)","(770.68, 555.907, -7.372, 16.249)","(778.107, 572.398, 8.748, 21.89)","(781.024, 601.136, 0.063, 30.76)","(776.681, 626.531, -8.373, 14.744)","(771.482, 639.151, -0.728, 16.382)","(777.553, 653.945, 11.169, 21.622)","(755.367, 657.385, -28.852, -8.068)","(726.108, 643.67, -27.381, -8.561)"
78,"(243.272, 281.638, 13.04, -1.558)","(258.641, 281.925, 15.073, 2.99)","(273.709, 281.761, 15.091, 3.535)","(288.584, 281.792, 14.339, -0.985)","(304.376, 281.297, 14.379, 2.584)","(320.672, 280.469, 16.709, -3.904)","(336.752, 279.386, 14.594, -0.812)","(353.396, 278.228, 17.091, 1.535)","(370.182, 277.374, 19.502, -3.393)","(387.167, 276.29, 15.4, -0.134)","(406.004, 276.378, 16.355, 1.462)","(425.347, 276.091, 14.241, 0.447)","(445.081, 275.107, 21.155, -0.823)","(464.217, 274.213, 16.407, -4.909)","(482.69, 272.729, 20.014, 1.298)","(500.621, 271.612, 20.221, -4.767)","(519.178, 270.383, 20.56, 1.837)","(536.669, 269.418, 16.547, -1.241)","(554.027, 267.943, 19.792, -4.693)","(570.688, 266.745, 15.425, 1.319)","(587.137, 265.588, 14.069, -0.425)","(602.734, 263.615, 18.108, 0.194)","(617.927, 262.014, 17.548, -1.69)","(632.947, 260.102, 12.437, -1.208)","(647.355, 258.372, 14.503, 1.428)","(661.213, 257.21, 14.382, 0.515)","(673.51, 256.147, 14.322, -3.357)","(684.377, 256.88, 10.809, -0.761)","(694.141, 257.637, 8.529, 3.837)","(702.78, 258.859, 5.86, -2.789)","(712.398, 257.76, 6.556, -0.999)","(721.155, 254.867, 11.833, -3.301)","(729.23, 250.366, 6.43, -6.402)","(735.46, 245.07, 4.406, -7.414)"
79,"(218.788, 381.341, 16.01, 3.584)","(233.645, 384.326, 19.086, 3.76)","(251.538, 387.948, 16.398, 7.122)","(271.883, 392.288, 18.244, 6.849)","(292.342, 396.261, 20.293, 1.605)","(312.972, 401.581, 17.666, 2.138)","(334.582, 408.312, 23.418, 6.893)","(356.932, 415.084, 25.254, 8.386)","(378.715, 421.631, 22.709, 6.744)","(399.86, 426.396, 21.874, 4.58)","(420.879, 430.83, 22.5, 1.969)","(441.638, 435.366, 21.631, 2.43)","(462.473, 439.499, 20.483, 2.791)","(482.512, 444.457, 18.034, 3.597)","(502.634, 449.311, 21.146, 2.558)","(522.966, 453.732, 22.165, 1.966)","(543.104, 458.084, 21.12, 6.761)","(562.783, 462.878, 20.974, 4.391)","(582.101, 467.496, 19.445, 5.538)","(601.238, 471.593, 17.696, 2.227)","(620.55, 475.362, 20.315, 1.435)","(637.845, 478.755, 13.849, 4.842)","(653.072, 480.05, 17.806, 1.363)","(669.405, 480.813, 18.594, 2.205)","(685.059, 481.447, 19.123, 0.723)","(700.542, 483.358, 13.924, 0.362)","(713.412, 483.6, 14.261, 0.749)","(724.216, 485.458, 11.391, 0.8)","(732.536, 489.683, 5.258, 8.166)","(741.177, 495.957, 11.886, 5.927)","(749.994, 501.456, 5.966, 4.568)","(759.896, 507.566, 11.948, 2.623)","(769.066, 512.602, 8.776, 1.098)","(776.76, 517.855, 4.592, 10.134)"
80,"(455.689, 450.875, 24.295, 5.488)","(483.539, 456.515, 39.253, 4.056)","(519.336, 460.634, 27.451, 10.154)","(546.546, 463.307, 29.866, -6.118)","(574.033, 471.173, 29.444, 0.508)","(602.863, 479.659, 33.758, 4.488)","(631.565, 491.052, 25.312, 14.519)","(648.659, 507.567, 6.592, 21.866)","(669.411, 515.333, 24.298, 4.703)","(691.457, 517.26, 31.352, -12.627)","(721.153, 516.918, 26.085, 15.741)","(740.205, 523.575, 11.956, 12.891)","(756.219, 530.228, 18.978, 2.068)","(780.562, 546.9, -3.978, 14.676)","(785.038, 569.213, 15.434, 31.576)","(794.704, 605.647, 4.897, 39.412)","(788.227, 629.543, -2.338, 18.744)","(791.648, 649.112, -11.483, 36.541)","(780.657, 673.234, -14.597, 28.04)","(754.5, 695.059, -35.588, 6.463)","(716.4, 692.484, -39.188, -9.142)","(679.344, 683.141, -42.47, -13.964)","(648.363, 676.15, -27.95, -2.096)","(610.43, 678.03, -41.043, -4.017)","(580.367, 665.717, -37.734, -12.349)","(556.151, 647.009, -22.395, -23.042)","(544.442, 636.26, -20.507, -16.77)","(544.442, 636.26, -20.507, -16.77)","(544.442, 636.26, -20.507, -16.77)","(544.442, 636.26, -20.507, -16.77)","(544.442, 636.26, -20.507, -16.77)","(544.442, 636.26, -20.507, -16.77)","(543.993, 636.024, -26.939, -14.116)","(543.993, 636.024, -26.939, -14.116)"
